date,Flamenco,isPartial
2018-01-07,25,False
2018-01-14,37,False
2018-01-21,0,False
2018-01-28,25,False
2018-02-04,50,False
2018-02-11,41,False
2018-02-18,38,False
2018-02-25,12,False
2018-03-04,0,False
2018-03-11,13,False
2018-03-18,13,False
2018-03-25,14,False
2018-04-01,29,False
2018-04-08,13,False
2018-04-15,0,False
2018-04-22,55,False
2018-04-29,26,False
2018-05-06,64,False
2018-05-13,66,False
2018-05-20,13,False
2018-05-27,0,False
2018-06-03,27,False
2018-06-10,0,False
2018-06-17,13,False
2018-06-24,13,False
2018-07-01,13,False
2018-07-08,13,False
2018-07-15,14,False
2018-07-22,0,False
2018-07-29,0,False
2018-08-05,14,False
2018-08-12,15,False
2018-08-19,0,False
2018-08-26,14,False
2018-09-02,39,False
2018-09-09,13,False
2018-09-16,38,False
2018-09-23,39,False
2018-09-30,13,False
2018-10-07,13,False
2018-10-14,14,False
2018-10-21,39,False
2018-10-28,13,False
2018-11-04,0,False
2018-11-11,0,False
2018-11-18,27,False
2018-11-25,0,False
2018-12-02,14,False
2018-12-09,28,False
2018-12-16,14,False
2018-12-23,14,False
2018-12-30,42,False
2019-01-06,66,False
2019-01-13,0,False
2019-01-20,12,False
2019-01-27,0,False
2019-02-03,49,False
2019-02-10,63,False
2019-02-17,38,False
2019-02-24,38,False
2019-03-03,66,False
2019-03-10,13,False
2019-03-17,39,False
2019-03-24,13,False
2019-03-31,26,False
2019-04-07,13,False
2019-04-14,27,False
2019-04-21,14,False
2019-04-28,13,False
2019-05-05,13,False
2019-05-12,0,False
2019-05-19,37,False
2019-05-26,24,False
2019-06-02,0,False
2019-06-09,27,False
2019-06-16,27,False
2019-06-23,14,False
2019-06-30,14,False
2019-07-07,14,False
2019-07-14,54,False
2019-07-21,0,False
2019-07-28,28,False
2019-08-04,14,False
2019-08-11,16,False
2019-08-18,15,False
2019-08-25,13,False
2019-09-01,37,False
2019-09-08,38,False
2019-09-15,61,False
2019-09-22,23,False
2019-09-29,23,False
2019-10-06,37,False
2019-10-13,100,False
2019-10-20,0,False
2019-10-27,0,False
2019-11-03,11,False
2019-11-10,24,False
2019-11-17,0,False
2019-11-24,24,False
2019-12-01,12,False
2019-12-08,25,False
2019-12-15,38,False
2019-12-22,27,False
2019-12-29,13,False
2020-01-05,24,False
2020-01-12,35,False
2020-01-19,24,False
2020-01-26,11,False
2020-02-02,23,False
2020-02-09,12,False
2020-02-16,70,False
2020-02-23,33,False
2020-03-01,22,False
2020-03-08,21,False
2020-03-15,0,False
2020-03-22,19,False
2020-03-29,19,False
2020-04-05,0,False
2020-04-12,0,False
2020-04-19,19,False
2020-04-26,16,True
