date,Flamenco,isPartial
2018-01-07,29,False
2018-01-14,56,False
2018-01-21,56,False
2018-01-28,63,False
2018-02-04,72,False
2018-02-11,45,False
2018-02-18,18,False
2018-02-25,51,False
2018-03-04,36,False
2018-03-11,18,False
2018-03-18,18,False
2018-03-25,19,False
2018-04-01,58,False
2018-04-08,36,False
2018-04-15,56,False
2018-04-22,19,False
2018-04-29,45,False
2018-05-06,35,False
2018-05-13,37,False
2018-05-20,27,False
2018-05-27,0,False
2018-06-03,27,False
2018-06-10,26,False
2018-06-17,54,False
2018-06-24,27,False
2018-07-01,17,False
2018-07-08,52,False
2018-07-15,45,False
2018-07-22,18,False
2018-07-29,18,False
2018-08-05,19,False
2018-08-12,0,False
2018-08-19,57,False
2018-08-26,0,False
2018-09-02,35,False
2018-09-09,18,False
2018-09-16,17,False
2018-09-23,35,False
2018-09-30,36,False
2018-10-07,18,False
2018-10-14,45,False
2018-10-21,18,False
2018-10-28,18,False
2018-11-04,45,False
2018-11-11,28,False
2018-11-18,37,False
2018-11-25,18,False
2018-12-02,19,False
2018-12-09,48,False
2018-12-16,29,False
2018-12-23,0,False
2018-12-30,21,False
2019-01-06,19,False
2019-01-13,28,False
2019-01-20,17,False
2019-01-27,34,False
2019-02-03,71,False
2019-02-10,100,False
2019-02-17,18,False
2019-02-24,18,False
2019-03-03,19,False
2019-03-10,36,False
2019-03-17,28,False
2019-03-24,19,False
2019-03-31,45,False
2019-04-07,18,False
2019-04-14,37,False
2019-04-21,37,False
2019-04-28,53,False
2019-05-05,17,False
2019-05-12,35,False
2019-05-19,34,False
2019-05-26,50,False
2019-06-02,63,False
2019-06-09,53,False
2019-06-16,0,False
2019-06-23,19,False
2019-06-30,0,False
2019-07-07,17,False
2019-07-14,54,False
2019-07-21,27,False
2019-07-28,0,False
2019-08-04,19,False
2019-08-11,40,False
2019-08-18,37,False
2019-08-25,60,False
2019-09-01,33,False
2019-09-08,26,False
2019-09-15,51,False
2019-09-22,24,False
2019-09-29,17,False
2019-10-06,43,False
2019-10-13,34,False
2019-10-20,16,False
2019-10-27,16,False
2019-11-03,16,False
2019-11-10,17,False
2019-11-17,48,False
2019-11-24,33,False
2019-12-01,17,False
2019-12-08,25,False
2019-12-15,17,False
2019-12-22,31,False
2019-12-29,19,False
2020-01-05,17,False
2020-01-12,16,False
2020-01-19,16,False
2020-01-26,31,False
2020-02-02,47,False
2020-02-09,49,False
2020-02-16,16,False
2020-02-23,22,False
2020-03-01,15,False
2020-03-08,0,False
2020-03-15,22,False
2020-03-22,13,False
2020-03-29,14,False
2020-04-05,14,False
2020-04-12,28,False
2020-04-19,0,False
2020-04-26,0,True
