date,Flamenco,isPartial
2018-01-07,55,False
2018-01-14,45,False
2018-01-21,22,False
2018-01-28,44,False
2018-02-04,54,False
2018-02-11,34,False
2018-02-18,34,False
2018-02-25,23,False
2018-03-04,23,False
2018-03-11,47,False
2018-03-18,24,False
2018-03-25,51,False
2018-04-01,0,False
2018-04-08,47,False
2018-04-15,35,False
2018-04-22,25,False
2018-04-29,24,False
2018-05-06,37,False
2018-05-13,24,False
2018-05-20,36,False
2018-05-27,25,False
2018-06-03,49,False
2018-06-10,22,False
2018-06-17,70,False
2018-06-24,23,False
2018-07-01,36,False
2018-07-08,23,False
2018-07-15,24,False
2018-07-22,23,False
2018-07-29,23,False
2018-08-05,33,False
2018-08-12,23,False
2018-08-19,32,False
2018-08-26,56,False
2018-09-02,45,False
2018-09-09,35,False
2018-09-16,0,False
2018-09-23,33,False
2018-09-30,45,False
2018-10-07,70,False
2018-10-14,23,False
2018-10-21,48,False
2018-10-28,34,False
2018-11-04,0,False
2018-11-11,73,False
2018-11-18,36,False
2018-11-25,0,False
2018-12-02,51,False
2018-12-09,74,False
2018-12-16,26,False
2018-12-23,27,False
2018-12-30,24,False
2019-01-06,58,False
2019-01-13,46,False
2019-01-20,22,False
2019-01-27,45,False
2019-02-03,65,False
2019-02-10,89,False
2019-02-17,45,False
2019-02-24,34,False
2019-03-03,71,False
2019-03-10,23,False
2019-03-17,68,False
2019-03-24,45,False
2019-03-31,22,False
2019-04-07,23,False
2019-04-14,58,False
2019-04-21,61,False
2019-04-28,34,False
2019-05-05,23,False
2019-05-12,33,False
2019-05-19,56,False
2019-05-26,21,False
2019-06-02,91,False
2019-06-09,70,False
2019-06-16,49,False
2019-06-23,47,False
2019-06-30,0,False
2019-07-07,47,False
2019-07-14,23,False
2019-07-21,0,False
2019-07-28,47,False
2019-08-04,22,False
2019-08-11,23,False
2019-08-18,43,False
2019-08-25,21,False
2019-09-01,30,False
2019-09-08,0,False
2019-09-15,43,False
2019-09-22,0,False
2019-09-29,0,False
2019-10-06,54,False
2019-10-13,23,False
2019-10-20,42,False
2019-10-27,22,False
2019-11-03,85,False
2019-11-10,22,False
2019-11-17,68,False
2019-11-24,22,False
2019-12-01,45,False
2019-12-08,46,False
2019-12-15,23,False
2019-12-22,100,False
2019-12-29,24,False
2020-01-05,0,False
2020-01-12,43,False
2020-01-19,43,False
2020-01-26,32,False
2020-02-02,72,False
2020-02-09,43,False
2020-02-16,43,False
2020-02-23,52,False
2020-03-01,20,False
2020-03-08,19,False
2020-03-15,0,False
2020-03-22,34,False
2020-03-29,17,False
2020-04-05,19,False
2020-04-12,37,False
2020-04-19,17,False
2020-04-26,46,True
