date,Flamenco,isPartial
2018-01-07,0,False
2018-01-14,0,False
2018-01-21,31,False
2018-01-28,41,False
2018-02-04,30,False
2018-02-11,0,False
2018-02-18,100,False
2018-02-25,19,False
2018-03-04,51,False
2018-03-11,42,False
2018-03-18,20,False
2018-03-25,21,False
2018-04-01,22,False
2018-04-08,21,False
2018-04-15,21,False
2018-04-22,22,False
2018-04-29,21,False
2018-05-06,42,False
2018-05-13,0,False
2018-05-20,42,False
2018-05-27,22,False
2018-06-03,32,False
2018-06-10,20,False
2018-06-17,41,False
2018-06-24,30,False
2018-07-01,21,False
2018-07-08,20,False
2018-07-15,31,False
2018-07-22,20,False
2018-07-29,40,False
2018-08-05,29,False
2018-08-12,0,False
2018-08-19,0,False
2018-08-26,37,False
2018-09-02,38,False
2018-09-09,0,False
2018-09-16,41,False
2018-09-23,20,False
2018-09-30,0,False
2018-10-07,0,False
2018-10-14,43,False
2018-10-21,53,False
2018-10-28,63,False
2018-11-04,31,False
2018-11-11,32,False
2018-11-18,52,False
2018-11-25,42,False
2018-12-02,22,False
2018-12-09,65,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,21,False
2019-01-06,30,False
2019-01-13,40,False
2019-01-20,38,False
2019-01-27,47,False
2019-02-03,18,False
2019-02-10,28,False
2019-02-17,0,False
2019-02-24,48,False
2019-03-03,20,False
2019-03-10,19,False
2019-03-17,20,False
2019-03-24,20,False
2019-03-31,19,False
2019-04-07,19,False
2019-04-14,40,False
2019-04-21,30,False
2019-04-28,56,False
2019-05-05,0,False
2019-05-12,28,False
2019-05-19,28,False
2019-05-26,35,False
2019-06-02,20,False
2019-06-09,0,False
2019-06-16,0,False
2019-06-23,19,False
2019-06-30,49,False
2019-07-07,36,False
2019-07-14,19,False
2019-07-21,19,False
2019-07-28,18,False
2019-08-04,0,False
2019-08-11,19,False
2019-08-18,37,False
2019-08-25,18,False
2019-09-01,18,False
2019-09-08,0,False
2019-09-15,0,False
2019-09-22,18,False
2019-09-29,27,False
2019-10-06,18,False
2019-10-13,37,False
2019-10-20,18,False
2019-10-27,27,False
2019-11-03,0,False
2019-11-10,18,False
2019-11-17,18,False
2019-11-24,0,False
2019-12-01,18,False
2019-12-08,37,False
2019-12-15,55,False
2019-12-22,19,False
2019-12-29,37,False
2020-01-05,18,False
2020-01-12,17,False
2020-01-19,17,False
2020-01-26,51,False
2020-02-02,17,False
2020-02-09,51,False
2020-02-16,26,False
2020-02-23,0,False
2020-03-01,16,False
2020-03-08,22,False
2020-03-15,0,False
2020-03-22,14,False
2020-03-29,14,False
2020-04-05,15,False
2020-04-12,0,False
2020-04-19,20,False
2020-04-26,0,True
