date,Elektrokamin,isPartial
2018-01-07,11,False
2018-01-14,21,False
2018-01-21,32,False
2018-01-28,22,False
2018-02-04,22,False
2018-02-11,22,False
2018-02-18,17,False
2018-02-25,17,False
2018-03-04,11,False
2018-03-11,33,False
2018-03-18,17,False
2018-03-25,24,False
2018-04-01,12,False
2018-04-08,12,False
2018-04-15,0,False
2018-04-22,11,False
2018-04-29,0,False
2018-05-06,0,False
2018-05-13,0,False
2018-05-20,0,False
2018-05-27,25,False
2018-06-03,0,False
2018-06-10,11,False
2018-06-17,11,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,0,False
2018-07-15,0,False
2018-07-22,12,False
2018-07-29,12,False
2018-08-05,24,False
2018-08-12,12,False
2018-08-19,19,False
2018-08-26,25,False
2018-09-02,47,False
2018-09-09,12,False
2018-09-16,11,False
2018-09-23,17,False
2018-09-30,40,False
2018-10-07,40,False
2018-10-14,50,False
2018-10-21,33,False
2018-10-28,100,False
2018-11-04,38,False
2018-11-11,49,False
2018-11-18,52,False
2018-11-25,32,False
2018-12-02,48,False
2018-12-09,32,False
2018-12-16,11,False
2018-12-23,45,False
2018-12-30,35,False
2019-01-06,10,False
2019-01-13,20,False
2019-01-20,20,False
2019-01-27,21,False
2019-02-03,10,False
2019-02-10,52,False
2019-02-17,11,False
2019-02-24,21,False
2019-03-03,16,False
2019-03-10,0,False
2019-03-17,11,False
2019-03-24,0,False
2019-03-31,11,False
2019-04-07,21,False
2019-04-14,11,False
2019-04-21,11,False
2019-04-28,16,False
2019-05-05,0,False
2019-05-12,32,False
2019-05-19,20,False
2019-05-26,16,False
2019-06-02,11,False
2019-06-09,11,False
2019-06-16,11,False
2019-06-23,0,False
2019-06-30,21,False
2019-07-07,31,False
2019-07-14,16,False
2019-07-21,11,False
2019-07-28,11,False
2019-08-04,0,False
2019-08-11,17,False
2019-08-18,23,False
2019-08-25,12,False
2019-09-01,22,False
2019-09-08,16,False
2019-09-15,21,False
2019-09-22,47,False
2019-09-29,11,False
2019-10-06,41,False
2019-10-13,40,False
2019-10-20,25,False
2019-10-27,60,False
2019-11-03,54,False
2019-11-10,54,False
2019-11-17,78,False
2019-11-24,63,False
2019-12-01,55,False
2019-12-08,29,False
2019-12-15,25,False
2019-12-22,12,False
2019-12-29,22,False
2020-01-05,53,False
2020-01-12,23,False
2020-01-19,14,False
2020-01-26,9,False
2020-02-02,19,False
2020-02-09,28,False
2020-02-16,19,False
2020-02-23,14,False
2020-03-01,41,False
2020-03-08,13,False
2020-03-15,0,False
2020-03-22,8,False
2020-03-29,17,False
2020-04-05,9,False
2020-04-12,13,False
2020-04-19,17,False
2020-04-26,8,False
2020-05-03,17,False
2020-05-10,8,False
