date,Elektrokamin,isPartial
2018-01-07,38,False
2018-01-14,31,False
2018-01-21,23,False
2018-01-28,34,False
2018-02-04,46,False
2018-02-11,47,False
2018-02-18,23,False
2018-02-25,23,False
2018-03-04,23,False
2018-03-11,22,False
2018-03-18,23,False
2018-03-25,24,False
2018-04-01,0,False
2018-04-08,0,False
2018-04-15,0,False
2018-04-22,23,False
2018-04-29,24,False
2018-05-06,24,False
2018-05-13,0,False
2018-05-20,23,False
2018-05-27,22,False
2018-06-03,0,False
2018-06-10,0,False
2018-06-17,22,False
2018-06-24,23,False
2018-07-01,0,False
2018-07-08,24,False
2018-07-15,49,False
2018-07-22,24,False
2018-07-29,0,False
2018-08-05,22,False
2018-08-12,22,False
2018-08-19,55,False
2018-08-26,22,False
2018-09-02,45,False
2018-09-09,0,False
2018-09-16,46,False
2018-09-23,46,False
2018-09-30,46,False
2018-10-07,64,False
2018-10-14,23,False
2018-10-21,43,False
2018-10-28,22,False
2018-11-04,53,False
2018-11-11,44,False
2018-11-18,100,False
2018-11-25,37,False
2018-12-02,22,False
2018-12-09,33,False
2018-12-16,22,False
2018-12-23,50,False
2018-12-30,46,False
2019-01-06,63,False
2019-01-13,31,False
2019-01-20,21,False
2019-01-27,55,False
2019-02-03,35,False
2019-02-10,32,False
2019-02-17,0,False
2019-02-24,22,False
2019-03-03,32,False
2019-03-10,21,False
2019-03-17,22,False
2019-03-24,22,False
2019-03-31,22,False
2019-04-07,22,False
2019-04-14,23,False
2019-04-21,35,False
2019-04-28,0,False
2019-05-05,21,False
2019-05-12,21,False
2019-05-19,21,False
2019-05-26,0,False
2019-06-02,21,False
2019-06-09,0,False
2019-06-16,21,False
2019-06-23,0,False
2019-06-30,0,False
2019-07-07,43,False
2019-07-14,23,False
2019-07-21,0,False
2019-07-28,22,False
2019-08-04,23,False
2019-08-11,0,False
2019-08-18,22,False
2019-08-25,32,False
2019-09-01,31,False
2019-09-08,43,False
2019-09-15,36,False
2019-09-22,32,False
2019-09-29,55,False
2019-10-06,31,False
2019-10-13,50,False
2019-10-20,53,False
2019-10-27,47,False
2019-11-03,45,False
2019-11-10,60,False
2019-11-17,40,False
2019-11-24,59,False
2019-12-01,27,False
2019-12-08,40,False
2019-12-15,30,False
2019-12-22,22,False
2019-12-29,35,False
2020-01-05,37,False
2020-01-12,37,False
2020-01-19,28,False
2020-01-26,0,False
2020-02-02,43,False
2020-02-09,19,False
2020-02-16,0,False
2020-02-23,24,False
2020-03-01,19,False
2020-03-08,0,False
2020-03-15,17,False
2020-03-22,0,False
2020-03-29,0,False
2020-04-05,25,False
2020-04-12,18,False
2020-04-19,0,False
2020-04-26,17,False
2020-05-03,17,False
2020-05-10,17,False
