date,Elektrokamin,isPartial
2018-01-07,18,False
2018-01-14,24,False
2018-01-21,18,False
2018-01-28,35,False
2018-02-04,0,False
2018-02-11,18,False
2018-02-18,18,False
2018-02-25,24,False
2018-03-04,18,False
2018-03-11,36,False
2018-03-18,0,False
2018-03-25,0,False
2018-04-01,20,False
2018-04-08,19,False
2018-04-15,0,False
2018-04-22,0,False
2018-04-29,19,False
2018-05-06,20,False
2018-05-13,19,False
2018-05-20,0,False
2018-05-27,0,False
2018-06-03,0,False
2018-06-10,0,False
2018-06-17,18,False
2018-06-24,19,False
2018-07-01,19,False
2018-07-08,0,False
2018-07-15,0,False
2018-07-22,22,False
2018-07-29,22,False
2018-08-05,21,False
2018-08-12,21,False
2018-08-19,20,False
2018-08-26,19,False
2018-09-02,19,False
2018-09-09,19,False
2018-09-16,19,False
2018-09-23,31,False
2018-09-30,29,False
2018-10-07,31,False
2018-10-14,37,False
2018-10-21,58,False
2018-10-28,19,False
2018-11-04,23,False
2018-11-11,25,False
2018-11-18,30,False
2018-11-25,36,False
2018-12-02,37,False
2018-12-09,43,False
2018-12-16,30,False
2018-12-23,100,False
2018-12-30,21,False
2019-01-06,17,False
2019-01-13,31,False
2019-01-20,43,False
2019-01-27,28,False
2019-02-03,55,False
2019-02-10,36,False
2019-02-17,18,False
2019-02-24,18,False
2019-03-03,20,False
2019-03-10,35,False
2019-03-17,18,False
2019-03-24,18,False
2019-03-31,18,False
2019-04-07,0,False
2019-04-14,21,False
2019-04-21,21,False
2019-04-28,15,False
2019-05-05,27,False
2019-05-12,18,False
2019-05-19,0,False
2019-05-26,0,False
2019-06-02,0,False
2019-06-09,19,False
2019-06-16,0,False
2019-06-23,0,False
2019-06-30,28,False
2019-07-07,0,False
2019-07-14,19,False
2019-07-21,20,False
2019-07-28,0,False
2019-08-04,28,False
2019-08-11,0,False
2019-08-18,18,False
2019-08-25,34,False
2019-09-01,25,False
2019-09-08,18,False
2019-09-15,26,False
2019-09-22,26,False
2019-09-29,32,False
2019-10-06,71,False
2019-10-13,35,False
2019-10-20,69,False
2019-10-27,40,False
2019-11-03,54,False
2019-11-10,45,False
2019-11-17,34,False
2019-11-24,22,False
2019-12-01,42,False
2019-12-08,56,False
2019-12-15,36,False
2019-12-22,56,False
2019-12-29,55,False
2020-01-05,23,False
2020-01-12,32,False
2020-01-19,25,False
2020-01-26,28,False
2020-02-02,28,False
2020-02-09,37,False
2020-02-16,0,False
2020-02-23,21,False
2020-03-01,15,False
2020-03-08,21,False
2020-03-15,0,False
2020-03-22,16,False
2020-03-29,15,False
2020-04-05,16,False
2020-04-12,17,False
2020-04-19,16,False
2020-04-26,31,False
2020-05-03,28,False
2020-05-10,23,False
