date,Elektrokamin,isPartial
2018-01-07,23,False
2018-01-14,23,False
2018-01-21,0,False
2018-01-28,23,False
2018-02-04,0,False
2018-02-11,69,False
2018-02-18,24,False
2018-02-25,23,False
2018-03-04,0,False
2018-03-11,0,False
2018-03-18,47,False
2018-03-25,23,False
2018-04-01,100,False
2018-04-08,0,False
2018-04-15,0,False
2018-04-22,23,False
2018-04-29,0,False
2018-05-06,25,False
2018-05-13,24,False
2018-05-20,0,False
2018-05-27,23,False
2018-06-03,0,False
2018-06-10,0,False
2018-06-17,0,False
2018-06-24,23,False
2018-07-01,0,False
2018-07-08,0,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,0,False
2018-08-05,0,False
2018-08-12,0,False
2018-08-19,22,False
2018-08-26,0,False
2018-09-02,0,False
2018-09-09,34,False
2018-09-16,23,False
2018-09-23,23,False
2018-09-30,23,False
2018-10-07,25,False
2018-10-14,24,False
2018-10-21,45,False
2018-10-28,30,False
2018-11-04,37,False
2018-11-11,23,False
2018-11-18,22,False
2018-11-25,23,False
2018-12-02,68,False
2018-12-09,23,False
2018-12-16,23,False
2018-12-23,25,False
2018-12-30,23,False
2019-01-06,0,False
2019-01-13,21,False
2019-01-20,43,False
2019-01-27,21,False
2019-02-03,22,False
2019-02-10,22,False
2019-02-17,0,False
2019-02-24,23,False
2019-03-03,21,False
2019-03-10,21,False
2019-03-17,33,False
2019-03-24,22,False
2019-03-31,0,False
2019-04-07,23,False
2019-04-14,0,False
2019-04-21,0,False
2019-04-28,28,False
2019-05-05,44,False
2019-05-12,0,False
2019-05-19,22,False
2019-05-26,0,False
2019-06-02,0,False
2019-06-09,0,False
2019-06-16,0,False
2019-06-23,0,False
2019-06-30,31,False
2019-07-07,0,False
2019-07-14,21,False
2019-07-21,22,False
2019-07-28,21,False
2019-08-04,0,False
2019-08-11,19,False
2019-08-18,31,False
2019-08-25,0,False
2019-09-01,0,False
2019-09-08,51,False
2019-09-15,0,False
2019-09-22,0,False
2019-09-29,40,False
2019-10-06,27,False
2019-10-13,33,False
2019-10-20,33,False
2019-10-27,46,False
2019-11-03,39,False
2019-11-10,20,False
2019-11-17,0,False
2019-11-24,39,False
2019-12-01,50,False
2019-12-08,20,False
2019-12-15,0,False
2019-12-22,21,False
2019-12-29,26,False
2020-01-05,19,False
2020-01-12,18,False
2020-01-19,19,False
2020-01-26,31,False
2020-02-02,19,False
2020-02-09,28,False
2020-02-16,19,False
2020-02-23,0,False
2020-03-01,0,False
2020-03-08,0,False
2020-03-15,17,False
2020-03-22,0,False
2020-03-29,16,False
2020-04-05,0,False
2020-04-12,0,False
2020-04-19,17,False
2020-04-26,0,False
2020-05-03,0,False
2020-05-10,16,False
