date,Elektrokamin,isPartial
2018-01-07,62,False
2018-01-14,14,False
2018-01-21,21,False
2018-01-28,38,False
2018-02-04,25,False
2018-02-11,11,False
2018-02-18,21,False
2018-02-25,14,False
2018-03-04,10,False
2018-03-11,17,False
2018-03-18,7,False
2018-03-25,7,False
2018-04-01,15,False
2018-04-08,7,False
2018-04-15,7,False
2018-04-22,10,False
2018-04-29,0,False
2018-05-06,7,False
2018-05-13,14,False
2018-05-20,18,False
2018-05-27,14,False
2018-06-03,0,False
2018-06-10,7,False
2018-06-17,17,False
2018-06-24,7,False
2018-07-01,0,False
2018-07-08,7,False
2018-07-15,11,False
2018-07-22,7,False
2018-07-29,7,False
2018-08-05,0,False
2018-08-12,15,False
2018-08-19,18,False
2018-08-26,18,False
2018-09-02,25,False
2018-09-09,35,False
2018-09-16,32,False
2018-09-23,39,False
2018-09-30,50,False
2018-10-07,35,False
2018-10-14,47,False
2018-10-21,61,False
2018-10-28,56,False
2018-11-04,67,False
2018-11-11,41,False
2018-11-18,76,False
2018-11-25,71,False
2018-12-02,40,False
2018-12-09,50,False
2018-12-16,52,False
2018-12-23,71,False
2018-12-30,54,False
2019-01-06,32,False
2019-01-13,25,False
2019-01-20,32,False
2019-01-27,32,False
2019-02-03,32,False
2019-02-10,16,False
2019-02-17,20,False
2019-02-24,7,False
2019-03-03,7,False
2019-03-10,19,False
2019-03-17,23,False
2019-03-24,17,False
2019-03-31,13,False
2019-04-07,7,False
2019-04-14,7,False
2019-04-21,14,False
2019-04-28,7,False
2019-05-05,0,False
2019-05-12,17,False
2019-05-19,16,False
2019-05-26,14,False
2019-06-02,13,False
2019-06-09,13,False
2019-06-16,7,False
2019-06-23,0,False
2019-06-30,10,False
2019-07-07,13,False
2019-07-14,0,False
2019-07-21,30,False
2019-07-28,11,False
2019-08-04,22,False
2019-08-11,21,False
2019-08-18,10,False
2019-08-25,20,False
2019-09-01,7,False
2019-09-08,23,False
2019-09-15,20,False
2019-09-22,58,False
2019-09-29,49,False
2019-10-06,38,False
2019-10-13,55,False
2019-10-20,55,False
2019-10-27,51,False
2019-11-03,100,False
2019-11-10,74,False
2019-11-17,70,False
2019-11-24,53,False
2019-12-01,64,False
2019-12-08,64,False
2019-12-15,37,False
2019-12-22,53,False
2019-12-29,47,False
2020-01-05,38,False
2020-01-12,23,False
2020-01-19,32,False
2020-01-26,32,False
2020-02-02,40,False
2020-02-09,22,False
2020-02-16,32,False
2020-02-23,25,False
2020-03-01,31,False
2020-03-08,13,False
2020-03-15,11,False
2020-03-22,13,False
2020-03-29,24,False
2020-04-05,12,False
2020-04-12,27,False
2020-04-19,19,False
2020-04-26,16,False
2020-05-03,16,False
2020-05-10,16,False
