date,Soul,isPartial
2018-01-07,17,False
2018-01-14,41,False
2018-01-21,49,False
2018-01-28,16,False
2018-02-04,39,False
2018-02-11,65,False
2018-02-18,15,False
2018-02-25,51,False
2018-03-04,31,False
2018-03-11,55,False
2018-03-18,47,False
2018-03-25,16,False
2018-04-01,51,False
2018-04-08,63,False
2018-04-15,41,False
2018-04-22,17,False
2018-04-29,32,False
2018-05-06,0,False
2018-05-13,32,False
2018-05-20,64,False
2018-05-27,25,False
2018-06-03,32,False
2018-06-10,39,False
2018-06-17,24,False
2018-06-24,100,False
2018-07-01,41,False
2018-07-08,49,False
2018-07-15,34,False
2018-07-22,25,False
2018-07-29,42,False
2018-08-05,17,False
2018-08-12,50,False
2018-08-19,32,False
2018-08-26,32,False
2018-09-02,48,False
2018-09-09,40,False
2018-09-16,32,False
2018-09-23,16,False
2018-09-30,64,False
2018-10-07,33,False
2018-10-14,16,False
2018-10-21,41,False
2018-10-28,16,False
2018-11-04,16,False
2018-11-11,33,False
2018-11-18,48,False
2018-11-25,16,False
2018-12-02,16,False
2018-12-09,16,False
2018-12-16,51,False
2018-12-23,47,False
2018-12-30,17,False
2019-01-06,16,False
2019-01-13,16,False
2019-01-20,22,False
2019-01-27,30,False
2019-02-03,15,False
2019-02-10,16,False
2019-02-17,24,False
2019-02-24,40,False
2019-03-03,49,False
2019-03-10,32,False
2019-03-17,0,False
2019-03-24,16,False
2019-03-31,39,False
2019-04-07,32,False
2019-04-14,16,False
2019-04-21,32,False
2019-04-28,31,False
2019-05-05,61,False
2019-05-12,22,False
2019-05-19,22,False
2019-05-26,14,False
2019-06-02,16,False
2019-06-09,16,False
2019-06-16,32,False
2019-06-23,41,False
2019-06-30,25,False
2019-07-07,48,False
2019-07-14,33,False
2019-07-21,43,False
2019-07-28,25,False
2019-08-04,51,False
2019-08-11,52,False
2019-08-18,23,False
2019-08-25,30,False
2019-09-01,52,False
2019-09-08,23,False
2019-09-15,29,False
2019-09-22,22,False
2019-09-29,29,False
2019-10-06,0,False
2019-10-13,29,False
2019-10-20,14,False
2019-10-27,41,False
2019-11-03,14,False
2019-11-10,28,False
2019-11-17,14,False
2019-11-24,21,False
2019-12-01,51,False
2019-12-08,0,False
2019-12-15,0,False
2019-12-22,25,False
2019-12-29,30,False
2020-01-05,43,False
2020-01-12,53,False
2020-01-19,14,False
2020-01-26,27,False
2020-02-02,40,False
2020-02-09,41,False
2020-02-16,41,False
2020-02-23,13,False
2020-03-01,37,False
2020-03-08,12,False
2020-03-15,12,False
2020-03-22,16,False
2020-03-29,44,False
2020-04-05,18,False
2020-04-12,24,False
2020-04-19,22,False
2020-04-26,19,True
