date,Soul,isPartial
2018-01-07,43,False
2018-01-14,14,False
2018-01-21,14,False
2018-01-28,14,False
2018-02-04,27,False
2018-02-11,53,False
2018-02-18,40,False
2018-02-25,39,False
2018-03-04,53,False
2018-03-11,41,False
2018-03-18,14,False
2018-03-25,41,False
2018-04-01,15,False
2018-04-08,46,False
2018-04-15,32,False
2018-04-22,16,False
2018-04-29,46,False
2018-05-06,44,False
2018-05-13,15,False
2018-05-20,44,False
2018-05-27,72,False
2018-06-03,45,False
2018-06-10,43,False
2018-06-17,0,False
2018-06-24,44,False
2018-07-01,27,False
2018-07-08,40,False
2018-07-15,52,False
2018-07-22,26,False
2018-07-29,51,False
2018-08-05,24,False
2018-08-12,35,False
2018-08-19,35,False
2018-08-26,25,False
2018-09-02,13,False
2018-09-09,42,False
2018-09-16,0,False
2018-09-23,29,False
2018-09-30,29,False
2018-10-07,0,False
2018-10-14,30,False
2018-10-21,59,False
2018-10-28,43,False
2018-11-04,30,False
2018-11-11,16,False
2018-11-18,47,False
2018-11-25,15,False
2018-12-02,60,False
2018-12-09,88,False
2018-12-16,45,False
2018-12-23,43,False
2018-12-30,23,False
2019-01-06,25,False
2019-01-13,40,False
2019-01-20,78,False
2019-01-27,37,False
2019-02-03,13,False
2019-02-10,26,False
2019-02-17,13,False
2019-02-24,40,False
2019-03-03,52,False
2019-03-10,53,False
2019-03-17,28,False
2019-03-24,44,False
2019-03-31,73,False
2019-04-07,58,False
2019-04-14,0,False
2019-04-21,75,False
2019-04-28,14,False
2019-05-05,0,False
2019-05-12,28,False
2019-05-19,28,False
2019-05-26,13,False
2019-06-02,56,False
2019-06-09,0,False
2019-06-16,13,False
2019-06-23,0,False
2019-06-30,66,False
2019-07-07,74,False
2019-07-14,12,False
2019-07-21,0,False
2019-07-28,100,False
2019-08-04,31,False
2019-08-11,49,False
2019-08-18,19,False
2019-08-25,61,False
2019-09-01,22,False
2019-09-08,0,False
2019-09-15,25,False
2019-09-22,50,False
2019-09-29,0,False
2019-10-06,13,False
2019-10-13,13,False
2019-10-20,26,False
2019-10-27,39,False
2019-11-03,13,False
2019-11-10,26,False
2019-11-17,13,False
2019-11-24,26,False
2019-12-01,0,False
2019-12-08,26,False
2019-12-15,13,False
2019-12-22,13,False
2019-12-29,40,False
2020-01-05,42,False
2020-01-12,22,False
2020-01-19,12,False
2020-01-26,11,False
2020-02-02,0,False
2020-02-09,56,False
2020-02-16,68,False
2020-02-23,10,False
2020-03-01,32,False
2020-03-08,11,False
2020-03-15,11,False
2020-03-22,21,False
2020-03-29,43,False
2020-04-05,23,False
2020-04-12,47,False
2020-04-19,11,False
2020-04-26,0,True
