date,Soul,isPartial
2018-01-07,31,False
2018-01-14,15,False
2018-01-21,15,False
2018-01-28,29,False
2018-02-04,15,False
2018-02-11,46,False
2018-02-18,15,False
2018-02-25,100,False
2018-03-04,59,False
2018-03-11,43,False
2018-03-18,76,False
2018-03-25,15,False
2018-04-01,65,False
2018-04-08,60,False
2018-04-15,62,False
2018-04-22,47,False
2018-04-29,30,False
2018-05-06,44,False
2018-05-13,0,False
2018-05-20,44,False
2018-05-27,15,False
2018-06-03,15,False
2018-06-10,14,False
2018-06-17,0,False
2018-06-24,15,False
2018-07-01,57,False
2018-07-08,88,False
2018-07-15,59,False
2018-07-22,30,False
2018-07-29,46,False
2018-08-05,45,False
2018-08-12,66,False
2018-08-19,31,False
2018-08-26,15,False
2018-09-02,15,False
2018-09-09,15,False
2018-09-16,15,False
2018-09-23,45,False
2018-09-30,15,False
2018-10-07,76,False
2018-10-14,0,False
2018-10-21,15,False
2018-10-28,0,False
2018-11-04,58,False
2018-11-11,15,False
2018-11-18,58,False
2018-11-25,15,False
2018-12-02,15,False
2018-12-09,45,False
2018-12-16,43,False
2018-12-23,65,False
2018-12-30,0,False
2019-01-06,73,False
2019-01-13,39,False
2019-01-20,51,False
2019-01-27,51,False
2019-02-03,52,False
2019-02-10,13,False
2019-02-17,13,False
2019-02-24,13,False
2019-03-03,26,False
2019-03-10,52,False
2019-03-17,53,False
2019-03-24,27,False
2019-03-31,26,False
2019-04-07,91,False
2019-04-14,14,False
2019-04-21,70,False
2019-04-28,13,False
2019-05-05,25,False
2019-05-12,90,False
2019-05-19,25,False
2019-05-26,73,False
2019-06-02,26,False
2019-06-09,28,False
2019-06-16,41,False
2019-06-23,0,False
2019-06-30,66,False
2019-07-07,13,False
2019-07-14,55,False
2019-07-21,29,False
2019-07-28,84,False
2019-08-04,73,False
2019-08-11,16,False
2019-08-18,14,False
2019-08-25,28,False
2019-09-01,25,False
2019-09-08,13,False
2019-09-15,25,False
2019-09-22,48,False
2019-09-29,24,False
2019-10-06,25,False
2019-10-13,49,False
2019-10-20,0,False
2019-10-27,0,False
2019-11-03,81,False
2019-11-10,12,False
2019-11-17,23,False
2019-11-24,36,False
2019-12-01,73,False
2019-12-08,25,False
2019-12-15,75,False
2019-12-22,29,False
2019-12-29,44,False
2020-01-05,13,False
2020-01-12,12,False
2020-01-19,59,False
2020-01-26,23,False
2020-02-02,11,False
2020-02-09,35,False
2020-02-16,35,False
2020-02-23,44,False
2020-03-01,0,False
2020-03-08,52,False
2020-03-15,10,False
2020-03-22,19,False
2020-03-29,21,False
2020-04-05,53,False
2020-04-12,63,False
2020-04-19,31,False
2020-04-26,70,True
