date,foto bambini,isPartial
2018-01-07,0,False
2018-01-14,28,False
2018-01-21,57,False
2018-01-28,28,False
2018-02-04,27,False
2018-02-11,57,False
2018-02-18,53,False
2018-02-25,26,False
2018-03-04,0,False
2018-03-11,28,False
2018-03-18,82,False
2018-03-25,88,False
2018-04-01,30,False
2018-04-08,0,False
2018-04-15,0,False
2018-04-22,0,False
2018-04-29,0,False
2018-05-06,0,False
2018-05-13,57,False
2018-05-20,29,False
2018-05-27,59,False
2018-06-03,28,False
2018-06-10,55,False
2018-06-17,28,False
2018-06-24,28,False
2018-07-01,28,False
2018-07-08,28,False
2018-07-15,0,False
2018-07-22,27,False
2018-07-29,28,False
2018-08-05,28,False
2018-08-12,28,False
2018-08-19,28,False
2018-08-26,26,False
2018-09-02,27,False
2018-09-09,28,False
2018-09-16,28,False
2018-09-23,28,False
2018-09-30,29,False
2018-10-07,30,False
2018-10-14,29,False
2018-10-21,0,False
2018-10-28,29,False
2018-11-04,28,False
2018-11-11,58,False
2018-11-18,0,False
2018-11-25,28,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,56,False
2018-12-23,32,False
2018-12-30,29,False
2019-01-06,0,False
2019-01-13,39,False
2019-01-20,26,False
2019-01-27,100,False
2019-02-03,25,False
2019-02-10,0,False
2019-02-17,52,False
2019-02-24,26,False
2019-03-03,26,False
2019-03-10,52,False
2019-03-17,0,False
2019-03-24,26,False
2019-03-31,26,False
2019-04-07,0,False
2019-04-14,54,False
2019-04-21,27,False
2019-04-28,26,False
2019-05-05,50,False
2019-05-12,24,False
2019-05-19,37,False
2019-05-26,24,False
2019-06-02,26,False
2019-06-09,0,False
2019-06-16,0,False
2019-06-23,39,False
2019-06-30,53,False
2019-07-07,24,False
2019-07-14,39,False
2019-07-21,26,False
2019-07-28,25,False
2019-08-04,0,False
2019-08-11,52,False
2019-08-18,0,False
2019-08-25,0,False
2019-09-01,59,False
2019-09-08,25,False
2019-09-15,49,False
2019-09-22,0,False
2019-09-29,24,False
2019-10-06,25,False
2019-10-13,25,False
2019-10-20,0,False
2019-10-27,24,False
2019-11-03,23,False
2019-11-10,95,False
2019-11-17,24,False
2019-11-24,23,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,27,False
2020-01-05,24,False
2020-01-12,22,False
2020-01-19,23,False
2020-01-26,22,False
2020-02-02,22,False
2020-02-09,46,False
2020-02-16,0,False
2020-02-23,63,False
2020-03-01,0,False
2020-03-08,0,False
2020-03-15,30,False
2020-03-22,37,False
2020-03-29,29,False
2020-04-05,61,False
2020-04-12,0,False
2020-04-19,19,False
2020-04-26,33,True
