date,tagli capelli corti,isPartial
2018-01-07,99,False
2018-01-14,98,False
2018-01-21,25,False
2018-01-28,48,False
2018-02-04,36,False
2018-02-11,37,False
2018-02-18,70,False
2018-02-25,45,False
2018-03-04,24,False
2018-03-11,48,False
2018-03-18,48,False
2018-03-25,51,False
2018-04-01,53,False
2018-04-08,74,False
2018-04-15,77,False
2018-04-22,52,False
2018-04-29,25,False
2018-05-06,37,False
2018-05-13,37,False
2018-05-20,100,False
2018-05-27,25,False
2018-06-03,25,False
2018-06-10,36,False
2018-06-17,49,False
2018-06-24,25,False
2018-07-01,49,False
2018-07-08,60,False
2018-07-15,49,False
2018-07-22,60,False
2018-07-29,49,False
2018-08-05,24,False
2018-08-12,36,False
2018-08-19,96,False
2018-08-26,23,False
2018-09-02,59,False
2018-09-09,61,False
2018-09-16,24,False
2018-09-23,74,False
2018-09-30,62,False
2018-10-07,26,False
2018-10-14,50,False
2018-10-21,51,False
2018-10-28,25,False
2018-11-04,49,False
2018-11-11,38,False
2018-11-18,48,False
2018-11-25,37,False
2018-12-02,39,False
2018-12-09,36,False
2018-12-16,24,False
2018-12-23,28,False
2018-12-30,51,False
2019-01-06,23,False
2019-01-13,34,False
2019-01-20,66,False
2019-01-27,44,False
2019-02-03,22,False
2019-02-10,22,False
2019-02-17,45,False
2019-02-24,45,False
2019-03-03,23,False
2019-03-10,34,False
2019-03-17,23,False
2019-03-24,34,False
2019-03-31,34,False
2019-04-07,45,False
2019-04-14,47,False
2019-04-21,24,False
2019-04-28,34,False
2019-05-05,22,False
2019-05-12,21,False
2019-05-19,0,False
2019-05-26,83,False
2019-06-02,68,False
2019-06-09,34,False
2019-06-16,46,False
2019-06-23,57,False
2019-06-30,23,False
2019-07-07,21,False
2019-07-14,68,False
2019-07-21,46,False
2019-07-28,66,False
2019-08-04,22,False
2019-08-11,45,False
2019-08-18,0,False
2019-08-25,20,False
2019-09-01,82,False
2019-09-08,76,False
2019-09-15,21,False
2019-09-22,43,False
2019-09-29,63,False
2019-10-06,0,False
2019-10-13,54,False
2019-10-20,42,False
2019-10-27,21,False
2019-11-03,0,False
2019-11-10,21,False
2019-11-17,41,False
2019-11-24,0,False
2019-12-01,63,False
2019-12-08,64,False
2019-12-15,33,False
2019-12-22,37,False
2019-12-29,24,False
2020-01-05,41,False
2020-01-12,39,False
2020-01-19,59,False
2020-01-26,19,False
2020-02-02,19,False
2020-02-09,30,False
2020-02-16,41,False
2020-02-23,18,False
2020-03-01,18,False
2020-03-08,0,False
2020-03-15,17,False
2020-03-22,0,False
2020-03-29,0,False
2020-04-05,26,False
2020-04-12,43,False
2020-04-19,16,False
2020-04-26,28,True
