date,tagli capelli corti,isPartial
2018-01-07,92,False
2018-01-14,64,False
2018-01-21,71,False
2018-01-28,100,False
2018-02-04,43,False
2018-02-11,56,False
2018-02-18,43,False
2018-02-25,41,False
2018-03-04,67,False
2018-03-11,61,False
2018-03-18,56,False
2018-03-25,71,False
2018-04-01,46,False
2018-04-08,50,False
2018-04-15,51,False
2018-04-22,13,False
2018-04-29,31,False
2018-05-06,54,False
2018-05-13,32,False
2018-05-20,38,False
2018-05-27,44,False
2018-06-03,31,False
2018-06-10,30,False
2018-06-17,37,False
2018-06-24,44,False
2018-07-01,42,False
2018-07-08,24,False
2018-07-15,49,False
2018-07-22,54,False
2018-07-29,50,False
2018-08-05,91,False
2018-08-12,27,False
2018-08-19,39,False
2018-08-26,56,False
2018-09-02,31,False
2018-09-09,61,False
2018-09-16,18,False
2018-09-23,54,False
2018-09-30,38,False
2018-10-07,19,False
2018-10-14,57,False
2018-10-21,63,False
2018-10-28,30,False
2018-11-04,25,False
2018-11-11,26,False
2018-11-18,13,False
2018-11-25,32,False
2018-12-02,51,False
2018-12-09,79,False
2018-12-16,34,False
2018-12-23,39,False
2018-12-30,22,False
2019-01-06,40,False
2019-01-13,51,False
2019-01-20,48,False
2019-01-27,18,False
2019-02-03,43,False
2019-02-10,56,False
2019-02-17,51,False
2019-02-24,70,False
2019-03-03,52,False
2019-03-10,50,False
2019-03-17,38,False
2019-03-24,26,False
2019-03-31,31,False
2019-04-07,68,False
2019-04-14,32,False
2019-04-21,38,False
2019-04-28,48,False
2019-05-05,48,False
2019-05-12,36,False
2019-05-19,65,False
2019-05-26,40,False
2019-06-02,49,False
2019-06-09,24,False
2019-06-16,58,False
2019-06-23,77,False
2019-06-30,25,False
2019-07-07,42,False
2019-07-14,49,False
2019-07-21,38,False
2019-07-28,32,False
2019-08-04,26,False
2019-08-11,34,False
2019-08-18,44,False
2019-08-25,48,False
2019-09-01,34,False
2019-09-08,41,False
2019-09-15,18,False
2019-09-22,50,False
2019-09-29,23,False
2019-10-06,35,False
2019-10-13,12,False
2019-10-20,40,False
2019-10-27,56,False
2019-11-03,33,False
2019-11-10,17,False
2019-11-17,22,False
2019-11-24,34,False
2019-12-01,41,False
2019-12-08,17,False
2019-12-15,71,False
2019-12-22,35,False
2019-12-29,26,False
2020-01-05,47,False
2020-01-12,49,False
2020-01-19,45,False
2020-01-26,48,False
2020-02-02,32,False
2020-02-09,34,False
2020-02-16,28,False
2020-02-23,20,False
2020-03-01,10,False
2020-03-08,19,False
2020-03-15,30,False
2020-03-22,14,False
2020-03-29,9,False
2020-04-05,0,False
2020-04-12,20,False
2020-04-19,19,False
2020-04-26,24,True
