date,tagli capelli corti,isPartial
2018-01-07,45,False
2018-01-14,23,False
2018-01-21,91,False
2018-01-28,56,False
2018-02-04,33,False
2018-02-11,22,False
2018-02-18,44,False
2018-02-25,42,False
2018-03-04,87,False
2018-03-11,42,False
2018-03-18,69,False
2018-03-25,90,False
2018-04-01,45,False
2018-04-08,43,False
2018-04-15,23,False
2018-04-22,46,False
2018-04-29,42,False
2018-05-06,76,False
2018-05-13,0,False
2018-05-20,66,False
2018-05-27,44,False
2018-06-03,65,False
2018-06-10,41,False
2018-06-17,33,False
2018-06-24,65,False
2018-07-01,84,False
2018-07-08,20,False
2018-07-15,41,False
2018-07-22,51,False
2018-07-29,52,False
2018-08-05,20,False
2018-08-12,0,False
2018-08-19,41,False
2018-08-26,63,False
2018-09-02,0,False
2018-09-09,33,False
2018-09-16,44,False
2018-09-23,44,False
2018-09-30,44,False
2018-10-07,55,False
2018-10-14,23,False
2018-10-21,90,False
2018-10-28,21,False
2018-11-04,43,False
2018-11-11,46,False
2018-11-18,45,False
2018-11-25,23,False
2018-12-02,81,False
2018-12-09,59,False
2018-12-16,95,False
2018-12-23,26,False
2018-12-30,97,False
2019-01-06,0,False
2019-01-13,44,False
2019-01-20,21,False
2019-01-27,30,False
2019-02-03,21,False
2019-02-10,43,False
2019-02-17,55,False
2019-02-24,66,False
2019-03-03,31,False
2019-03-10,31,False
2019-03-17,32,False
2019-03-24,53,False
2019-03-31,42,False
2019-04-07,85,False
2019-04-14,64,False
2019-04-21,48,False
2019-04-28,20,False
2019-05-05,40,False
2019-05-12,62,False
2019-05-19,100,False
2019-05-26,19,False
2019-06-02,63,False
2019-06-09,59,False
2019-06-16,71,False
2019-06-23,20,False
2019-06-30,50,False
2019-07-07,29,False
2019-07-14,38,False
2019-07-21,20,False
2019-07-28,20,False
2019-08-04,38,False
2019-08-11,28,False
2019-08-18,27,False
2019-08-25,19,False
2019-09-01,19,False
2019-09-08,79,False
2019-09-15,19,False
2019-09-22,19,False
2019-09-29,58,False
2019-10-06,59,False
2019-10-13,48,False
2019-10-20,18,False
2019-10-27,38,False
2019-11-03,0,False
2019-11-10,39,False
2019-11-17,36,False
2019-11-24,18,False
2019-12-01,48,False
2019-12-08,40,False
2019-12-15,50,False
2019-12-22,23,False
2019-12-29,21,False
2020-01-05,20,False
2020-01-12,28,False
2020-01-19,19,False
2020-01-26,19,False
2020-02-02,37,False
2020-02-09,58,False
2020-02-16,38,False
2020-02-23,26,False
2020-03-01,18,False
2020-03-08,0,False
2020-03-15,26,False
2020-03-22,0,False
2020-03-29,33,False
2020-04-05,17,False
2020-04-12,0,False
2020-04-19,32,False
2020-04-26,28,True
