date,tagli capelli corti,isPartial
2018-01-07,83,False
2018-01-14,55,False
2018-01-21,67,False
2018-01-28,94,False
2018-02-04,40,False
2018-02-11,51,False
2018-02-18,42,False
2018-02-25,60,False
2018-03-04,48,False
2018-03-11,78,False
2018-03-18,74,False
2018-03-25,33,False
2018-04-01,34,False
2018-04-08,55,False
2018-04-15,38,False
2018-04-22,60,False
2018-04-29,45,False
2018-05-06,30,False
2018-05-13,78,False
2018-05-20,24,False
2018-05-27,63,False
2018-06-03,65,False
2018-06-10,54,False
2018-06-17,42,False
2018-06-24,32,False
2018-07-01,32,False
2018-07-08,32,False
2018-07-15,52,False
2018-07-22,32,False
2018-07-29,67,False
2018-08-05,28,False
2018-08-12,50,False
2018-08-19,43,False
2018-08-26,51,False
2018-09-02,31,False
2018-09-09,61,False
2018-09-16,18,False
2018-09-23,61,False
2018-09-30,24,False
2018-10-07,43,False
2018-10-14,68,False
2018-10-21,25,False
2018-10-28,30,False
2018-11-04,35,False
2018-11-11,42,False
2018-11-18,36,False
2018-11-25,18,False
2018-12-02,56,False
2018-12-09,19,False
2018-12-16,33,False
2018-12-23,16,False
2018-12-30,42,False
2019-01-06,21,False
2019-01-13,46,False
2019-01-20,38,False
2019-01-27,23,False
2019-02-03,33,False
2019-02-10,33,False
2019-02-17,40,False
2019-02-24,30,False
2019-03-03,21,False
2019-03-10,35,False
2019-03-17,56,False
2019-03-24,55,False
2019-03-31,33,False
2019-04-07,44,False
2019-04-14,66,False
2019-04-21,30,False
2019-04-28,52,False
2019-05-05,30,False
2019-05-12,45,False
2019-05-19,73,False
2019-05-26,56,False
2019-06-02,46,False
2019-06-09,39,False
2019-06-16,62,False
2019-06-23,35,False
2019-06-30,43,False
2019-07-07,39,False
2019-07-14,36,False
2019-07-21,14,False
2019-07-28,69,False
2019-08-04,33,False
2019-08-11,18,False
2019-08-18,100,False
2019-08-25,36,False
2019-09-01,44,False
2019-09-08,20,False
2019-09-15,25,False
2019-09-22,32,False
2019-09-29,38,False
2019-10-06,59,False
2019-10-13,20,False
2019-10-20,44,False
2019-10-27,13,False
2019-11-03,55,False
2019-11-10,19,False
2019-11-17,39,False
2019-11-24,38,False
2019-12-01,39,False
2019-12-08,0,False
2019-12-15,26,False
2019-12-22,40,False
2019-12-29,38,False
2020-01-05,13,False
2020-01-12,18,False
2020-01-19,37,False
2020-01-26,18,False
2020-02-02,24,False
2020-02-09,43,False
2020-02-16,37,False
2020-02-23,36,False
2020-03-01,35,False
2020-03-08,17,False
2020-03-15,12,False
2020-03-22,11,False
2020-03-29,11,False
2020-04-05,0,False
2020-04-12,6,False
2020-04-19,27,False
2020-04-26,0,True
