date,tagli capelli corti,isPartial
2018-01-07,40,False
2018-01-14,20,False
2018-01-21,49,False
2018-01-28,60,False
2018-02-04,30,False
2018-02-11,59,False
2018-02-18,20,False
2018-02-25,29,False
2018-03-04,38,False
2018-03-11,29,False
2018-03-18,76,False
2018-03-25,20,False
2018-04-01,42,False
2018-04-08,19,False
2018-04-15,20,False
2018-04-22,41,False
2018-04-29,18,False
2018-05-06,48,False
2018-05-13,58,False
2018-05-20,94,False
2018-05-27,38,False
2018-06-03,18,False
2018-06-10,51,False
2018-06-17,18,False
2018-06-24,74,False
2018-07-01,31,False
2018-07-08,0,False
2018-07-15,39,False
2018-07-22,31,False
2018-07-29,23,False
2018-08-05,22,False
2018-08-12,15,False
2018-08-19,0,False
2018-08-26,24,False
2018-09-02,23,False
2018-09-09,30,False
2018-09-16,15,False
2018-09-23,17,False
2018-09-30,17,False
2018-10-07,38,False
2018-10-14,38,False
2018-10-21,20,False
2018-10-28,78,False
2018-11-04,19,False
2018-11-11,40,False
2018-11-18,19,False
2018-11-25,59,False
2018-12-02,70,False
2018-12-09,20,False
2018-12-16,21,False
2018-12-23,23,False
2018-12-30,22,False
2019-01-06,20,False
2019-01-13,49,False
2019-01-20,28,False
2019-01-27,38,False
2019-02-03,39,False
2019-02-10,100,False
2019-02-17,30,False
2019-02-24,0,False
2019-03-03,21,False
2019-03-10,69,False
2019-03-17,20,False
2019-03-24,20,False
2019-03-31,40,False
2019-04-07,39,False
2019-04-14,0,False
2019-04-21,20,False
2019-04-28,29,False
2019-05-05,19,False
2019-05-12,65,False
2019-05-19,28,False
2019-05-26,36,False
2019-06-02,75,False
2019-06-09,36,False
2019-06-16,27,False
2019-06-23,36,False
2019-06-30,35,False
2019-07-07,33,False
2019-07-14,49,False
2019-07-21,17,False
2019-07-28,41,False
2019-08-04,24,False
2019-08-11,22,False
2019-08-18,69,False
2019-08-25,29,False
2019-09-01,29,False
2019-09-08,16,False
2019-09-15,24,False
2019-09-22,41,False
2019-09-29,17,False
2019-10-06,26,False
2019-10-13,18,False
2019-10-20,34,False
2019-10-27,53,False
2019-11-03,42,False
2019-11-10,42,False
2019-11-17,34,False
2019-11-24,41,False
2019-12-01,17,False
2019-12-08,61,False
2019-12-15,61,False
2019-12-22,58,False
2019-12-29,18,False
2020-01-05,49,False
2020-01-12,16,False
2020-01-19,15,False
2020-01-26,24,False
2020-02-02,0,False
2020-02-09,0,False
2020-02-16,24,False
2020-02-23,15,False
2020-03-01,22,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,13,False
2020-03-29,14,False
2020-04-05,22,False
2020-04-12,14,False
2020-04-19,27,False
2020-04-26,0,True
