date,tagli capelli corti,isPartial
2018-01-07,64,False
2018-01-14,76,False
2018-01-21,89,False
2018-01-28,49,False
2018-02-04,95,False
2018-02-11,44,False
2018-02-18,25,False
2018-02-25,12,False
2018-03-04,75,False
2018-03-11,51,False
2018-03-18,51,False
2018-03-25,100,False
2018-04-01,27,False
2018-04-08,38,False
2018-04-15,54,False
2018-04-22,48,False
2018-04-29,52,False
2018-05-06,58,False
2018-05-13,13,False
2018-05-20,66,False
2018-05-27,39,False
2018-06-03,52,False
2018-06-10,76,False
2018-06-17,49,False
2018-06-24,36,False
2018-07-01,14,False
2018-07-08,28,False
2018-07-15,29,False
2018-07-22,44,False
2018-07-29,47,False
2018-08-05,25,False
2018-08-12,19,False
2018-08-19,62,False
2018-08-26,38,False
2018-09-02,21,False
2018-09-09,7,False
2018-09-16,34,False
2018-09-23,14,False
2018-09-30,14,False
2018-10-07,28,False
2018-10-14,42,False
2018-10-21,28,False
2018-10-28,40,False
2018-11-04,32,False
2018-11-11,66,False
2018-11-18,38,False
2018-11-25,26,False
2018-12-02,13,False
2018-12-09,73,False
2018-12-16,42,False
2018-12-23,16,False
2018-12-30,7,False
2019-01-06,25,False
2019-01-13,38,False
2019-01-20,24,False
2019-01-27,6,False
2019-02-03,47,False
2019-02-10,60,False
2019-02-17,49,False
2019-02-24,19,False
2019-03-03,13,False
2019-03-10,25,False
2019-03-17,38,False
2019-03-24,6,False
2019-03-31,31,False
2019-04-07,31,False
2019-04-14,44,False
2019-04-21,35,False
2019-04-28,39,False
2019-05-05,50,False
2019-05-12,25,False
2019-05-19,54,False
2019-05-26,47,False
2019-06-02,55,False
2019-06-09,42,False
2019-06-16,49,False
2019-06-23,45,False
2019-06-30,19,False
2019-07-07,26,False
2019-07-14,26,False
2019-07-21,40,False
2019-07-28,35,False
2019-08-04,7,False
2019-08-11,24,False
2019-08-18,37,False
2019-08-25,45,False
2019-09-01,35,False
2019-09-08,12,False
2019-09-15,41,False
2019-09-22,18,False
2019-09-29,30,False
2019-10-06,36,False
2019-10-13,35,False
2019-10-20,51,False
2019-10-27,40,False
2019-11-03,17,False
2019-11-10,17,False
2019-11-17,33,False
2019-11-24,50,False
2019-12-01,23,False
2019-12-08,18,False
2019-12-15,34,False
2019-12-22,13,False
2019-12-29,26,False
2020-01-05,17,False
2020-01-12,21,False
2020-01-19,37,False
2020-01-26,31,False
2020-02-02,10,False
2020-02-09,43,False
2020-02-16,37,False
2020-02-23,30,False
2020-03-01,5,False
2020-03-08,9,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,9,False
2020-04-05,0,False
2020-04-12,15,False
2020-04-19,23,False
2020-04-26,16,True
