date,Umzugsfirma,isPartial
2018-01-07,32,False
2018-01-14,55,False
2018-01-21,33,False
2018-01-28,53,False
2018-02-04,66,False
2018-02-11,50,False
2018-02-18,33,False
2018-02-25,32,False
2018-03-04,65,False
2018-03-11,32,False
2018-03-18,66,False
2018-03-25,34,False
2018-04-01,35,False
2018-04-08,100,False
2018-04-15,34,False
2018-04-22,33,False
2018-04-29,51,False
2018-05-06,34,False
2018-05-13,0,False
2018-05-20,97,False
2018-05-27,63,False
2018-06-03,65,False
2018-06-10,48,False
2018-06-17,63,False
2018-06-24,65,False
2018-07-01,50,False
2018-07-08,44,False
2018-07-15,93,False
2018-07-22,85,False
2018-07-29,83,False
2018-08-05,32,False
2018-08-12,47,False
2018-08-19,84,False
2018-08-26,32,False
2018-09-02,65,False
2018-09-09,48,False
2018-09-16,55,False
2018-09-23,49,False
2018-09-30,33,False
2018-10-07,68,False
2018-10-14,54,False
2018-10-21,77,False
2018-10-28,31,False
2018-11-04,60,False
2018-11-11,31,False
2018-11-18,61,False
2018-11-25,63,False
2018-12-02,31,False
2018-12-09,31,False
2018-12-16,32,False
2018-12-23,35,False
2018-12-30,49,False
2019-01-06,59,False
2019-01-13,29,False
2019-01-20,59,False
2019-01-27,29,False
2019-02-03,49,False
2019-02-10,45,False
2019-02-17,32,False
2019-02-24,78,False
2019-03-03,45,False
2019-03-10,30,False
2019-03-17,32,False
2019-03-24,76,False
2019-03-31,0,False
2019-04-07,61,False
2019-04-14,0,False
2019-04-21,33,False
2019-04-28,44,False
2019-05-05,30,False
2019-05-12,30,False
2019-05-19,59,False
2019-05-26,62,False
2019-06-02,46,False
2019-06-09,62,False
2019-06-16,0,False
2019-06-23,62,False
2019-06-30,70,False
2019-07-07,52,False
2019-07-14,49,False
2019-07-21,68,False
2019-07-28,0,False
2019-08-04,0,False
2019-08-11,47,False
2019-08-18,46,False
2019-08-25,60,False
2019-09-01,44,False
2019-09-08,61,False
2019-09-15,31,False
2019-09-22,45,False
2019-09-29,68,False
2019-10-06,59,False
2019-10-13,30,False
2019-10-20,0,False
2019-10-27,56,False
2019-11-03,41,False
2019-11-10,85,False
2019-11-17,38,False
2019-11-24,55,False
2019-12-01,29,False
2019-12-08,42,False
2019-12-15,28,False
2019-12-22,32,False
2019-12-29,0,False
2020-01-05,45,False
2020-01-12,26,False
2020-01-19,54,False
2020-01-26,26,False
2020-02-02,61,False
2020-02-09,28,False
2020-02-16,69,False
2020-02-23,52,False
2020-03-01,26,False
2020-03-08,50,False
2020-03-15,24,False
2020-03-22,40,False
2020-03-29,78,False
2020-04-05,26,False
2020-04-12,25,False
2020-04-19,25,False
2020-04-26,48,False
2020-05-03,25,False
2020-05-10,24,False
2020-05-17,60,True
