date,sos plombier,isPartial
2018-01-07,0,False
2018-01-14,30,False
2018-01-21,30,False
2018-01-28,30,False
2018-02-04,30,False
2018-02-11,0,False
2018-02-18,32,False
2018-02-25,32,False
2018-03-04,30,False
2018-03-11,31,False
2018-03-18,31,False
2018-03-25,0,False
2018-04-01,32,False
2018-04-08,31,False
2018-04-15,33,False
2018-04-22,0,False
2018-04-29,32,False
2018-05-06,100,False
2018-05-13,31,False
2018-05-20,31,False
2018-05-27,30,False
2018-06-03,30,False
2018-06-10,0,False
2018-06-17,44,False
2018-06-24,31,False
2018-07-01,30,False
2018-07-08,32,False
2018-07-15,45,False
2018-07-22,0,False
2018-07-29,36,False
2018-08-05,38,False
2018-08-12,79,False
2018-08-19,36,False
2018-08-26,33,False
2018-09-02,31,False
2018-09-09,30,False
2018-09-16,30,False
2018-09-23,0,False
2018-09-30,30,False
2018-10-07,60,False
2018-10-14,29,False
2018-10-21,0,False
2018-10-28,32,False
2018-11-04,0,False
2018-11-11,57,False
2018-11-18,0,False
2018-11-25,30,False
2018-12-02,30,False
2018-12-09,0,False
2018-12-16,31,False
2018-12-23,38,False
2018-12-30,35,False
2019-01-06,91,False
2019-01-13,30,False
2019-01-20,0,False
2019-01-27,39,False
2019-02-03,0,False
2019-02-10,60,False
2019-02-17,90,False
2019-02-24,31,False
2019-03-03,30,False
2019-03-10,0,False
2019-03-17,31,False
2019-03-24,32,False
2019-03-31,31,False
2019-04-07,32,False
2019-04-14,0,False
2019-04-21,35,False
2019-04-28,34,False
2019-05-05,0,False
2019-05-12,64,False
2019-05-19,32,False
2019-05-26,0,False
2019-06-02,29,False
2019-06-09,32,False
2019-06-16,0,False
2019-06-23,0,False
2019-06-30,32,False
2019-07-07,0,False
2019-07-14,35,False
2019-07-21,36,False
2019-07-28,0,False
2019-08-04,0,False
2019-08-11,0,False
2019-08-18,40,False
2019-08-25,35,False
2019-09-01,32,False
2019-09-08,0,False
2019-09-15,0,False
2019-09-22,30,False
2019-09-29,29,False
2019-10-06,0,False
2019-10-13,31,False
2019-10-20,31,False
2019-10-27,32,False
2019-11-03,0,False
2019-11-10,31,False
2019-11-17,31,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,29,False
2019-12-15,31,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,0,False
2020-01-12,29,False
2020-01-19,30,False
2020-01-26,29,False
2020-02-02,30,False
2020-02-09,0,False
2020-02-16,0,False
2020-02-23,29,False
2020-03-01,28,False
2020-03-08,28,False
2020-03-15,30,False
2020-03-22,45,False
2020-03-29,30,False
2020-04-05,30,False
2020-04-12,0,False
2020-04-19,29,False
2020-04-26,29,False
2020-05-03,56,False
2020-05-10,0,False
2020-05-17,0,True
