date,video pubblicità,isPartial
2018-01-07,40,False
2018-01-14,41,False
2018-01-21,0,False
2018-01-28,0,False
2018-02-04,0,False
2018-02-11,0,False
2018-02-18,57,False
2018-02-25,0,False
2018-03-04,59,False
2018-03-11,40,False
2018-03-18,39,False
2018-03-25,42,False
2018-04-01,42,False
2018-04-08,41,False
2018-04-15,0,False
2018-04-22,0,False
2018-04-29,0,False
2018-05-06,0,False
2018-05-13,0,False
2018-05-20,40,False
2018-05-27,0,False
2018-06-03,42,False
2018-06-10,0,False
2018-06-17,39,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,0,False
2018-07-15,40,False
2018-07-22,0,False
2018-07-29,38,False
2018-08-05,0,False
2018-08-12,34,False
2018-08-19,34,False
2018-08-26,35,False
2018-09-02,37,False
2018-09-09,40,False
2018-09-16,39,False
2018-09-23,0,False
2018-09-30,39,False
2018-10-07,42,False
2018-10-14,0,False
2018-10-21,61,False
2018-10-28,0,False
2018-11-04,40,False
2018-11-11,0,False
2018-11-18,41,False
2018-11-25,40,False
2018-12-02,43,False
2018-12-09,41,False
2018-12-16,63,False
2018-12-23,0,False
2018-12-30,40,False
2019-01-06,0,False
2019-01-13,0,False
2019-01-20,0,False
2019-01-27,36,False
2019-02-03,71,False
2019-02-10,0,False
2019-02-17,0,False
2019-02-24,37,False
2019-03-03,0,False
2019-03-10,37,False
2019-03-17,39,False
2019-03-24,0,False
2019-03-31,75,False
2019-04-07,37,False
2019-04-14,0,False
2019-04-21,39,False
2019-04-28,0,False
2019-05-05,36,False
2019-05-12,0,False
2019-05-19,0,False
2019-05-26,34,False
2019-06-02,38,False
2019-06-09,0,False
2019-06-16,0,False
2019-06-23,38,False
2019-06-30,0,False
2019-07-07,35,False
2019-07-14,36,False
2019-07-21,37,False
2019-07-28,0,False
2019-08-04,0,False
2019-08-11,37,False
2019-08-18,0,False
2019-08-25,35,False
2019-09-01,0,False
2019-09-08,34,False
2019-09-15,34,False
2019-09-22,34,False
2019-09-29,0,False
2019-10-06,0,False
2019-10-13,71,False
2019-10-20,35,False
2019-10-27,0,False
2019-11-03,0,False
2019-11-10,34,False
2019-11-17,35,False
2019-11-24,0,False
2019-12-01,36,False
2019-12-08,0,False
2019-12-15,35,False
2019-12-22,37,False
2019-12-29,36,False
2020-01-05,34,False
2020-01-12,33,False
2020-01-19,100,False
2020-01-26,0,False
2020-02-02,48,False
2020-02-09,0,False
2020-02-16,0,False
2020-02-23,32,False
2020-03-01,31,False
2020-03-08,29,False
2020-03-15,0,False
2020-03-22,53,False
2020-03-29,52,False
2020-04-05,29,False
2020-04-12,0,False
2020-04-19,26,False
2020-04-26,0,True
