date,torta sacher,isPartial
2018-01-07,40,False
2018-01-14,54,False
2018-01-21,26,False
2018-01-28,26,False
2018-02-04,13,False
2018-02-11,25,False
2018-02-18,12,False
2018-02-25,23,False
2018-03-04,0,False
2018-03-11,47,False
2018-03-18,0,False
2018-03-25,13,False
2018-04-01,13,False
2018-04-08,24,False
2018-04-15,61,False
2018-04-22,0,False
2018-04-29,12,False
2018-05-06,0,False
2018-05-13,12,False
2018-05-20,0,False
2018-05-27,0,False
2018-06-03,0,False
2018-06-10,0,False
2018-06-17,35,False
2018-06-24,0,False
2018-07-01,12,False
2018-07-08,0,False
2018-07-15,12,False
2018-07-22,13,False
2018-07-29,13,False
2018-08-05,0,False
2018-08-12,0,False
2018-08-19,33,False
2018-08-26,0,False
2018-09-02,12,False
2018-09-09,12,False
2018-09-16,0,False
2018-09-23,23,False
2018-09-30,23,False
2018-10-07,48,False
2018-10-14,24,False
2018-10-21,35,False
2018-10-28,58,False
2018-11-04,100,False
2018-11-11,23,False
2018-11-18,23,False
2018-11-25,24,False
2018-12-02,0,False
2018-12-09,49,False
2018-12-16,13,False
2018-12-23,47,False
2018-12-30,14,False
2019-01-06,13,False
2019-01-13,13,False
2019-01-20,12,False
2019-01-27,22,False
2019-02-03,26,False
2019-02-10,13,False
2019-02-17,0,False
2019-02-24,35,False
2019-03-03,0,False
2019-03-10,13,False
2019-03-17,27,False
2019-03-24,53,False
2019-03-31,26,False
2019-04-07,12,False
2019-04-14,0,False
2019-04-21,15,False
2019-04-28,51,False
2019-05-05,0,False
2019-05-12,12,False
2019-05-19,13,False
2019-05-26,25,False
2019-06-02,26,False
2019-06-09,0,False
2019-06-16,0,False
2019-06-23,27,False
2019-06-30,0,False
2019-07-07,0,False
2019-07-14,14,False
2019-07-21,27,False
2019-07-28,15,False
2019-08-04,16,False
2019-08-11,17,False
2019-08-18,0,False
2019-08-25,0,False
2019-09-01,37,False
2019-09-08,13,False
2019-09-15,25,False
2019-09-22,12,False
2019-09-29,0,False
2019-10-06,25,False
2019-10-13,51,False
2019-10-20,12,False
2019-10-27,37,False
2019-11-03,0,False
2019-11-10,36,False
2019-11-17,25,False
2019-11-24,0,False
2019-12-01,51,False
2019-12-08,13,False
2019-12-15,64,False
2019-12-22,16,False
2019-12-29,59,False
2020-01-05,25,False
2020-01-12,35,False
2020-01-19,60,False
2020-01-26,47,False
2020-02-02,12,False
2020-02-09,83,False
2020-02-16,36,False
2020-02-23,34,False
2020-03-01,34,False
2020-03-08,45,False
2020-03-15,33,False
2020-03-22,43,False
2020-03-29,22,False
2020-04-05,45,False
2020-04-12,34,False
2020-04-19,21,False
2020-04-26,57,True
