date,torta sacher,isPartial
2018-01-07,46,False
2018-01-14,33,False
2018-01-21,42,False
2018-01-28,43,False
2018-02-04,21,False
2018-02-11,67,False
2018-02-18,22,False
2018-02-25,54,False
2018-03-04,55,False
2018-03-11,22,False
2018-03-18,68,False
2018-03-25,47,False
2018-04-01,24,False
2018-04-08,33,False
2018-04-15,24,False
2018-04-22,0,False
2018-04-29,0,False
2018-05-06,45,False
2018-05-13,0,False
2018-05-20,0,False
2018-05-27,0,False
2018-06-03,45,False
2018-06-10,0,False
2018-06-17,0,False
2018-06-24,25,False
2018-07-01,25,False
2018-07-08,25,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,0,False
2018-08-05,30,False
2018-08-12,33,False
2018-08-19,62,False
2018-08-26,0,False
2018-09-02,0,False
2018-09-09,0,False
2018-09-16,48,False
2018-09-23,24,False
2018-09-30,0,False
2018-10-07,37,False
2018-10-14,49,False
2018-10-21,48,False
2018-10-28,35,False
2018-11-04,56,False
2018-11-11,23,False
2018-11-18,88,False
2018-11-25,23,False
2018-12-02,46,False
2018-12-09,0,False
2018-12-16,24,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,33,False
2019-01-13,22,False
2019-01-20,21,False
2019-01-27,41,False
2019-02-03,41,False
2019-02-10,84,False
2019-02-17,21,False
2019-02-24,44,False
2019-03-03,34,False
2019-03-10,55,False
2019-03-17,22,False
2019-03-24,0,False
2019-03-31,0,False
2019-04-07,21,False
2019-04-14,66,False
2019-04-21,0,False
2019-04-28,23,False
2019-05-05,22,False
2019-05-12,43,False
2019-05-19,21,False
2019-05-26,21,False
2019-06-02,32,False
2019-06-09,31,False
2019-06-16,0,False
2019-06-23,0,False
2019-06-30,22,False
2019-07-07,22,False
2019-07-14,23,False
2019-07-21,47,False
2019-07-28,49,False
2019-08-04,25,False
2019-08-11,43,False
2019-08-18,26,False
2019-08-25,0,False
2019-09-01,41,False
2019-09-08,21,False
2019-09-15,20,False
2019-09-22,52,False
2019-09-29,0,False
2019-10-06,53,False
2019-10-13,0,False
2019-10-20,40,False
2019-10-27,60,False
2019-11-03,30,False
2019-11-10,30,False
2019-11-17,19,False
2019-11-24,38,False
2019-12-01,40,False
2019-12-08,62,False
2019-12-15,30,False
2019-12-22,46,False
2019-12-29,44,False
2020-01-05,19,False
2020-01-12,36,False
2020-01-19,38,False
2020-01-26,37,False
2020-02-02,27,False
2020-02-09,56,False
2020-02-16,28,False
2020-02-23,17,False
2020-03-01,26,False
2020-03-08,58,False
2020-03-15,100,False
2020-03-22,55,False
2020-03-29,65,False
2020-04-05,85,False
2020-04-12,44,False
2020-04-19,49,False
2020-04-26,97,True
