date,Anstrich,isPartial
2018-01-07,33,False
2018-01-14,67,False
2018-01-21,0,False
2018-01-28,0,False
2018-02-04,34,False
2018-02-11,34,False
2018-02-18,34,False
2018-02-25,83,False
2018-03-04,33,False
2018-03-11,0,False
2018-03-18,33,False
2018-03-25,35,False
2018-04-01,72,False
2018-04-08,46,False
2018-04-15,35,False
2018-04-22,67,False
2018-04-29,0,False
2018-05-06,35,False
2018-05-13,32,False
2018-05-20,33,False
2018-05-27,33,False
2018-06-03,45,False
2018-06-10,32,False
2018-06-17,49,False
2018-06-24,33,False
2018-07-01,34,False
2018-07-08,67,False
2018-07-15,36,False
2018-07-22,52,False
2018-07-29,34,False
2018-08-05,32,False
2018-08-12,32,False
2018-08-19,32,False
2018-08-26,33,False
2018-09-02,32,False
2018-09-09,33,False
2018-09-16,100,False
2018-09-23,33,False
2018-09-30,45,False
2018-10-07,0,False
2018-10-14,0,False
2018-10-21,31,False
2018-10-28,47,False
2018-11-04,31,False
2018-11-11,0,False
2018-11-18,31,False
2018-11-25,0,False
2018-12-02,48,False
2018-12-09,31,False
2018-12-16,0,False
2018-12-23,36,False
2018-12-30,33,False
2019-01-06,46,False
2019-01-13,45,False
2019-01-20,45,False
2019-01-27,30,False
2019-02-03,45,False
2019-02-10,61,False
2019-02-17,33,False
2019-02-24,0,False
2019-03-03,0,False
2019-03-10,30,False
2019-03-17,32,False
2019-03-24,62,False
2019-03-31,32,False
2019-04-07,31,False
2019-04-14,51,False
2019-04-21,0,False
2019-04-28,30,False
2019-05-05,30,False
2019-05-12,62,False
2019-05-19,0,False
2019-05-26,32,False
2019-06-02,32,False
2019-06-09,31,False
2019-06-16,31,False
2019-06-23,0,False
2019-06-30,0,False
2019-07-07,32,False
2019-07-14,33,False
2019-07-21,35,False
2019-07-28,33,False
2019-08-04,0,False
2019-08-11,0,False
2019-08-18,32,False
2019-08-25,0,False
2019-09-01,30,False
2019-09-08,32,False
2019-09-15,0,False
2019-09-22,30,False
2019-09-29,30,False
2019-10-06,30,False
2019-10-13,0,False
2019-10-20,63,False
2019-10-27,43,False
2019-11-03,37,False
2019-11-10,29,False
2019-11-17,44,False
2019-11-24,29,False
2019-12-01,0,False
2019-12-08,29,False
2019-12-15,29,False
2019-12-22,0,False
2019-12-29,31,False
2020-01-05,27,False
2020-01-12,40,False
2020-01-19,46,False
2020-01-26,0,False
2020-02-02,27,False
2020-02-09,28,False
2020-02-16,75,False
2020-02-23,26,False
2020-03-01,27,False
2020-03-08,25,False
2020-03-15,25,False
2020-03-22,24,False
2020-03-29,24,False
2020-04-05,27,False
2020-04-12,39,False
2020-04-19,25,False
2020-04-26,41,False
2020-05-03,50,False
2020-05-10,33,False
2020-05-17,61,True
