date,Anstrich,isPartial
2018-01-07,19,False
2018-01-14,39,False
2018-01-21,0,False
2018-01-28,29,False
2018-02-04,40,False
2018-02-11,19,False
2018-02-18,19,False
2018-02-25,32,False
2018-03-04,19,False
2018-03-11,38,False
2018-03-18,30,False
2018-03-25,34,False
2018-04-01,40,False
2018-04-08,100,False
2018-04-15,27,False
2018-04-22,25,False
2018-04-29,40,False
2018-05-06,41,False
2018-05-13,19,False
2018-05-20,20,False
2018-05-27,19,False
2018-06-03,19,False
2018-06-10,25,False
2018-06-17,19,False
2018-06-24,19,False
2018-07-01,0,False
2018-07-08,47,False
2018-07-15,43,False
2018-07-22,21,False
2018-07-29,39,False
2018-08-05,56,False
2018-08-12,0,False
2018-08-19,18,False
2018-08-26,28,False
2018-09-02,19,False
2018-09-09,38,False
2018-09-16,0,False
2018-09-23,39,False
2018-09-30,20,False
2018-10-07,20,False
2018-10-14,19,False
2018-10-21,28,False
2018-10-28,38,False
2018-11-04,28,False
2018-11-11,28,False
2018-11-18,28,False
2018-11-25,38,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,32,False
2018-12-30,20,False
2019-01-06,27,False
2019-01-13,36,False
2019-01-20,47,False
2019-01-27,18,False
2019-02-03,36,False
2019-02-10,31,False
2019-02-17,28,False
2019-02-24,19,False
2019-03-03,18,False
2019-03-10,0,False
2019-03-17,19,False
2019-03-24,19,False
2019-03-31,37,False
2019-04-07,68,False
2019-04-14,42,False
2019-04-21,38,False
2019-04-28,28,False
2019-05-05,0,False
2019-05-12,56,False
2019-05-19,27,False
2019-05-26,37,False
2019-06-02,24,False
2019-06-09,18,False
2019-06-16,24,False
2019-06-23,56,False
2019-06-30,28,False
2019-07-07,19,False
2019-07-14,20,False
2019-07-21,20,False
2019-07-28,38,False
2019-08-04,38,False
2019-08-11,26,False
2019-08-18,72,False
2019-08-25,53,False
2019-09-01,17,False
2019-09-08,35,False
2019-09-15,44,False
2019-09-22,26,False
2019-09-29,26,False
2019-10-06,18,False
2019-10-13,17,False
2019-10-20,17,False
2019-10-27,51,False
2019-11-03,58,False
2019-11-10,17,False
2019-11-17,17,False
2019-11-24,33,False
2019-12-01,50,False
2019-12-08,16,False
2019-12-15,34,False
2019-12-22,0,False
2019-12-29,17,False
2020-01-05,16,False
2020-01-12,15,False
2020-01-19,16,False
2020-01-26,16,False
2020-02-02,24,False
2020-02-09,31,False
2020-02-16,22,False
2020-02-23,21,False
2020-03-01,32,False
2020-03-08,15,False
2020-03-15,15,False
2020-03-22,49,False
2020-03-29,20,False
2020-04-05,16,False
2020-04-12,31,False
2020-04-19,37,False
2020-04-26,43,False
2020-05-03,30,False
2020-05-10,22,False
2020-05-17,68,True
