date,Landschaft,isPartial
2018-01-07,46,False
2018-01-14,35,False
2018-01-21,24,False
2018-01-28,36,False
2018-02-04,25,False
2018-02-11,35,False
2018-02-18,34,False
2018-02-25,22,False
2018-03-04,58,False
2018-03-11,23,False
2018-03-18,45,False
2018-03-25,0,False
2018-04-01,0,False
2018-04-08,49,False
2018-04-15,49,False
2018-04-22,48,False
2018-04-29,0,False
2018-05-06,24,False
2018-05-13,23,False
2018-05-20,48,False
2018-05-27,24,False
2018-06-03,35,False
2018-06-10,45,False
2018-06-17,46,False
2018-06-24,23,False
2018-07-01,0,False
2018-07-08,46,False
2018-07-15,0,False
2018-07-22,23,False
2018-07-29,24,False
2018-08-05,23,False
2018-08-12,48,False
2018-08-19,0,False
2018-08-26,22,False
2018-09-02,22,False
2018-09-09,34,False
2018-09-16,23,False
2018-09-23,68,False
2018-09-30,0,False
2018-10-07,23,False
2018-10-14,23,False
2018-10-21,23,False
2018-10-28,35,False
2018-11-04,76,False
2018-11-11,66,False
2018-11-18,0,False
2018-11-25,22,False
2018-12-02,22,False
2018-12-09,44,False
2018-12-16,0,False
2018-12-23,100,False
2018-12-30,22,False
2019-01-06,40,False
2019-01-13,21,False
2019-01-20,0,False
2019-01-27,0,False
2019-02-03,45,False
2019-02-10,82,False
2019-02-17,41,False
2019-02-24,41,False
2019-03-03,0,False
2019-03-10,41,False
2019-03-17,53,False
2019-03-24,42,False
2019-03-31,43,False
2019-04-07,42,False
2019-04-14,0,False
2019-04-21,44,False
2019-04-28,31,False
2019-05-05,30,False
2019-05-12,30,False
2019-05-19,20,False
2019-05-26,20,False
2019-06-02,21,False
2019-06-09,33,False
2019-06-16,75,False
2019-06-23,43,False
2019-06-30,32,False
2019-07-07,62,False
2019-07-14,22,False
2019-07-21,45,False
2019-07-28,21,False
2019-08-04,22,False
2019-08-11,42,False
2019-08-18,0,False
2019-08-25,19,False
2019-09-01,19,False
2019-09-08,71,False
2019-09-15,41,False
2019-09-22,20,False
2019-09-29,68,False
2019-10-06,30,False
2019-10-13,39,False
2019-10-20,0,False
2019-10-27,29,False
2019-11-03,47,False
2019-11-10,19,False
2019-11-17,38,False
2019-11-24,19,False
2019-12-01,48,False
2019-12-08,29,False
2019-12-15,49,False
2019-12-22,21,False
2019-12-29,38,False
2020-01-05,52,False
2020-01-12,34,False
2020-01-19,45,False
2020-01-26,18,False
2020-02-02,28,False
2020-02-09,27,False
2020-02-16,55,False
2020-02-23,36,False
2020-03-01,0,False
2020-03-08,25,False
2020-03-15,24,False
2020-03-22,38,False
2020-03-29,15,False
2020-04-05,33,False
2020-04-12,16,False
2020-04-19,24,False
2020-04-26,31,False
2020-05-03,0,False
2020-05-10,32,False
2020-05-17,52,False
2020-05-24,16,False
2020-05-31,32,False
2020-06-07,25,False
2020-06-14,32,False
2020-06-21,61,False
2020-06-28,35,False
2020-07-05,0,False
