date,Barbecue,isPartial
2018-01-07,17,False
2018-01-14,10,False
2018-01-21,13,False
2018-01-28,14,False
2018-02-04,11,False
2018-02-11,14,False
2018-02-18,14,False
2018-02-25,18,False
2018-03-04,18,False
2018-03-11,18,False
2018-03-18,19,False
2018-03-25,28,False
2018-04-01,44,False
2018-04-08,42,False
2018-04-15,69,False
2018-04-22,77,False
2018-04-29,63,False
2018-05-06,73,False
2018-05-13,56,False
2018-05-20,65,False
2018-05-27,58,False
2018-06-03,59,False
2018-06-10,55,False
2018-06-17,68,False
2018-06-24,60,False
2018-07-01,68,False
2018-07-08,59,False
2018-07-15,59,False
2018-07-22,46,False
2018-07-29,59,False
2018-08-05,55,False
2018-08-12,68,False
2018-08-19,55,False
2018-08-26,35,False
2018-09-02,29,False
2018-09-09,25,False
2018-09-16,25,False
2018-09-23,22,False
2018-09-30,14,False
2018-10-07,10,False
2018-10-14,9,False
2018-10-21,14,False
2018-10-28,8,False
2018-11-04,6,False
2018-11-11,11,False
2018-11-18,13,False
2018-11-25,7,False
2018-12-02,9,False
2018-12-09,11,False
2018-12-16,11,False
2018-12-23,9,False
2018-12-30,14,False
2019-01-06,10,False
2019-01-13,8,False
2019-01-20,11,False
2019-01-27,10,False
2019-02-03,16,False
2019-02-10,17,False
2019-02-17,21,False
2019-02-24,26,False
2019-03-03,30,False
2019-03-10,28,False
2019-03-17,44,False
2019-03-24,78,False
2019-03-31,42,False
2019-04-07,46,False
2019-04-14,47,False
2019-04-21,51,False
2019-04-28,51,False
2019-05-05,46,False
2019-05-12,48,False
2019-05-19,53,False
2019-05-26,75,False
2019-06-02,75,False
2019-06-09,60,False
2019-06-16,51,False
2019-06-23,65,False
2019-06-30,65,False
2019-07-07,71,False
2019-07-14,74,False
2019-07-21,55,False
2019-07-28,60,False
2019-08-04,53,False
2019-08-11,64,False
2019-08-18,47,False
2019-08-25,42,False
2019-09-01,32,False
2019-09-08,20,False
2019-09-15,21,False
2019-09-22,19,False
2019-09-29,14,False
2019-10-06,16,False
2019-10-13,12,False
2019-10-20,7,False
2019-10-27,9,False
2019-11-03,14,False
2019-11-10,11,False
2019-11-17,10,False
2019-11-24,7,False
2019-12-01,7,False
2019-12-08,8,False
2019-12-15,8,False
2019-12-22,15,False
2019-12-29,13,False
2020-01-05,12,False
2020-01-12,11,False
2020-01-19,11,False
2020-01-26,12,False
2020-02-02,15,False
2020-02-09,16,False
2020-02-16,20,False
2020-02-23,22,False
2020-03-01,17,False
2020-03-08,23,False
2020-03-15,27,False
2020-03-22,27,False
2020-03-29,53,False
2020-04-05,87,False
2020-04-12,86,False
2020-04-19,62,False
2020-04-26,71,False
2020-05-03,84,False
2020-05-10,67,False
2020-05-17,100,True
