date,Barbecue,isPartial
2018-01-07,8,False
2018-01-14,8,False
2018-01-21,10,False
2018-01-28,6,False
2018-02-04,7,False
2018-02-11,11,False
2018-02-18,13,False
2018-02-25,10,False
2018-03-04,14,False
2018-03-11,19,False
2018-03-18,22,False
2018-03-25,20,False
2018-04-01,25,False
2018-04-08,23,False
2018-04-15,56,False
2018-04-22,43,False
2018-04-29,45,False
2018-05-06,56,False
2018-05-13,38,False
2018-05-20,45,False
2018-05-27,40,False
2018-06-03,33,False
2018-06-10,38,False
2018-06-17,39,False
2018-06-24,53,False
2018-07-01,35,False
2018-07-08,44,False
2018-07-15,47,False
2018-07-22,46,False
2018-07-29,45,False
2018-08-05,42,False
2018-08-12,46,False
2018-08-19,37,False
2018-08-26,26,False
2018-09-02,23,False
2018-09-09,14,False
2018-09-16,13,False
2018-09-23,21,False
2018-09-30,11,False
2018-10-07,10,False
2018-10-14,6,False
2018-10-21,9,False
2018-10-28,8,False
2018-11-04,7,False
2018-11-11,11,False
2018-11-18,7,False
2018-11-25,7,False
2018-12-02,7,False
2018-12-09,9,False
2018-12-16,9,False
2018-12-23,10,False
2018-12-30,11,False
2019-01-06,6,False
2019-01-13,8,False
2019-01-20,6,False
2019-01-27,10,False
2019-02-03,9,False
2019-02-10,11,False
2019-02-17,21,False
2019-02-24,28,False
2019-03-03,18,False
2019-03-10,18,False
2019-03-17,25,False
2019-03-24,54,False
2019-03-31,31,False
2019-04-07,38,False
2019-04-14,38,False
2019-04-21,25,False
2019-04-28,38,False
2019-05-05,40,False
2019-05-12,29,False
2019-05-19,33,False
2019-05-26,55,False
2019-06-02,42,False
2019-06-09,46,False
2019-06-16,46,False
2019-06-23,57,False
2019-06-30,45,False
2019-07-07,54,False
2019-07-14,43,False
2019-07-21,42,False
2019-07-28,46,False
2019-08-04,43,False
2019-08-11,40,False
2019-08-18,40,False
2019-08-25,34,False
2019-09-01,23,False
2019-09-08,17,False
2019-09-15,15,False
2019-09-22,11,False
2019-09-29,8,False
2019-10-06,7,False
2019-10-13,11,False
2019-10-20,9,False
2019-10-27,8,False
2019-11-03,8,False
2019-11-10,9,False
2019-11-17,7,False
2019-11-24,9,False
2019-12-01,6,False
2019-12-08,6,False
2019-12-15,7,False
2019-12-22,9,False
2019-12-29,11,False
2020-01-05,9,False
2020-01-12,8,False
2020-01-19,7,False
2020-01-26,9,False
2020-02-02,11,False
2020-02-09,10,False
2020-02-16,16,False
2020-02-23,13,False
2020-03-01,13,False
2020-03-08,14,False
2020-03-15,27,False
2020-03-22,38,False
2020-03-29,40,False
2020-04-05,62,False
2020-04-12,60,False
2020-04-19,44,False
2020-04-26,44,False
2020-05-03,67,False
2020-05-10,46,False
2020-05-17,100,True
