date,Barbecue,isPartial
2018-01-07,6,False
2018-01-14,5,False
2018-01-21,3,False
2018-01-28,6,False
2018-02-04,8,False
2018-02-11,7,False
2018-02-18,8,False
2018-02-25,6,False
2018-03-04,11,False
2018-03-11,10,False
2018-03-18,12,False
2018-03-25,21,False
2018-04-01,29,False
2018-04-08,26,False
2018-04-15,71,False
2018-04-22,61,False
2018-04-29,36,False
2018-05-06,70,False
2018-05-13,44,False
2018-05-20,63,False
2018-05-27,39,False
2018-06-03,45,False
2018-06-10,37,False
2018-06-17,41,False
2018-06-24,69,False
2018-07-01,60,False
2018-07-08,63,False
2018-07-15,46,False
2018-07-22,63,False
2018-07-29,65,False
2018-08-05,71,False
2018-08-12,56,False
2018-08-19,35,False
2018-08-26,31,False
2018-09-02,19,False
2018-09-09,20,False
2018-09-16,16,False
2018-09-23,14,False
2018-09-30,11,False
2018-10-07,11,False
2018-10-14,9,False
2018-10-21,10,False
2018-10-28,5,False
2018-11-04,8,False
2018-11-11,6,False
2018-11-18,8,False
2018-11-25,6,False
2018-12-02,5,False
2018-12-09,6,False
2018-12-16,6,False
2018-12-23,7,False
2018-12-30,5,False
2019-01-06,4,False
2019-01-13,6,False
2019-01-20,7,False
2019-01-27,6,False
2019-02-03,7,False
2019-02-10,6,False
2019-02-17,22,False
2019-02-24,15,False
2019-03-03,11,False
2019-03-10,18,False
2019-03-17,18,False
2019-03-24,55,False
2019-03-31,38,False
2019-04-07,28,False
2019-04-14,30,False
2019-04-21,38,False
2019-04-28,23,False
2019-05-05,31,False
2019-05-12,28,False
2019-05-19,29,False
2019-05-26,61,False
2019-06-02,64,False
2019-06-09,35,False
2019-06-16,59,False
2019-06-23,84,False
2019-06-30,64,False
2019-07-07,77,False
2019-07-14,61,False
2019-07-21,37,False
2019-07-28,54,False
2019-08-04,52,False
2019-08-11,54,False
2019-08-18,42,False
2019-08-25,40,False
2019-09-01,21,False
2019-09-08,22,False
2019-09-15,8,False
2019-09-22,9,False
2019-09-29,11,False
2019-10-06,6,False
2019-10-13,5,False
2019-10-20,4,False
2019-10-27,7,False
2019-11-03,7,False
2019-11-10,8,False
2019-11-17,9,False
2019-11-24,12,False
2019-12-01,7,False
2019-12-08,7,False
2019-12-15,4,False
2019-12-22,7,False
2019-12-29,7,False
2020-01-05,11,False
2020-01-12,6,False
2020-01-19,7,False
2020-01-26,10,False
2020-02-02,11,False
2020-02-09,6,False
2020-02-16,12,False
2020-02-23,13,False
2020-03-01,16,False
2020-03-08,12,False
2020-03-15,23,False
2020-03-22,29,False
2020-03-29,31,False
2020-04-05,73,False
2020-04-12,71,False
2020-04-19,59,False
2020-04-26,56,False
2020-05-03,66,False
2020-05-10,47,False
2020-05-17,100,True
