date,Barbecue,isPartial
2018-01-07,8,False
2018-01-14,8,False
2018-01-21,7,False
2018-01-28,10,False
2018-02-04,8,False
2018-02-11,8,False
2018-02-18,9,False
2018-02-25,11,False
2018-03-04,12,False
2018-03-11,13,False
2018-03-18,15,False
2018-03-25,19,False
2018-04-01,29,False
2018-04-08,33,False
2018-04-15,79,False
2018-04-22,58,False
2018-04-29,58,False
2018-05-06,86,False
2018-05-13,45,False
2018-05-20,57,False
2018-05-27,43,False
2018-06-03,43,False
2018-06-10,36,False
2018-06-17,40,False
2018-06-24,53,False
2018-07-01,45,False
2018-07-08,51,False
2018-07-15,45,False
2018-07-22,44,False
2018-07-29,48,False
2018-08-05,45,False
2018-08-12,52,False
2018-08-19,40,False
2018-08-26,26,False
2018-09-02,20,False
2018-09-09,19,False
2018-09-16,15,False
2018-09-23,12,False
2018-09-30,10,False
2018-10-07,9,False
2018-10-14,11,False
2018-10-21,9,False
2018-10-28,8,False
2018-11-04,7,False
2018-11-11,10,False
2018-11-18,6,False
2018-11-25,7,False
2018-12-02,9,False
2018-12-09,8,False
2018-12-16,7,False
2018-12-23,11,False
2018-12-30,8,False
2019-01-06,7,False
2019-01-13,8,False
2019-01-20,7,False
2019-01-27,9,False
2019-02-03,11,False
2019-02-10,11,False
2019-02-17,16,False
2019-02-24,22,False
2019-03-03,14,False
2019-03-10,13,False
2019-03-17,20,False
2019-03-24,49,False
2019-03-31,37,False
2019-04-07,31,False
2019-04-14,46,False
2019-04-21,48,False
2019-04-28,37,False
2019-05-05,32,False
2019-05-12,31,False
2019-05-19,33,False
2019-05-26,50,False
2019-06-02,41,False
2019-06-09,38,False
2019-06-16,46,False
2019-06-23,60,False
2019-06-30,55,False
2019-07-07,52,False
2019-07-14,48,False
2019-07-21,41,False
2019-07-28,48,False
2019-08-04,48,False
2019-08-11,36,False
2019-08-18,36,False
2019-08-25,34,False
2019-09-01,21,False
2019-09-08,18,False
2019-09-15,21,False
2019-09-22,10,False
2019-09-29,9,False
2019-10-06,9,False
2019-10-13,8,False
2019-10-20,8,False
2019-10-27,8,False
2019-11-03,7,False
2019-11-10,8,False
2019-11-17,8,False
2019-11-24,9,False
2019-12-01,8,False
2019-12-08,7,False
2019-12-15,7,False
2019-12-22,9,False
2019-12-29,8,False
2020-01-05,8,False
2020-01-12,9,False
2020-01-19,9,False
2020-01-26,8,False
2020-02-02,7,False
2020-02-09,10,False
2020-02-16,12,False
2020-02-23,11,False
2020-03-01,10,False
2020-03-08,11,False
2020-03-15,24,False
2020-03-22,26,False
2020-03-29,34,False
2020-04-05,85,False
2020-04-12,69,False
2020-04-19,66,False
2020-04-26,45,False
2020-05-03,48,False
2020-05-10,54,False
2020-05-17,100,True
