date,Barbecue,isPartial
2018-01-07,7,False
2018-01-14,7,False
2018-01-21,7,False
2018-01-28,7,False
2018-02-04,7,False
2018-02-11,8,False
2018-02-18,9,False
2018-02-25,10,False
2018-03-04,11,False
2018-03-11,14,False
2018-03-18,15,False
2018-03-25,21,False
2018-04-01,30,False
2018-04-08,34,False
2018-04-15,78,False
2018-04-22,59,False
2018-04-29,56,False
2018-05-06,80,False
2018-05-13,41,False
2018-05-20,61,False
2018-05-27,44,False
2018-06-03,43,False
2018-06-10,40,False
2018-06-17,44,False
2018-06-24,52,False
2018-07-01,49,False
2018-07-08,54,False
2018-07-15,47,False
2018-07-22,50,False
2018-07-29,54,False
2018-08-05,48,False
2018-08-12,50,False
2018-08-19,37,False
2018-08-26,25,False
2018-09-02,20,False
2018-09-09,18,False
2018-09-16,15,False
2018-09-23,11,False
2018-09-30,9,False
2018-10-07,9,False
2018-10-14,9,False
2018-10-21,8,False
2018-10-28,7,False
2018-11-04,6,False
2018-11-11,7,False
2018-11-18,7,False
2018-11-25,6,False
2018-12-02,7,False
2018-12-09,7,False
2018-12-16,6,False
2018-12-23,8,False
2018-12-30,8,False
2019-01-06,6,False
2019-01-13,7,False
2019-01-20,7,False
2019-01-27,6,False
2019-02-03,8,False
2019-02-10,9,False
2019-02-17,17,False
2019-02-24,20,False
2019-03-03,15,False
2019-03-10,16,False
2019-03-17,25,False
2019-03-24,52,False
2019-03-31,35,False
2019-04-07,31,False
2019-04-14,47,False
2019-04-21,46,False
2019-04-28,41,False
2019-05-05,34,False
2019-05-12,35,False
2019-05-19,38,False
2019-05-26,58,False
2019-06-02,46,False
2019-06-09,43,False
2019-06-16,51,False
2019-06-23,64,False
2019-06-30,57,False
2019-07-07,55,False
2019-07-14,53,False
2019-07-21,48,False
2019-07-28,52,False
2019-08-04,46,False
2019-08-11,42,False
2019-08-18,42,False
2019-08-25,36,False
2019-09-01,21,False
2019-09-08,18,False
2019-09-15,21,False
2019-09-22,10,False
2019-09-29,9,False
2019-10-06,8,False
2019-10-13,8,False
2019-10-20,7,False
2019-10-27,8,False
2019-11-03,7,False
2019-11-10,7,False
2019-11-17,7,False
2019-11-24,8,False
2019-12-01,7,False
2019-12-08,7,False
2019-12-15,7,False
2019-12-22,8,False
2019-12-29,9,False
2020-01-05,7,False
2020-01-12,8,False
2020-01-19,8,False
2020-01-26,7,False
2020-02-02,9,False
2020-02-09,9,False
2020-02-16,11,False
2020-02-23,12,False
2020-03-01,11,False
2020-03-08,13,False
2020-03-15,24,False
2020-03-22,31,False
2020-03-29,41,False
2020-04-05,88,False
2020-04-12,72,False
2020-04-19,67,False
2020-04-26,50,False
2020-05-03,63,False
2020-05-10,53,False
2020-05-17,100,True
