date,Barbecue,isPartial
2018-01-07,6,False
2018-01-14,6,False
2018-01-21,7,False
2018-01-28,5,False
2018-02-04,3,False
2018-02-11,5,False
2018-02-18,6,False
2018-02-25,7,False
2018-03-04,7,False
2018-03-11,9,False
2018-03-18,12,False
2018-03-25,15,False
2018-04-01,20,False
2018-04-08,24,False
2018-04-15,54,False
2018-04-22,41,False
2018-04-29,44,False
2018-05-06,81,False
2018-05-13,48,False
2018-05-20,55,False
2018-05-27,36,False
2018-06-03,29,False
2018-06-10,33,False
2018-06-17,39,False
2018-06-24,46,False
2018-07-01,40,False
2018-07-08,59,False
2018-07-15,43,False
2018-07-22,44,False
2018-07-29,52,False
2018-08-05,49,False
2018-08-12,50,False
2018-08-19,36,False
2018-08-26,21,False
2018-09-02,17,False
2018-09-09,21,False
2018-09-16,15,False
2018-09-23,7,False
2018-09-30,8,False
2018-10-07,8,False
2018-10-14,7,False
2018-10-21,7,False
2018-10-28,5,False
2018-11-04,6,False
2018-11-11,5,False
2018-11-18,6,False
2018-11-25,5,False
2018-12-02,9,False
2018-12-09,4,False
2018-12-16,6,False
2018-12-23,8,False
2018-12-30,4,False
2019-01-06,3,False
2019-01-13,2,False
2019-01-20,7,False
2019-01-27,5,False
2019-02-03,5,False
2019-02-10,8,False
2019-02-17,12,False
2019-02-24,17,False
2019-03-03,10,False
2019-03-10,13,False
2019-03-17,20,False
2019-03-24,44,False
2019-03-31,33,False
2019-04-07,21,False
2019-04-14,48,False
2019-04-21,34,False
2019-04-28,33,False
2019-05-05,35,False
2019-05-12,34,False
2019-05-19,33,False
2019-05-26,51,False
2019-06-02,35,False
2019-06-09,26,False
2019-06-16,42,False
2019-06-23,49,False
2019-06-30,54,False
2019-07-07,61,False
2019-07-14,51,False
2019-07-21,54,False
2019-07-28,47,False
2019-08-04,40,False
2019-08-11,33,False
2019-08-18,44,False
2019-08-25,33,False
2019-09-01,16,False
2019-09-08,18,False
2019-09-15,17,False
2019-09-22,6,False
2019-09-29,6,False
2019-10-06,8,False
2019-10-13,6,False
2019-10-20,8,False
2019-10-27,5,False
2019-11-03,4,False
2019-11-10,7,False
2019-11-17,6,False
2019-11-24,4,False
2019-12-01,5,False
2019-12-08,7,False
2019-12-15,5,False
2019-12-22,5,False
2019-12-29,7,False
2020-01-05,4,False
2020-01-12,6,False
2020-01-19,6,False
2020-01-26,4,False
2020-02-02,7,False
2020-02-09,6,False
2020-02-16,8,False
2020-02-23,10,False
2020-03-01,7,False
2020-03-08,10,False
2020-03-15,20,False
2020-03-22,30,False
2020-03-29,36,False
2020-04-05,77,False
2020-04-12,62,False
2020-04-19,61,False
2020-04-26,37,False
2020-05-03,53,False
2020-05-10,50,False
2020-05-17,100,True
