date,Barbecue,isPartial
2018-01-07,3,False
2018-01-14,11,False
2018-01-21,5,False
2018-01-28,4,False
2018-02-04,7,False
2018-02-11,4,False
2018-02-18,7,False
2018-02-25,9,False
2018-03-04,6,False
2018-03-11,10,False
2018-03-18,12,False
2018-03-25,13,False
2018-04-01,16,False
2018-04-08,29,False
2018-04-15,100,False
2018-04-22,51,False
2018-04-29,38,False
2018-05-06,75,False
2018-05-13,33,False
2018-05-20,62,False
2018-05-27,46,False
2018-06-03,38,False
2018-06-10,37,False
2018-06-17,46,False
2018-06-24,52,False
2018-07-01,67,False
2018-07-08,51,False
2018-07-15,44,False
2018-07-22,58,False
2018-07-29,51,False
2018-08-05,47,False
2018-08-12,51,False
2018-08-19,32,False
2018-08-26,21,False
2018-09-02,16,False
2018-09-09,14,False
2018-09-16,11,False
2018-09-23,9,False
2018-09-30,5,False
2018-10-07,3,False
2018-10-14,4,False
2018-10-21,8,False
2018-10-28,4,False
2018-11-04,5,False
2018-11-11,4,False
2018-11-18,7,False
2018-11-25,6,False
2018-12-02,10,False
2018-12-09,6,False
2018-12-16,6,False
2018-12-23,10,False
2018-12-30,4,False
2019-01-06,7,False
2019-01-13,4,False
2019-01-20,7,False
2019-01-27,7,False
2019-02-03,5,False
2019-02-10,5,False
2019-02-17,7,False
2019-02-24,15,False
2019-03-03,5,False
2019-03-10,11,False
2019-03-17,14,False
2019-03-24,39,False
2019-03-31,32,False
2019-04-07,17,False
2019-04-14,31,False
2019-04-21,28,False
2019-04-28,26,False
2019-05-05,25,False
2019-05-12,24,False
2019-05-19,27,False
2019-05-26,72,False
2019-06-02,56,False
2019-06-09,43,False
2019-06-16,45,False
2019-06-23,75,False
2019-06-30,61,False
2019-07-07,47,False
2019-07-14,61,False
2019-07-21,54,False
2019-07-28,36,False
2019-08-04,37,False
2019-08-11,43,False
2019-08-18,36,False
2019-08-25,49,False
2019-09-01,16,False
2019-09-08,12,False
2019-09-15,21,False
2019-09-22,9,False
2019-09-29,10,False
2019-10-06,8,False
2019-10-13,3,False
2019-10-20,3,False
2019-10-27,7,False
2019-11-03,7,False
2019-11-10,4,False
2019-11-17,4,False
2019-11-24,6,False
2019-12-01,3,False
2019-12-08,7,False
2019-12-15,6,False
2019-12-22,9,False
2019-12-29,5,False
2020-01-05,5,False
2020-01-12,7,False
2020-01-19,9,False
2020-01-26,7,False
2020-02-02,7,False
2020-02-09,9,False
2020-02-16,13,False
2020-02-23,10,False
2020-03-01,8,False
2020-03-08,14,False
2020-03-15,25,False
2020-03-22,26,False
2020-03-29,34,False
2020-04-05,78,False
2020-04-12,89,False
2020-04-19,81,False
2020-04-26,40,False
2020-05-03,54,False
2020-05-10,42,False
2020-05-17,86,True
