date,Barbecue,isPartial
2018-01-07,9,False
2018-01-14,7,False
2018-01-21,5,False
2018-01-28,7,False
2018-02-04,7,False
2018-02-11,8,False
2018-02-18,11,False
2018-02-25,11,False
2018-03-04,11,False
2018-03-11,12,False
2018-03-18,17,False
2018-03-25,18,False
2018-04-01,33,False
2018-04-08,22,False
2018-04-15,47,False
2018-04-22,66,False
2018-04-29,34,False
2018-05-06,59,False
2018-05-13,31,False
2018-05-20,54,False
2018-05-27,35,False
2018-06-03,31,False
2018-06-10,36,False
2018-06-17,42,False
2018-06-24,53,False
2018-07-01,49,False
2018-07-08,46,False
2018-07-15,40,False
2018-07-22,44,False
2018-07-29,43,False
2018-08-05,38,False
2018-08-12,40,False
2018-08-19,38,False
2018-08-26,27,False
2018-09-02,27,False
2018-09-09,19,False
2018-09-16,20,False
2018-09-23,15,False
2018-09-30,13,False
2018-10-07,16,False
2018-10-14,8,False
2018-10-21,8,False
2018-10-28,8,False
2018-11-04,4,False
2018-11-11,8,False
2018-11-18,7,False
2018-11-25,8,False
2018-12-02,14,False
2018-12-09,6,False
2018-12-16,6,False
2018-12-23,7,False
2018-12-30,10,False
2019-01-06,5,False
2019-01-13,5,False
2019-01-20,4,False
2019-01-27,6,False
2019-02-03,9,False
2019-02-10,7,False
2019-02-17,19,False
2019-02-24,23,False
2019-03-03,20,False
2019-03-10,20,False
2019-03-17,24,False
2019-03-24,61,False
2019-03-31,30,False
2019-04-07,30,False
2019-04-14,28,False
2019-04-21,34,False
2019-04-28,45,False
2019-05-05,36,False
2019-05-12,35,False
2019-05-19,28,False
2019-05-26,44,False
2019-06-02,43,False
2019-06-09,42,False
2019-06-16,49,False
2019-06-23,65,False
2019-06-30,49,False
2019-07-07,41,False
2019-07-14,46,False
2019-07-21,43,False
2019-07-28,44,False
2019-08-04,40,False
2019-08-11,45,False
2019-08-18,39,False
2019-08-25,27,False
2019-09-01,21,False
2019-09-08,15,False
2019-09-15,16,False
2019-09-22,13,False
2019-09-29,12,False
2019-10-06,12,False
2019-10-13,7,False
2019-10-20,10,False
2019-10-27,7,False
2019-11-03,5,False
2019-11-10,8,False
2019-11-17,7,False
2019-11-24,5,False
2019-12-01,7,False
2019-12-08,5,False
2019-12-15,6,False
2019-12-22,8,False
2019-12-29,11,False
2020-01-05,8,False
2020-01-12,11,False
2020-01-19,8,False
2020-01-26,7,False
2020-02-02,13,False
2020-02-09,13,False
2020-02-16,13,False
2020-02-23,16,False
2020-03-01,9,False
2020-03-08,16,False
2020-03-15,23,False
2020-03-22,35,False
2020-03-29,36,False
2020-04-05,56,False
2020-04-12,66,False
2020-04-19,42,False
2020-04-26,45,False
2020-05-03,74,False
2020-05-10,49,False
2020-05-17,100,True
