date,Barbecue,isPartial
2018-01-07,5,False
2018-01-14,7,False
2018-01-21,8,False
2018-01-28,5,False
2018-02-04,5,False
2018-02-11,3,False
2018-02-18,6,False
2018-02-25,8,False
2018-03-04,8,False
2018-03-11,10,False
2018-03-18,14,False
2018-03-25,16,False
2018-04-01,30,False
2018-04-08,57,False
2018-04-15,68,False
2018-04-22,53,False
2018-04-29,59,False
2018-05-06,69,False
2018-05-13,37,False
2018-05-20,48,False
2018-05-27,44,False
2018-06-03,41,False
2018-06-10,34,False
2018-06-17,42,False
2018-06-24,36,False
2018-07-01,47,False
2018-07-08,50,False
2018-07-15,36,False
2018-07-22,47,False
2018-07-29,52,False
2018-08-05,48,False
2018-08-12,39,False
2018-08-19,32,False
2018-08-26,21,False
2018-09-02,15,False
2018-09-09,10,False
2018-09-16,8,False
2018-09-23,8,False
2018-09-30,6,False
2018-10-07,7,False
2018-10-14,8,False
2018-10-21,4,False
2018-10-28,6,False
2018-11-04,4,False
2018-11-11,4,False
2018-11-18,6,False
2018-11-25,5,False
2018-12-02,7,False
2018-12-09,4,False
2018-12-16,5,False
2018-12-23,3,False
2018-12-30,5,False
2019-01-06,6,False
2019-01-13,6,False
2019-01-20,5,False
2019-01-27,4,False
2019-02-03,4,False
2019-02-10,5,False
2019-02-17,12,False
2019-02-24,14,False
2019-03-03,13,False
2019-03-10,13,False
2019-03-17,27,False
2019-03-24,39,False
2019-03-31,29,False
2019-04-07,25,False
2019-04-14,44,False
2019-04-21,43,False
2019-04-28,38,False
2019-05-05,27,False
2019-05-12,40,False
2019-05-19,38,False
2019-05-26,53,False
2019-06-02,42,False
2019-06-09,46,False
2019-06-16,53,False
2019-06-23,66,False
2019-06-30,53,False
2019-07-07,42,False
2019-07-14,46,False
2019-07-21,42,False
2019-07-28,39,False
2019-08-04,39,False
2019-08-11,24,False
2019-08-18,29,False
2019-08-25,28,False
2019-09-01,15,False
2019-09-08,13,False
2019-09-15,13,False
2019-09-22,7,False
2019-09-29,4,False
2019-10-06,5,False
2019-10-13,3,False
2019-10-20,4,False
2019-10-27,4,False
2019-11-03,8,False
2019-11-10,5,False
2019-11-17,5,False
2019-11-24,5,False
2019-12-01,5,False
2019-12-08,4,False
2019-12-15,5,False
2019-12-22,6,False
2019-12-29,8,False
2020-01-05,6,False
2020-01-12,6,False
2020-01-19,4,False
2020-01-26,5,False
2020-02-02,5,False
2020-02-09,7,False
2020-02-16,8,False
2020-02-23,4,False
2020-03-01,8,False
2020-03-08,6,False
2020-03-15,18,False
2020-03-22,27,False
2020-03-29,38,False
2020-04-05,90,False
2020-04-12,72,False
2020-04-19,75,False
2020-04-26,49,False
2020-05-03,48,False
2020-05-10,48,False
2020-05-17,100,True
