date,Barbecue,isPartial
2018-01-07,7,False
2018-01-14,7,False
2018-01-21,6,False
2018-01-28,3,False
2018-02-04,4,False
2018-02-11,7,False
2018-02-18,8,False
2018-02-25,9,False
2018-03-04,13,False
2018-03-11,9,False
2018-03-18,9,False
2018-03-25,21,False
2018-04-01,27,False
2018-04-08,31,False
2018-04-15,92,False
2018-04-22,60,False
2018-04-29,57,False
2018-05-06,95,False
2018-05-13,39,False
2018-05-20,76,False
2018-05-27,45,False
2018-06-03,52,False
2018-06-10,44,False
2018-06-17,54,False
2018-06-24,64,False
2018-07-01,61,False
2018-07-08,51,False
2018-07-15,48,False
2018-07-22,58,False
2018-07-29,53,False
2018-08-05,49,False
2018-08-12,66,False
2018-08-19,34,False
2018-08-26,19,False
2018-09-02,24,False
2018-09-09,18,False
2018-09-16,12,False
2018-09-23,8,False
2018-09-30,9,False
2018-10-07,10,False
2018-10-14,5,False
2018-10-21,7,False
2018-10-28,6,False
2018-11-04,7,False
2018-11-11,4,False
2018-11-18,8,False
2018-11-25,10,False
2018-12-02,5,False
2018-12-09,5,False
2018-12-16,5,False
2018-12-23,8,False
2018-12-30,4,False
2019-01-06,5,False
2019-01-13,8,False
2019-01-20,10,False
2019-01-27,4,False
2019-02-03,10,False
2019-02-10,5,False
2019-02-17,23,False
2019-02-24,15,False
2019-03-03,11,False
2019-03-10,11,False
2019-03-17,23,False
2019-03-24,67,False
2019-03-31,36,False
2019-04-07,28,False
2019-04-14,41,False
2019-04-21,38,False
2019-04-28,33,False
2019-05-05,31,False
2019-05-12,32,False
2019-05-19,40,False
2019-05-26,80,False
2019-06-02,48,False
2019-06-09,41,False
2019-06-16,52,False
2019-06-23,66,False
2019-06-30,59,False
2019-07-07,60,False
2019-07-14,70,False
2019-07-21,55,False
2019-07-28,50,False
2019-08-04,51,False
2019-08-11,57,False
2019-08-18,39,False
2019-08-25,35,False
2019-09-01,12,False
2019-09-08,16,False
2019-09-15,16,False
2019-09-22,11,False
2019-09-29,8,False
2019-10-06,5,False
2019-10-13,5,False
2019-10-20,7,False
2019-10-27,6,False
2019-11-03,5,False
2019-11-10,6,False
2019-11-17,8,False
2019-11-24,7,False
2019-12-01,3,False
2019-12-08,8,False
2019-12-15,5,False
2019-12-22,9,False
2019-12-29,8,False
2020-01-05,9,False
2020-01-12,10,False
2020-01-19,6,False
2020-01-26,9,False
2020-02-02,7,False
2020-02-09,7,False
2020-02-16,11,False
2020-02-23,11,False
2020-03-01,9,False
2020-03-08,15,False
2020-03-15,27,False
2020-03-22,32,False
2020-03-29,36,False
2020-04-05,82,False
2020-04-12,69,False
2020-04-19,67,False
2020-04-26,44,False
2020-05-03,64,False
2020-05-10,54,False
2020-05-17,100,True
