date,Barbecue,isPartial
2018-01-07,5,False
2018-01-14,10,False
2018-01-21,5,False
2018-01-28,4,False
2018-02-04,7,False
2018-02-11,4,False
2018-02-18,8,False
2018-02-25,7,False
2018-03-04,15,False
2018-03-11,13,False
2018-03-18,15,False
2018-03-25,22,False
2018-04-01,33,False
2018-04-08,31,False
2018-04-15,75,False
2018-04-22,60,False
2018-04-29,64,False
2018-05-06,95,False
2018-05-13,45,False
2018-05-20,57,False
2018-05-27,34,False
2018-06-03,34,False
2018-06-10,33,False
2018-06-17,49,False
2018-06-24,55,False
2018-07-01,48,False
2018-07-08,61,False
2018-07-15,50,False
2018-07-22,51,False
2018-07-29,57,False
2018-08-05,52,False
2018-08-12,55,False
2018-08-19,36,False
2018-08-26,31,False
2018-09-02,24,False
2018-09-09,19,False
2018-09-16,10,False
2018-09-23,10,False
2018-09-30,8,False
2018-10-07,9,False
2018-10-14,6,False
2018-10-21,7,False
2018-10-28,4,False
2018-11-04,5,False
2018-11-11,7,False
2018-11-18,7,False
2018-11-25,9,False
2018-12-02,9,False
2018-12-09,8,False
2018-12-16,4,False
2018-12-23,8,False
2018-12-30,9,False
2019-01-06,3,False
2019-01-13,6,False
2019-01-20,5,False
2019-01-27,5,False
2019-02-03,5,False
2019-02-10,9,False
2019-02-17,18,False
2019-02-24,22,False
2019-03-03,15,False
2019-03-10,16,False
2019-03-17,27,False
2019-03-24,58,False
2019-03-31,43,False
2019-04-07,32,False
2019-04-14,50,False
2019-04-21,41,False
2019-04-28,35,False
2019-05-05,34,False
2019-05-12,35,False
2019-05-19,32,False
2019-05-26,59,False
2019-06-02,46,False
2019-06-09,40,False
2019-06-16,62,False
2019-06-23,68,False
2019-06-30,61,False
2019-07-07,55,False
2019-07-14,49,False
2019-07-21,44,False
2019-07-28,50,False
2019-08-04,49,False
2019-08-11,41,False
2019-08-18,44,False
2019-08-25,35,False
2019-09-01,26,False
2019-09-08,16,False
2019-09-15,21,False
2019-09-22,8,False
2019-09-29,7,False
2019-10-06,6,False
2019-10-13,7,False
2019-10-20,9,False
2019-10-27,5,False
2019-11-03,4,False
2019-11-10,7,False
2019-11-17,6,False
2019-11-24,5,False
2019-12-01,6,False
2019-12-08,2,False
2019-12-15,3,False
2019-12-22,9,False
2019-12-29,7,False
2020-01-05,6,False
2020-01-12,8,False
2020-01-19,7,False
2020-01-26,6,False
2020-02-02,6,False
2020-02-09,4,False
2020-02-16,8,False
2020-02-23,9,False
2020-03-01,13,False
2020-03-08,12,False
2020-03-15,30,False
2020-03-22,28,False
2020-03-29,37,False
2020-04-05,89,False
2020-04-12,78,False
2020-04-19,60,False
2020-04-26,46,False
2020-05-03,57,False
2020-05-10,45,False
2020-05-17,100,True
