date,Glastüren,isPartial
2018-01-07,21,False
2018-01-14,41,False
2018-01-21,41,False
2018-01-28,0,False
2018-02-04,49,False
2018-02-11,28,False
2018-02-18,31,False
2018-02-25,28,False
2018-03-04,41,False
2018-03-11,72,False
2018-03-18,42,False
2018-03-25,54,False
2018-04-01,35,False
2018-04-08,43,False
2018-04-15,54,False
2018-04-22,20,False
2018-04-29,32,False
2018-05-06,44,False
2018-05-13,21,False
2018-05-20,22,False
2018-05-27,20,False
2018-06-03,21,False
2018-06-10,27,False
2018-06-17,31,False
2018-06-24,31,False
2018-07-01,32,False
2018-07-08,22,False
2018-07-15,34,False
2018-07-22,22,False
2018-07-29,21,False
2018-08-05,39,False
2018-08-12,59,False
2018-08-19,40,False
2018-08-26,34,False
2018-09-02,41,False
2018-09-09,41,False
2018-09-16,41,False
2018-09-23,21,False
2018-09-30,50,False
2018-10-07,58,False
2018-10-14,52,False
2018-10-21,0,False
2018-10-28,47,False
2018-11-04,53,False
2018-11-11,41,False
2018-11-18,33,False
2018-11-25,34,False
2018-12-02,30,False
2018-12-09,41,False
2018-12-16,42,False
2018-12-23,34,False
2018-12-30,35,False
2019-01-06,29,False
2019-01-13,38,False
2019-01-20,48,False
2019-01-27,46,False
2019-02-03,39,False
2019-02-10,20,False
2019-02-17,49,False
2019-02-24,27,False
2019-03-03,26,False
2019-03-10,38,False
2019-03-17,50,False
2019-03-24,100,False
2019-03-31,20,False
2019-04-07,21,False
2019-04-14,33,False
2019-04-21,41,False
2019-04-28,33,False
2019-05-05,19,False
2019-05-12,26,False
2019-05-19,29,False
2019-05-26,40,False
2019-06-02,39,False
2019-06-09,49,False
2019-06-16,19,False
2019-06-23,20,False
2019-06-30,79,False
2019-07-07,27,False
2019-07-14,35,False
2019-07-21,22,False
2019-07-28,27,False
2019-08-04,20,False
2019-08-11,25,False
2019-08-18,29,False
2019-08-25,19,False
2019-09-01,37,False
2019-09-08,38,False
2019-09-15,19,False
2019-09-22,25,False
2019-09-29,19,False
2019-10-06,45,False
2019-10-13,28,False
2019-10-20,28,False
2019-10-27,49,False
2019-11-03,27,False
2019-11-10,36,False
2019-11-17,18,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,53,False
2019-12-15,18,False
2019-12-22,80,False
2019-12-29,37,False
2020-01-05,23,False
2020-01-12,22,False
2020-01-19,46,False
2020-01-26,43,False
2020-02-02,40,False
2020-02-09,28,False
2020-02-16,60,False
2020-02-23,28,False
2020-03-01,34,False
2020-03-08,27,False
2020-03-15,26,False
2020-03-22,21,False
2020-03-29,26,False
2020-04-05,35,False
2020-04-12,44,False
2020-04-19,24,False
2020-04-26,46,False
2020-05-03,21,False
2020-05-10,26,False
