date,Glastüren,isPartial
2018-01-07,58,False
2018-01-14,40,False
2018-01-21,40,False
2018-01-28,77,False
2018-02-04,79,False
2018-02-11,40,False
2018-02-18,81,False
2018-02-25,39,False
2018-03-04,40,False
2018-03-11,78,False
2018-03-18,39,False
2018-03-25,42,False
2018-04-01,0,False
2018-04-08,0,False
2018-04-15,41,False
2018-04-22,39,False
2018-04-29,0,False
2018-05-06,41,False
2018-05-13,0,False
2018-05-20,0,False
2018-05-27,51,False
2018-06-03,100,False
2018-06-10,0,False
2018-06-17,39,False
2018-06-24,40,False
2018-07-01,40,False
2018-07-08,41,False
2018-07-15,0,False
2018-07-22,42,False
2018-07-29,41,False
2018-08-05,38,False
2018-08-12,38,False
2018-08-19,57,False
2018-08-26,39,False
2018-09-02,0,False
2018-09-09,39,False
2018-09-16,39,False
2018-09-23,59,False
2018-09-30,0,False
2018-10-07,41,False
2018-10-14,40,False
2018-10-21,0,False
2018-10-28,55,False
2018-11-04,36,False
2018-11-11,0,False
2018-11-18,37,False
2018-11-25,76,False
2018-12-02,37,False
2018-12-09,38,False
2018-12-16,39,False
2018-12-23,43,False
2018-12-30,39,False
2019-01-06,36,False
2019-01-13,35,False
2019-01-20,47,False
2019-01-27,72,False
2019-02-03,36,False
2019-02-10,73,False
2019-02-17,39,False
2019-02-24,0,False
2019-03-03,36,False
2019-03-10,48,False
2019-03-17,76,False
2019-03-24,37,False
2019-03-31,38,False
2019-04-07,75,False
2019-04-14,40,False
2019-04-21,80,False
2019-04-28,71,False
2019-05-05,36,False
2019-05-12,37,False
2019-05-19,36,False
2019-05-26,0,False
2019-06-02,37,False
2019-06-09,37,False
2019-06-16,0,False
2019-06-23,38,False
2019-06-30,36,False
2019-07-07,0,False
2019-07-14,39,False
2019-07-21,0,False
2019-07-28,39,False
2019-08-04,0,False
2019-08-11,38,False
2019-08-18,38,False
2019-08-25,0,False
2019-09-01,36,False
2019-09-08,0,False
2019-09-15,0,False
2019-09-22,37,False
2019-09-29,0,False
2019-10-06,0,False
2019-10-13,37,False
2019-10-20,37,False
2019-10-27,51,False
2019-11-03,33,False
2019-11-10,34,False
2019-11-17,0,False
2019-11-24,0,False
2019-12-01,35,False
2019-12-08,0,False
2019-12-15,35,False
2019-12-22,58,False
2019-12-29,36,False
2020-01-05,32,False
2020-01-12,32,False
2020-01-19,49,False
2020-01-26,64,False
2020-02-02,64,False
2020-02-09,0,False
2020-02-16,50,False
2020-02-23,62,False
2020-03-01,0,False
2020-03-08,30,False
2020-03-15,29,False
2020-03-22,38,False
2020-03-29,0,False
2020-04-05,48,False
2020-04-12,0,False
2020-04-19,30,False
2020-04-26,29,False
2020-05-03,59,False
2020-05-10,45,False
