date,montaggio video,isPartial
2018-01-07,0,False
2018-01-14,57,False
2018-01-21,58,False
2018-01-28,57,False
2018-02-04,38,False
2018-02-11,42,False
2018-02-18,19,False
2018-02-25,56,False
2018-03-04,39,False
2018-03-11,20,False
2018-03-18,20,False
2018-03-25,41,False
2018-04-01,32,False
2018-04-08,0,False
2018-04-15,20,False
2018-04-22,31,False
2018-04-29,40,False
2018-05-06,19,False
2018-05-13,0,False
2018-05-20,30,False
2018-05-27,21,False
2018-06-03,72,False
2018-06-10,57,False
2018-06-17,59,False
2018-06-24,40,False
2018-07-01,40,False
2018-07-08,20,False
2018-07-15,41,False
2018-07-22,42,False
2018-07-29,31,False
2018-08-05,55,False
2018-08-12,47,False
2018-08-19,72,False
2018-08-26,0,False
2018-09-02,100,False
2018-09-09,40,False
2018-09-16,29,False
2018-09-23,39,False
2018-09-30,39,False
2018-10-07,21,False
2018-10-14,31,False
2018-10-21,20,False
2018-10-28,20,False
2018-11-04,40,False
2018-11-11,22,False
2018-11-18,31,False
2018-11-25,51,False
2018-12-02,43,False
2018-12-09,21,False
2018-12-16,21,False
2018-12-23,22,False
2018-12-30,21,False
2019-01-06,40,False
2019-01-13,0,False
2019-01-20,18,False
2019-01-27,19,False
2019-02-03,0,False
2019-02-10,29,False
2019-02-17,48,False
2019-02-24,39,False
2019-03-03,30,False
2019-03-10,29,False
2019-03-17,20,False
2019-03-24,30,False
2019-03-31,78,False
2019-04-07,20,False
2019-04-14,42,False
2019-04-21,42,False
2019-04-28,39,False
2019-05-05,29,False
2019-05-12,19,False
2019-05-19,38,False
2019-05-26,36,False
2019-06-02,40,False
2019-06-09,31,False
2019-06-16,20,False
2019-06-23,21,False
2019-06-30,65,False
2019-07-07,62,False
2019-07-14,63,False
2019-07-21,42,False
2019-07-28,21,False
2019-08-04,44,False
2019-08-11,36,False
2019-08-18,56,False
2019-08-25,60,False
2019-09-01,37,False
2019-09-08,19,False
2019-09-15,28,False
2019-09-22,18,False
2019-09-29,18,False
2019-10-06,47,False
2019-10-13,0,False
2019-10-20,27,False
2019-10-27,27,False
2019-11-03,26,False
2019-11-10,36,False
2019-11-17,27,False
2019-11-24,0,False
2019-12-01,19,False
2019-12-08,19,False
2019-12-15,0,False
2019-12-22,41,False
2019-12-29,20,False
2020-01-05,18,False
2020-01-12,18,False
2020-01-19,36,False
2020-01-26,53,False
2020-02-02,17,False
2020-02-09,27,False
2020-02-16,36,False
2020-02-23,17,False
2020-03-01,33,False
2020-03-08,48,False
2020-03-15,62,False
2020-03-22,43,False
2020-03-29,37,False
2020-04-05,94,False
2020-04-12,85,False
2020-04-19,71,False
2020-04-26,100,True
