date,montaggio video,isPartial
2018-01-07,22,False
2018-01-14,43,False
2018-01-21,64,False
2018-01-28,21,False
2018-02-04,63,False
2018-02-11,42,False
2018-02-18,21,False
2018-02-25,40,False
2018-03-04,21,False
2018-03-11,21,False
2018-03-18,32,False
2018-03-25,55,False
2018-04-01,23,False
2018-04-08,22,False
2018-04-15,22,False
2018-04-22,23,False
2018-04-29,32,False
2018-05-06,42,False
2018-05-13,22,False
2018-05-20,22,False
2018-05-27,22,False
2018-06-03,0,False
2018-06-10,42,False
2018-06-17,43,False
2018-06-24,22,False
2018-07-01,63,False
2018-07-08,32,False
2018-07-15,54,False
2018-07-22,22,False
2018-07-29,23,False
2018-08-05,48,False
2018-08-12,26,False
2018-08-19,24,False
2018-08-26,0,False
2018-09-02,84,False
2018-09-09,21,False
2018-09-16,63,False
2018-09-23,42,False
2018-09-30,21,False
2018-10-07,33,False
2018-10-14,22,False
2018-10-21,43,False
2018-10-28,21,False
2018-11-04,51,False
2018-11-11,0,False
2018-11-18,31,False
2018-11-25,42,False
2018-12-02,44,False
2018-12-09,22,False
2018-12-16,46,False
2018-12-23,28,False
2018-12-30,39,False
2019-01-06,33,False
2019-01-13,0,False
2019-01-20,21,False
2019-01-27,21,False
2019-02-03,42,False
2019-02-10,21,False
2019-02-17,0,False
2019-02-24,53,False
2019-03-03,43,False
2019-03-10,33,False
2019-03-17,43,False
2019-03-24,43,False
2019-03-31,43,False
2019-04-07,21,False
2019-04-14,66,False
2019-04-21,0,False
2019-04-28,44,False
2019-05-05,64,False
2019-05-12,20,False
2019-05-19,31,False
2019-05-26,20,False
2019-06-02,43,False
2019-06-09,64,False
2019-06-16,43,False
2019-06-23,44,False
2019-06-30,22,False
2019-07-07,0,False
2019-07-14,82,False
2019-07-21,21,False
2019-07-28,22,False
2019-08-04,23,False
2019-08-11,37,False
2019-08-18,43,False
2019-08-25,39,False
2019-09-01,28,False
2019-09-08,39,False
2019-09-15,19,False
2019-09-22,0,False
2019-09-29,49,False
2019-10-06,80,False
2019-10-13,20,False
2019-10-20,19,False
2019-10-27,39,False
2019-11-03,38,False
2019-11-10,48,False
2019-11-17,57,False
2019-11-24,28,False
2019-12-01,20,False
2019-12-08,20,False
2019-12-15,0,False
2019-12-22,24,False
2019-12-29,45,False
2020-01-05,39,False
2020-01-12,36,False
2020-01-19,27,False
2020-01-26,36,False
2020-02-02,27,False
2020-02-09,37,False
2020-02-16,27,False
2020-02-23,17,False
2020-03-01,25,False
2020-03-08,25,False
2020-03-15,100,False
2020-03-22,69,False
2020-03-29,63,False
2020-04-05,67,False
2020-04-12,67,False
2020-04-19,24,False
2020-04-26,0,True
