date,montaggio video,isPartial
2018-01-07,35,False
2018-01-14,71,False
2018-01-21,47,False
2018-01-28,0,False
2018-02-04,23,False
2018-02-11,71,False
2018-02-18,48,False
2018-02-25,23,False
2018-03-04,36,False
2018-03-11,72,False
2018-03-18,49,False
2018-03-25,25,False
2018-04-01,0,False
2018-04-08,25,False
2018-04-15,53,False
2018-04-22,0,False
2018-04-29,26,False
2018-05-06,25,False
2018-05-13,50,False
2018-05-20,25,False
2018-05-27,50,False
2018-06-03,25,False
2018-06-10,24,False
2018-06-17,50,False
2018-06-24,25,False
2018-07-01,24,False
2018-07-08,74,False
2018-07-15,62,False
2018-07-22,0,False
2018-07-29,50,False
2018-08-05,26,False
2018-08-12,28,False
2018-08-19,51,False
2018-08-26,24,False
2018-09-02,48,False
2018-09-09,37,False
2018-09-16,25,False
2018-09-23,100,False
2018-09-30,50,False
2018-10-07,26,False
2018-10-14,52,False
2018-10-21,0,False
2018-10-28,24,False
2018-11-04,24,False
2018-11-11,25,False
2018-11-18,74,False
2018-11-25,25,False
2018-12-02,52,False
2018-12-09,39,False
2018-12-16,0,False
2018-12-23,45,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,48,False
2019-01-20,35,False
2019-01-27,23,False
2019-02-03,23,False
2019-02-10,23,False
2019-02-17,47,False
2019-02-24,47,False
2019-03-03,24,False
2019-03-10,48,False
2019-03-17,49,False
2019-03-24,49,False
2019-03-31,47,False
2019-04-07,71,False
2019-04-14,24,False
2019-04-21,49,False
2019-04-28,0,False
2019-05-05,45,False
2019-05-12,68,False
2019-05-19,45,False
2019-05-26,22,False
2019-06-02,36,False
2019-06-09,0,False
2019-06-16,95,False
2019-06-23,24,False
2019-06-30,24,False
2019-07-07,48,False
2019-07-14,25,False
2019-07-21,37,False
2019-07-28,25,False
2019-08-04,26,False
2019-08-11,42,False
2019-08-18,50,False
2019-08-25,23,False
2019-09-01,33,False
2019-09-08,24,False
2019-09-15,0,False
2019-09-22,35,False
2019-09-29,45,False
2019-10-06,23,False
2019-10-13,45,False
2019-10-20,0,False
2019-10-27,22,False
2019-11-03,22,False
2019-11-10,65,False
2019-11-17,22,False
2019-11-24,22,False
2019-12-01,23,False
2019-12-08,23,False
2019-12-15,23,False
2019-12-22,65,False
2019-12-29,37,False
2020-01-05,44,False
2020-01-12,20,False
2020-01-19,21,False
2020-01-26,21,False
2020-02-02,41,False
2020-02-09,42,False
2020-02-16,53,False
2020-02-23,20,False
2020-03-01,20,False
2020-03-08,38,False
2020-03-15,48,False
2020-03-22,53,False
2020-03-29,64,False
2020-04-05,58,False
2020-04-12,38,False
2020-04-19,56,False
2020-04-26,48,True
