date,pisciniste,isPartial
2018-01-07,9,False
2018-01-14,13,False
2018-01-21,12,False
2018-01-28,12,False
2018-02-04,15,False
2018-02-11,15,False
2018-02-18,14,False
2018-02-25,9,False
2018-03-04,9,False
2018-03-11,18,False
2018-03-18,21,False
2018-03-25,18,False
2018-04-01,16,False
2018-04-08,22,False
2018-04-15,49,False
2018-04-22,54,False
2018-04-29,28,False
2018-05-06,27,False
2018-05-13,31,False
2018-05-20,20,False
2018-05-27,38,False
2018-06-03,14,False
2018-06-10,18,False
2018-06-17,35,False
2018-06-24,42,False
2018-07-01,31,False
2018-07-08,26,False
2018-07-15,40,False
2018-07-22,60,False
2018-07-29,48,False
2018-08-05,45,False
2018-08-12,39,False
2018-08-19,10,False
2018-08-26,39,False
2018-09-02,10,False
2018-09-09,35,False
2018-09-16,26,False
2018-09-23,19,False
2018-09-30,13,False
2018-10-07,19,False
2018-10-14,26,False
2018-10-21,30,False
2018-10-28,10,False
2018-11-04,16,False
2018-11-11,19,False
2018-11-18,9,False
2018-11-25,10,False
2018-12-02,14,False
2018-12-09,24,False
2018-12-16,10,False
2018-12-23,14,False
2018-12-30,20,False
2019-01-06,27,False
2019-01-13,0,False
2019-01-20,9,False
2019-01-27,17,False
2019-02-03,21,False
2019-02-10,23,False
2019-02-17,16,False
2019-02-24,0,False
2019-03-03,26,False
2019-03-10,15,False
2019-03-17,22,False
2019-03-24,9,False
2019-03-31,22,False
2019-04-07,23,False
2019-04-14,18,False
2019-04-21,15,False
2019-04-28,26,False
2019-05-05,23,False
2019-05-12,26,False
2019-05-19,14,False
2019-05-26,52,False
2019-06-02,46,False
2019-06-09,30,False
2019-06-16,21,False
2019-06-23,53,False
2019-06-30,59,False
2019-07-07,29,False
2019-07-14,35,False
2019-07-21,48,False
2019-07-28,25,False
2019-08-04,37,False
2019-08-11,33,False
2019-08-18,17,False
2019-08-25,37,False
2019-09-01,22,False
2019-09-08,17,False
2019-09-15,25,False
2019-09-22,17,False
2019-09-29,31,False
2019-10-06,20,False
2019-10-13,30,False
2019-10-20,20,False
2019-10-27,27,False
2019-11-03,13,False
2019-11-10,16,False
2019-11-17,11,False
2019-11-24,8,False
2019-12-01,8,False
2019-12-08,8,False
2019-12-15,16,False
2019-12-22,17,False
2019-12-29,17,False
2020-01-05,13,False
2020-01-12,15,False
2020-01-19,15,False
2020-01-26,30,False
2020-02-02,18,False
2020-02-09,17,False
2020-02-16,12,False
2020-02-23,17,False
2020-03-01,15,False
2020-03-08,12,False
2020-03-15,7,False
2020-03-22,20,False
2020-03-29,18,False
2020-04-05,53,False
2020-04-12,39,False
2020-04-19,70,False
2020-04-26,31,False
2020-05-03,42,False
2020-05-10,27,False
2020-05-17,77,False
2020-05-24,100,False
2020-05-31,39,False
2020-06-07,51,False
2020-06-14,34,False
2020-06-21,81,True
