date,pisciniste,isPartial
2018-01-07,0,False
2018-01-14,18,False
2018-01-21,18,False
2018-01-28,0,False
2018-02-04,17,False
2018-02-11,36,False
2018-02-18,19,False
2018-02-25,17,False
2018-03-04,0,False
2018-03-11,18,False
2018-03-18,0,False
2018-03-25,18,False
2018-04-01,0,False
2018-04-08,19,False
2018-04-15,30,False
2018-04-22,35,False
2018-04-29,38,False
2018-05-06,36,False
2018-05-13,27,False
2018-05-20,58,False
2018-05-27,19,False
2018-06-03,19,False
2018-06-10,0,False
2018-06-17,0,False
2018-06-24,63,False
2018-07-01,33,False
2018-07-08,31,False
2018-07-15,42,False
2018-07-22,51,False
2018-07-29,60,False
2018-08-05,39,False
2018-08-12,72,False
2018-08-19,33,False
2018-08-26,30,False
2018-09-02,21,False
2018-09-09,0,False
2018-09-16,21,False
2018-09-23,21,False
2018-09-30,0,False
2018-10-07,42,False
2018-10-14,36,False
2018-10-21,42,False
2018-10-28,0,False
2018-11-04,0,False
2018-11-11,0,False
2018-11-18,20,False
2018-11-25,20,False
2018-12-02,21,False
2018-12-09,0,False
2018-12-16,21,False
2018-12-23,0,False
2018-12-30,22,False
2019-01-06,20,False
2019-01-13,0,False
2019-01-20,20,False
2019-01-27,29,False
2019-02-03,20,False
2019-02-10,31,False
2019-02-17,0,False
2019-02-24,21,False
2019-03-03,20,False
2019-03-10,20,False
2019-03-17,21,False
2019-03-24,21,False
2019-03-31,20,False
2019-04-07,21,False
2019-04-14,31,False
2019-04-21,20,False
2019-04-28,0,False
2019-05-05,19,False
2019-05-12,40,False
2019-05-19,20,False
2019-05-26,0,False
2019-06-02,19,False
2019-06-09,39,False
2019-06-16,27,False
2019-06-23,59,False
2019-06-30,26,False
2019-07-07,32,False
2019-07-14,45,False
2019-07-21,37,False
2019-07-28,45,False
2019-08-04,18,False
2019-08-11,17,False
2019-08-18,18,False
2019-08-25,27,False
2019-09-01,26,False
2019-09-08,26,False
2019-09-15,25,False
2019-09-22,0,False
2019-09-29,19,False
2019-10-06,19,False
2019-10-13,0,False
2019-10-20,27,False
2019-10-27,0,False
2019-11-03,18,False
2019-11-10,18,False
2019-11-17,18,False
2019-11-24,17,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,19,False
2020-01-05,35,False
2020-01-12,34,False
2020-01-19,18,False
2020-01-26,34,False
2020-02-02,44,False
2020-02-09,17,False
2020-02-16,17,False
2020-02-23,17,False
2020-03-01,17,False
2020-03-08,0,False
2020-03-15,15,False
2020-03-22,14,False
2020-03-29,14,False
2020-04-05,21,False
2020-04-12,37,False
2020-04-19,19,False
2020-04-26,27,False
2020-05-03,35,False
2020-05-10,30,False
2020-05-17,100,False
2020-05-24,74,False
2020-05-31,25,False
2020-06-07,45,False
2020-06-14,21,False
2020-06-21,60,True
