date,pisciniste,isPartial
2018-01-07,35,False
2018-01-14,0,False
2018-01-21,0,False
2018-01-28,34,False
2018-02-04,0,False
2018-02-11,0,False
2018-02-18,35,False
2018-02-25,0,False
2018-03-04,0,False
2018-03-11,0,False
2018-03-18,33,False
2018-03-25,0,False
2018-04-01,84,False
2018-04-08,0,False
2018-04-15,36,False
2018-04-22,0,False
2018-04-29,32,False
2018-05-06,34,False
2018-05-13,33,False
2018-05-20,0,False
2018-05-27,0,False
2018-06-03,0,False
2018-06-10,33,False
2018-06-17,0,False
2018-06-24,36,False
2018-07-01,35,False
2018-07-08,0,False
2018-07-15,37,False
2018-07-22,36,False
2018-07-29,72,False
2018-08-05,53,False
2018-08-12,36,False
2018-08-19,0,False
2018-08-26,52,False
2018-09-02,0,False
2018-09-09,35,False
2018-09-16,0,False
2018-09-23,34,False
2018-09-30,35,False
2018-10-07,0,False
2018-10-14,0,False
2018-10-21,0,False
2018-10-28,32,False
2018-11-04,0,False
2018-11-11,33,False
2018-11-18,0,False
2018-11-25,31,False
2018-12-02,32,False
2018-12-09,33,False
2018-12-16,33,False
2018-12-23,0,False
2018-12-30,67,False
2019-01-06,0,False
2019-01-13,32,False
2019-01-20,30,False
2019-01-27,30,False
2019-02-03,62,False
2019-02-10,0,False
2019-02-17,34,False
2019-02-24,65,False
2019-03-03,31,False
2019-03-10,0,False
2019-03-17,33,False
2019-03-24,33,False
2019-03-31,48,False
2019-04-07,0,False
2019-04-14,0,False
2019-04-21,33,False
2019-04-28,31,False
2019-05-05,31,False
2019-05-12,0,False
2019-05-19,31,False
2019-05-26,0,False
2019-06-02,0,False
2019-06-09,30,False
2019-06-16,32,False
2019-06-23,66,False
2019-06-30,63,False
2019-07-07,48,False
2019-07-14,65,False
2019-07-21,100,False
2019-07-28,33,False
2019-08-04,100,False
2019-08-11,32,False
2019-08-18,64,False
2019-08-25,0,False
2019-09-01,61,False
2019-09-08,31,False
2019-09-15,0,False
2019-09-22,29,False
2019-09-29,43,False
2019-10-06,0,False
2019-10-13,0,False
2019-10-20,30,False
2019-10-27,56,False
2019-11-03,28,False
2019-11-10,28,False
2019-11-17,29,False
2019-11-24,0,False
2019-12-01,57,False
2019-12-08,28,False
2019-12-15,28,False
2019-12-22,30,False
2019-12-29,29,False
2020-01-05,41,False
2020-01-12,27,False
2020-01-19,28,False
2020-01-26,0,False
2020-02-02,28,False
2020-02-09,0,False
2020-02-16,28,False
2020-02-23,0,False
2020-03-01,40,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,23,False
2020-04-05,47,False
2020-04-12,24,False
2020-04-19,23,False
2020-04-26,22,False
2020-05-03,23,False
2020-05-10,49,False
2020-05-17,53,False
2020-05-24,77,False
2020-05-31,84,False
2020-06-07,37,False
2020-06-14,50,False
2020-06-21,0,True
