date,pisciniste,isPartial
2018-01-07,11,False
2018-01-14,0,False
2018-01-21,0,False
2018-01-28,0,False
2018-02-04,0,False
2018-02-11,0,False
2018-02-18,0,False
2018-02-25,0,False
2018-03-04,0,False
2018-03-11,0,False
2018-03-18,11,False
2018-03-25,0,False
2018-04-01,0,False
2018-04-08,47,False
2018-04-15,18,False
2018-04-22,12,False
2018-04-29,0,False
2018-05-06,16,False
2018-05-13,11,False
2018-05-20,0,False
2018-05-27,11,False
2018-06-03,0,False
2018-06-10,22,False
2018-06-17,12,False
2018-06-24,12,False
2018-07-01,12,False
2018-07-08,12,False
2018-07-15,13,False
2018-07-22,13,False
2018-07-29,13,False
2018-08-05,26,False
2018-08-12,13,False
2018-08-19,25,False
2018-08-26,12,False
2018-09-02,0,False
2018-09-09,24,False
2018-09-16,0,False
2018-09-23,0,False
2018-09-30,0,False
2018-10-07,18,False
2018-10-14,12,False
2018-10-21,0,False
2018-10-28,0,False
2018-11-04,0,False
2018-11-11,12,False
2018-11-18,11,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,12,False
2018-12-16,12,False
2018-12-23,12,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,0,False
2019-01-20,11,False
2019-01-27,0,False
2019-02-03,11,False
2019-02-10,0,False
2019-02-17,12,False
2019-02-24,11,False
2019-03-03,11,False
2019-03-10,0,False
2019-03-17,12,False
2019-03-24,0,False
2019-03-31,0,False
2019-04-07,12,False
2019-04-14,0,False
2019-04-21,19,False
2019-04-28,11,False
2019-05-05,0,False
2019-05-12,29,False
2019-05-19,11,False
2019-05-26,11,False
2019-06-02,11,False
2019-06-09,0,False
2019-06-16,12,False
2019-06-23,12,False
2019-06-30,23,False
2019-07-07,11,False
2019-07-14,24,False
2019-07-21,25,False
2019-07-28,12,False
2019-08-04,13,False
2019-08-11,12,False
2019-08-18,12,False
2019-08-25,17,False
2019-09-01,11,False
2019-09-08,11,False
2019-09-15,11,False
2019-09-22,11,False
2019-09-29,0,False
2019-10-06,10,False
2019-10-13,31,False
2019-10-20,11,False
2019-10-27,0,False
2019-11-03,0,False
2019-11-10,10,False
2019-11-17,20,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,10,False
2019-12-15,0,False
2019-12-22,10,False
2019-12-29,0,False
2020-01-05,0,False
2020-01-12,9,False
2020-01-19,0,False
2020-01-26,0,False
2020-02-02,10,False
2020-02-09,0,False
2020-02-16,10,False
2020-02-23,9,False
2020-03-01,9,False
2020-03-08,0,False
2020-03-15,12,False
2020-03-22,16,False
2020-03-29,0,False
2020-04-05,12,False
2020-04-12,16,False
2020-04-19,16,False
2020-04-26,15,False
2020-05-03,19,False
2020-05-10,24,False
2020-05-17,26,False
2020-05-24,26,False
2020-05-31,19,False
2020-06-07,16,False
2020-06-14,26,False
2020-06-21,100,True
