date,Dj Hochzeit,isPartial
2018-01-07,38,False
2018-01-14,19,False
2018-01-21,19,False
2018-01-28,19,False
2018-02-04,19,False
2018-02-11,19,False
2018-02-18,39,False
2018-02-25,39,False
2018-03-04,0,False
2018-03-11,39,False
2018-03-18,0,False
2018-03-25,20,False
2018-04-01,31,False
2018-04-08,20,False
2018-04-15,0,False
2018-04-22,30,False
2018-04-29,20,False
2018-05-06,41,False
2018-05-13,0,False
2018-05-20,0,False
2018-05-27,0,False
2018-06-03,0,False
2018-06-10,0,False
2018-06-17,29,False
2018-06-24,39,False
2018-07-01,19,False
2018-07-08,19,False
2018-07-15,39,False
2018-07-22,20,False
2018-07-29,31,False
2018-08-05,21,False
2018-08-12,43,False
2018-08-19,65,False
2018-08-26,32,False
2018-09-02,31,False
2018-09-09,40,False
2018-09-16,79,False
2018-09-23,100,False
2018-09-30,20,False
2018-10-07,49,False
2018-10-14,19,False
2018-10-21,19,False
2018-10-28,19,False
2018-11-04,28,False
2018-11-11,38,False
2018-11-18,54,False
2018-11-25,37,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,29,False
2018-12-23,22,False
2018-12-30,20,False
2019-01-06,72,False
2019-01-13,53,False
2019-01-20,70,False
2019-01-27,35,False
2019-02-03,36,False
2019-02-10,27,False
2019-02-17,18,False
2019-02-24,0,False
2019-03-03,18,False
2019-03-10,44,False
2019-03-17,37,False
2019-03-24,37,False
2019-03-31,36,False
2019-04-07,0,False
2019-04-14,0,False
2019-04-21,39,False
2019-04-28,36,False
2019-05-05,18,False
2019-05-12,36,False
2019-05-19,18,False
2019-05-26,28,False
2019-06-02,18,False
2019-06-09,29,False
2019-06-16,29,False
2019-06-23,37,False
2019-06-30,0,False
2019-07-07,35,False
2019-07-14,18,False
2019-07-21,39,False
2019-07-28,19,False
2019-08-04,41,False
2019-08-11,20,False
2019-08-18,30,False
2019-08-25,30,False
2019-09-01,19,False
2019-09-08,28,False
2019-09-15,37,False
2019-09-22,54,False
2019-09-29,36,False
2019-10-06,26,False
2019-10-13,52,False
2019-10-20,34,False
2019-10-27,26,False
2019-11-03,25,False
2019-11-10,17,False
2019-11-17,34,False
2019-11-24,16,False
2019-12-01,17,False
2019-12-08,34,False
2019-12-15,17,False
2019-12-22,39,False
2019-12-29,19,False
2020-01-05,25,False
2020-01-12,48,False
2020-01-19,33,False
2020-01-26,40,False
2020-02-02,16,False
2020-02-09,32,False
2020-02-16,34,False
2020-02-23,24,False
2020-03-01,39,False
2020-03-08,37,False
2020-03-15,14,False
2020-03-22,21,False
2020-03-29,14,False
2020-04-05,16,False
2020-04-12,0,True
