date,Dj Hochzeit,isPartial
2018-01-07,74,False
2018-01-14,36,False
2018-01-21,37,False
2018-01-28,100,False
2018-02-04,47,False
2018-02-11,19,False
2018-02-18,74,False
2018-02-25,55,False
2018-03-04,28,False
2018-03-11,46,False
2018-03-18,37,False
2018-03-25,0,False
2018-04-01,49,False
2018-04-08,37,False
2018-04-15,38,False
2018-04-22,54,False
2018-04-29,66,False
2018-05-06,39,False
2018-05-13,55,False
2018-05-20,20,False
2018-05-27,37,False
2018-06-03,37,False
2018-06-10,18,False
2018-06-17,36,False
2018-06-24,19,False
2018-07-01,0,False
2018-07-08,44,False
2018-07-15,19,False
2018-07-22,0,False
2018-07-29,59,False
2018-08-05,39,False
2018-08-12,39,False
2018-08-19,38,False
2018-08-26,37,False
2018-09-02,28,False
2018-09-09,66,False
2018-09-16,37,False
2018-09-23,19,False
2018-09-30,38,False
2018-10-07,47,False
2018-10-14,86,False
2018-10-21,28,False
2018-10-28,73,False
2018-11-04,53,False
2018-11-11,27,False
2018-11-18,17,False
2018-11-25,0,False
2018-12-02,18,False
2018-12-09,18,False
2018-12-16,36,False
2018-12-23,42,False
2018-12-30,57,False
2019-01-06,77,False
2019-01-13,51,False
2019-01-20,76,False
2019-01-27,17,False
2019-02-03,43,False
2019-02-10,61,False
2019-02-17,61,False
2019-02-24,45,False
2019-03-03,26,False
2019-03-10,25,False
2019-03-17,54,False
2019-03-24,98,False
2019-03-31,17,False
2019-04-07,27,False
2019-04-14,58,False
2019-04-21,37,False
2019-04-28,62,False
2019-05-05,34,False
2019-05-12,44,False
2019-05-19,78,False
2019-05-26,54,False
2019-06-02,26,False
2019-06-09,53,False
2019-06-16,36,False
2019-06-23,36,False
2019-06-30,70,False
2019-07-07,96,False
2019-07-14,18,False
2019-07-21,20,False
2019-07-28,29,False
2019-08-04,0,False
2019-08-11,47,False
2019-08-18,46,False
2019-08-25,53,False
2019-09-01,44,False
2019-09-08,26,False
2019-09-15,53,False
2019-09-22,69,False
2019-09-29,78,False
2019-10-06,42,False
2019-10-13,34,False
2019-10-20,17,False
2019-10-27,34,False
2019-11-03,24,False
2019-11-10,65,False
2019-11-17,72,False
2019-11-24,31,False
2019-12-01,41,False
2019-12-08,32,False
2019-12-15,16,False
2019-12-22,38,False
2019-12-29,36,False
2020-01-05,32,False
2020-01-12,60,False
2020-01-19,39,False
2020-01-26,84,False
2020-02-02,68,False
2020-02-09,60,False
2020-02-16,23,False
2020-02-23,44,False
2020-03-01,45,False
2020-03-08,21,False
2020-03-15,35,False
2020-03-22,21,False
2020-03-29,35,False
2020-04-05,46,False
2020-04-12,0,True
