date,portes,isPartial
2018-01-07,37,False
2018-01-14,25,False
2018-01-21,24,False
2018-01-28,25,False
2018-02-04,49,False
2018-02-11,51,False
2018-02-18,51,False
2018-02-25,37,False
2018-03-04,36,False
2018-03-11,42,False
2018-03-18,61,False
2018-03-25,37,False
2018-04-01,25,False
2018-04-08,24,False
2018-04-15,100,False
2018-04-22,25,False
2018-04-29,88,False
2018-05-06,49,False
2018-05-13,41,False
2018-05-20,25,False
2018-05-27,24,False
2018-06-03,48,False
2018-06-10,24,False
2018-06-17,52,False
2018-06-24,40,False
2018-07-01,26,False
2018-07-08,25,False
2018-07-15,26,False
2018-07-22,27,False
2018-07-29,39,False
2018-08-05,40,False
2018-08-12,0,False
2018-08-19,38,False
2018-08-26,71,False
2018-09-02,61,False
2018-09-09,44,False
2018-09-16,26,False
2018-09-23,50,False
2018-09-30,77,False
2018-10-07,38,False
2018-10-14,50,False
2018-10-21,25,False
2018-10-28,34,False
2018-11-04,36,False
2018-11-11,37,False
2018-11-18,71,False
2018-11-25,25,False
2018-12-02,25,False
2018-12-09,56,False
2018-12-16,24,False
2018-12-23,26,False
2018-12-30,0,False
2019-01-06,36,False
2019-01-13,36,False
2019-01-20,53,False
2019-01-27,39,False
2019-02-03,37,False
2019-02-10,61,False
2019-02-17,24,False
2019-02-24,23,False
2019-03-03,35,False
2019-03-10,47,False
2019-03-17,24,False
2019-03-24,36,False
2019-03-31,23,False
2019-04-07,36,False
2019-04-14,34,False
2019-04-21,23,False
2019-04-28,34,False
2019-05-05,0,False
2019-05-12,35,False
2019-05-19,46,False
2019-05-26,46,False
2019-06-02,23,False
2019-06-09,58,False
2019-06-16,47,False
2019-06-23,0,False
2019-06-30,48,False
2019-07-07,79,False
2019-07-14,0,False
2019-07-21,36,False
2019-07-28,36,False
2019-08-04,33,False
2019-08-11,21,False
2019-08-18,28,False
2019-08-25,21,False
2019-09-01,44,False
2019-09-08,22,False
2019-09-15,29,False
2019-09-22,22,False
2019-09-29,44,False
2019-10-06,32,False
2019-10-13,21,False
2019-10-20,21,False
2019-10-27,20,False
2019-11-03,27,False
2019-11-10,20,False
2019-11-17,41,False
2019-11-24,50,False
2019-12-01,21,False
2019-12-08,43,False
2019-12-15,28,False
2019-12-22,21,False
2019-12-29,42,False
2020-01-05,21,False
2020-01-12,39,False
2020-01-19,20,False
2020-01-26,39,False
2020-02-02,0,False
2020-02-09,60,False
2020-02-16,20,False
2020-02-23,40,False
2020-03-01,75,False
2020-03-08,19,False
2020-03-15,18,False
2020-03-22,34,False
2020-03-29,17,False
2020-04-05,24,False
2020-04-12,34,False
2020-04-19,57,False
2020-04-26,17,False
2020-05-03,51,False
2020-05-10,39,False
2020-05-17,33,True
