date,magia,isPartial
2018-01-07,68,False
2018-01-14,0,False
2018-01-21,77,False
2018-01-28,33,False
2018-02-04,23,False
2018-02-11,67,False
2018-02-18,34,False
2018-02-25,58,False
2018-03-04,0,False
2018-03-11,22,False
2018-03-18,45,False
2018-03-25,85,False
2018-04-01,43,False
2018-04-08,22,False
2018-04-15,23,False
2018-04-22,43,False
2018-04-29,91,False
2018-05-06,77,False
2018-05-13,23,False
2018-05-20,67,False
2018-05-27,44,False
2018-06-03,76,False
2018-06-10,42,False
2018-06-17,45,False
2018-06-24,67,False
2018-07-01,74,False
2018-07-08,41,False
2018-07-15,39,False
2018-07-22,69,False
2018-07-29,39,False
2018-08-05,36,False
2018-08-12,100,False
2018-08-19,84,False
2018-08-26,40,False
2018-09-02,41,False
2018-09-09,65,False
2018-09-16,33,False
2018-09-23,44,False
2018-09-30,34,False
2018-10-07,55,False
2018-10-14,22,False
2018-10-21,34,False
2018-10-28,58,False
2018-11-04,22,False
2018-11-11,91,False
2018-11-18,33,False
2018-11-25,22,False
2018-12-02,33,False
2018-12-09,0,False
2018-12-16,34,False
2018-12-23,25,False
2018-12-30,24,False
2019-01-06,33,False
2019-01-13,54,False
2019-01-20,60,False
2019-01-27,21,False
2019-02-03,55,False
2019-02-10,55,False
2019-02-17,33,False
2019-02-24,46,False
2019-03-03,0,False
2019-03-10,22,False
2019-03-17,86,False
2019-03-24,90,False
2019-03-31,44,False
2019-04-07,22,False
2019-04-14,20,False
2019-04-21,22,False
2019-04-28,63,False
2019-05-05,54,False
2019-05-12,53,False
2019-05-19,52,False
2019-05-26,41,False
2019-06-02,60,False
2019-06-09,51,False
2019-06-16,54,False
2019-06-23,32,False
2019-06-30,20,False
2019-07-07,29,False
2019-07-14,0,False
2019-07-21,28,False
2019-07-28,29,False
2019-08-04,35,False
2019-08-11,51,False
2019-08-18,51,False
2019-08-25,18,False
2019-09-01,38,False
2019-09-08,40,False
2019-09-15,41,False
2019-09-22,30,False
2019-09-29,40,False
2019-10-06,50,False
2019-10-13,59,False
2019-10-20,30,False
2019-10-27,20,False
2019-11-03,19,False
2019-11-10,57,False
2019-11-17,29,False
2019-11-24,56,False
2019-12-01,39,False
2019-12-08,50,False
2019-12-15,19,False
2019-12-22,42,False
2019-12-29,20,False
2020-01-05,49,False
2020-01-12,36,False
2020-01-19,37,False
2020-01-26,47,False
2020-02-02,37,False
2020-02-09,37,False
2020-02-16,47,False
2020-02-23,46,False
2020-03-01,18,False
2020-03-08,0,False
2020-03-15,89,False
2020-03-22,54,False
2020-03-29,31,False
2020-04-05,62,False
2020-04-12,28,True
