date,sarta,isPartial
2018-01-07,36,False
2018-01-14,27,False
2018-01-21,18,False
2018-01-28,26,False
2018-02-04,35,False
2018-02-11,54,False
2018-02-18,36,False
2018-02-25,45,False
2018-03-04,37,False
2018-03-11,55,False
2018-03-18,19,False
2018-03-25,29,False
2018-04-01,40,False
2018-04-08,19,False
2018-04-15,20,False
2018-04-22,20,False
2018-04-29,29,False
2018-05-06,86,False
2018-05-13,57,False
2018-05-20,29,False
2018-05-27,29,False
2018-06-03,0,False
2018-06-10,37,False
2018-06-17,38,False
2018-06-24,19,False
2018-07-01,19,False
2018-07-08,28,False
2018-07-15,57,False
2018-07-22,39,False
2018-07-29,39,False
2018-08-05,20,False
2018-08-12,21,False
2018-08-19,39,False
2018-08-26,36,False
2018-09-02,18,False
2018-09-09,28,False
2018-09-16,19,False
2018-09-23,38,False
2018-09-30,47,False
2018-10-07,39,False
2018-10-14,19,False
2018-10-21,29,False
2018-10-28,27,False
2018-11-04,37,False
2018-11-11,39,False
2018-11-18,38,False
2018-11-25,76,False
2018-12-02,40,False
2018-12-09,40,False
2018-12-16,21,False
2018-12-23,0,False
2018-12-30,20,False
2019-01-06,56,False
2019-01-13,18,False
2019-01-20,26,False
2019-01-27,26,False
2019-02-03,35,False
2019-02-10,27,False
2019-02-17,36,False
2019-02-24,54,False
2019-03-03,0,False
2019-03-10,18,False
2019-03-17,18,False
2019-03-24,28,False
2019-03-31,72,False
2019-04-07,18,False
2019-04-14,19,False
2019-04-21,47,False
2019-04-28,26,False
2019-05-05,17,False
2019-05-12,26,False
2019-05-19,51,False
2019-05-26,34,False
2019-06-02,36,False
2019-06-09,36,False
2019-06-16,27,False
2019-06-23,19,False
2019-06-30,27,False
2019-07-07,55,False
2019-07-14,38,False
2019-07-21,57,False
2019-07-28,28,False
2019-08-04,100,False
2019-08-11,22,False
2019-08-18,39,False
2019-08-25,44,False
2019-09-01,25,False
2019-09-08,54,False
2019-09-15,54,False
2019-09-22,35,False
2019-09-29,35,False
2019-10-06,52,False
2019-10-13,17,False
2019-10-20,43,False
2019-10-27,34,False
2019-11-03,17,False
2019-11-10,42,False
2019-11-17,41,False
2019-11-24,42,False
2019-12-01,26,False
2019-12-08,44,False
2019-12-15,35,False
2019-12-22,39,False
2019-12-29,0,False
2020-01-05,42,False
2020-01-12,55,False
2020-01-19,32,False
2020-01-26,32,False
2020-02-02,32,False
2020-02-09,32,False
2020-02-16,40,False
2020-02-23,31,False
2020-03-01,45,False
2020-03-08,14,False
2020-03-15,0,False
2020-03-22,27,False
2020-03-29,14,False
2020-04-05,15,False
2020-04-12,45,False
2020-04-19,28,False
2020-04-26,0,True
