date,sarta,isPartial
2018-01-07,50,False
2018-01-14,33,False
2018-01-21,33,False
2018-01-28,34,False
2018-02-04,41,False
2018-02-11,17,False
2018-02-18,26,False
2018-02-25,17,False
2018-03-04,26,False
2018-03-11,27,False
2018-03-18,0,False
2018-03-25,19,False
2018-04-01,20,False
2018-04-08,26,False
2018-04-15,27,False
2018-04-22,38,False
2018-04-29,18,False
2018-05-06,37,False
2018-05-13,18,False
2018-05-20,18,False
2018-05-27,19,False
2018-06-03,56,False
2018-06-10,25,False
2018-06-17,35,False
2018-06-24,44,False
2018-07-01,18,False
2018-07-08,53,False
2018-07-15,73,False
2018-07-22,18,False
2018-07-29,26,False
2018-08-05,33,False
2018-08-12,0,False
2018-08-19,16,False
2018-08-26,68,False
2018-09-02,34,False
2018-09-09,35,False
2018-09-16,25,False
2018-09-23,34,False
2018-09-30,43,False
2018-10-07,35,False
2018-10-14,27,False
2018-10-21,18,False
2018-10-28,17,False
2018-11-04,0,False
2018-11-11,55,False
2018-11-18,18,False
2018-11-25,27,False
2018-12-02,38,False
2018-12-09,28,False
2018-12-16,39,False
2018-12-23,20,False
2018-12-30,18,False
2019-01-06,0,False
2019-01-13,17,False
2019-01-20,33,False
2019-01-27,42,False
2019-02-03,33,False
2019-02-10,100,False
2019-02-17,25,False
2019-02-24,51,False
2019-03-03,36,False
2019-03-10,26,False
2019-03-17,26,False
2019-03-24,17,False
2019-03-31,0,False
2019-04-07,17,False
2019-04-14,53,False
2019-04-21,18,False
2019-04-28,17,False
2019-05-05,34,False
2019-05-12,33,False
2019-05-19,34,False
2019-05-26,24,False
2019-06-02,17,False
2019-06-09,36,False
2019-06-16,0,False
2019-06-23,44,False
2019-06-30,54,False
2019-07-07,53,False
2019-07-14,34,False
2019-07-21,54,False
2019-07-28,17,False
2019-08-04,43,False
2019-08-11,26,False
2019-08-18,16,False
2019-08-25,47,False
2019-09-01,23,False
2019-09-08,16,False
2019-09-15,0,False
2019-09-22,16,False
2019-09-29,33,False
2019-10-06,16,False
2019-10-13,17,False
2019-10-20,40,False
2019-10-27,16,False
2019-11-03,32,False
2019-11-10,0,False
2019-11-17,42,False
2019-11-24,17,False
2019-12-01,17,False
2019-12-08,34,False
2019-12-15,35,False
2019-12-22,19,False
2019-12-29,44,False
2020-01-05,50,False
2020-01-12,16,False
2020-01-19,48,False
2020-01-26,16,False
2020-02-02,23,False
2020-02-09,32,False
2020-02-16,16,False
2020-02-23,16,False
2020-03-01,15,False
2020-03-08,21,False
2020-03-15,41,False
2020-03-22,25,False
2020-03-29,26,False
2020-04-05,0,False
2020-04-12,0,False
2020-04-19,13,False
2020-04-26,23,True
