date,sarta,isPartial
2018-01-07,30,False
2018-01-14,45,False
2018-01-21,30,False
2018-01-28,44,False
2018-02-04,28,False
2018-02-11,30,False
2018-02-18,28,False
2018-02-25,41,False
2018-03-04,29,False
2018-03-11,0,False
2018-03-18,43,False
2018-03-25,91,False
2018-04-01,94,False
2018-04-08,0,False
2018-04-15,61,False
2018-04-22,48,False
2018-04-29,0,False
2018-05-06,30,False
2018-05-13,60,False
2018-05-20,60,False
2018-05-27,31,False
2018-06-03,31,False
2018-06-10,28,False
2018-06-17,43,False
2018-06-24,28,False
2018-07-01,44,False
2018-07-08,43,False
2018-07-15,0,False
2018-07-22,28,False
2018-07-29,28,False
2018-08-05,55,False
2018-08-12,50,False
2018-08-19,25,False
2018-08-26,51,False
2018-09-02,27,False
2018-09-09,29,False
2018-09-16,29,False
2018-09-23,29,False
2018-09-30,29,False
2018-10-07,31,False
2018-10-14,31,False
2018-10-21,92,False
2018-10-28,30,False
2018-11-04,59,False
2018-11-11,46,False
2018-11-18,90,False
2018-11-25,30,False
2018-12-02,32,False
2018-12-09,31,False
2018-12-16,61,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,29,False
2019-01-20,53,False
2019-01-27,0,False
2019-02-03,53,False
2019-02-10,27,False
2019-02-17,0,False
2019-02-24,27,False
2019-03-03,29,False
2019-03-10,27,False
2019-03-17,29,False
2019-03-24,84,False
2019-03-31,41,False
2019-04-07,41,False
2019-04-14,0,False
2019-04-21,0,False
2019-04-28,40,False
2019-05-05,41,False
2019-05-12,53,False
2019-05-19,27,False
2019-05-26,25,False
2019-06-02,28,False
2019-06-09,43,False
2019-06-16,43,False
2019-06-23,42,False
2019-06-30,42,False
2019-07-07,78,False
2019-07-14,26,False
2019-07-21,27,False
2019-07-28,26,False
2019-08-04,27,False
2019-08-11,27,False
2019-08-18,26,False
2019-08-25,52,False
2019-09-01,75,False
2019-09-08,25,False
2019-09-15,100,False
2019-09-22,25,False
2019-09-29,26,False
2019-10-06,26,False
2019-10-13,0,False
2019-10-20,26,False
2019-10-27,52,False
2019-11-03,25,False
2019-11-10,38,False
2019-11-17,26,False
2019-11-24,25,False
2019-12-01,0,False
2019-12-08,53,False
2019-12-15,26,False
2019-12-22,55,False
2019-12-29,53,False
2020-01-05,25,False
2020-01-12,48,False
2020-01-19,37,False
2020-01-26,49,False
2020-02-02,48,False
2020-02-09,24,False
2020-02-16,25,False
2020-02-23,23,False
2020-03-01,45,False
2020-03-08,21,False
2020-03-15,31,False
2020-03-22,19,False
2020-03-29,29,False
2020-04-05,0,False
2020-04-12,21,False
2020-04-19,29,False
2020-04-26,0,True
