date,sarta,isPartial
2018-01-07,37,False
2018-01-14,56,False
2018-01-21,28,False
2018-01-28,65,False
2018-02-04,37,False
2018-02-11,0,False
2018-02-18,28,False
2018-02-25,72,False
2018-03-04,19,False
2018-03-11,57,False
2018-03-18,47,False
2018-03-25,30,False
2018-04-01,42,False
2018-04-08,39,False
2018-04-15,20,False
2018-04-22,20,False
2018-04-29,40,False
2018-05-06,38,False
2018-05-13,20,False
2018-05-20,19,False
2018-05-27,40,False
2018-06-03,40,False
2018-06-10,37,False
2018-06-17,29,False
2018-06-24,20,False
2018-07-01,49,False
2018-07-08,58,False
2018-07-15,30,False
2018-07-22,30,False
2018-07-29,20,False
2018-08-05,43,False
2018-08-12,45,False
2018-08-19,23,False
2018-08-26,21,False
2018-09-02,0,False
2018-09-09,19,False
2018-09-16,37,False
2018-09-23,38,False
2018-09-30,19,False
2018-10-07,50,False
2018-10-14,40,False
2018-10-21,58,False
2018-10-28,48,False
2018-11-04,38,False
2018-11-11,41,False
2018-11-18,100,False
2018-11-25,20,False
2018-12-02,73,False
2018-12-09,21,False
2018-12-16,0,False
2018-12-23,21,False
2018-12-30,72,False
2019-01-06,39,False
2019-01-13,47,False
2019-01-20,18,False
2019-01-27,18,False
2019-02-03,27,False
2019-02-10,47,False
2019-02-17,37,False
2019-02-24,19,False
2019-03-03,0,False
2019-03-10,19,False
2019-03-17,0,False
2019-03-24,39,False
2019-03-31,38,False
2019-04-07,38,False
2019-04-14,20,False
2019-04-21,81,False
2019-04-28,28,False
2019-05-05,56,False
2019-05-12,28,False
2019-05-19,37,False
2019-05-26,18,False
2019-06-02,39,False
2019-06-09,0,False
2019-06-16,59,False
2019-06-23,31,False
2019-06-30,63,False
2019-07-07,30,False
2019-07-14,61,False
2019-07-21,31,False
2019-07-28,31,False
2019-08-04,22,False
2019-08-11,23,False
2019-08-18,33,False
2019-08-25,76,False
2019-09-01,18,False
2019-09-08,28,False
2019-09-15,54,False
2019-09-22,44,False
2019-09-29,35,False
2019-10-06,37,False
2019-10-13,27,False
2019-10-20,36,False
2019-10-27,35,False
2019-11-03,17,False
2019-11-10,18,False
2019-11-17,26,False
2019-11-24,35,False
2019-12-01,37,False
2019-12-08,0,False
2019-12-15,18,False
2019-12-22,20,False
2019-12-29,48,False
2020-01-05,27,False
2020-01-12,26,False
2020-01-19,44,False
2020-01-26,17,False
2020-02-02,42,False
2020-02-09,35,False
2020-02-16,52,False
2020-02-23,24,False
2020-03-01,0,False
2020-03-08,31,False
2020-03-15,30,False
2020-03-22,14,False
2020-03-29,14,False
2020-04-05,38,False
2020-04-12,30,False
2020-04-19,14,False
2020-04-26,24,True
