date,Cours de cuisine,isPartial
2018-01-07,43,False
2018-01-14,29,False
2018-01-21,58,False
2018-01-28,39,False
2018-02-04,68,False
2018-02-11,29,False
2018-02-18,74,False
2018-02-25,44,False
2018-03-04,48,False
2018-03-11,28,False
2018-03-18,28,False
2018-03-25,42,False
2018-04-01,38,False
2018-04-08,29,False
2018-04-15,31,False
2018-04-22,0,False
2018-04-29,61,False
2018-05-06,51,False
2018-05-13,38,False
2018-05-20,44,False
2018-05-27,0,False
2018-06-03,72,False
2018-06-10,55,False
2018-06-17,29,False
2018-06-24,29,False
2018-07-01,29,False
2018-07-08,30,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,33,False
2018-08-05,33,False
2018-08-12,34,False
2018-08-19,33,False
2018-08-26,61,False
2018-09-02,60,False
2018-09-09,29,False
2018-09-16,0,False
2018-09-23,0,False
2018-09-30,0,False
2018-10-07,59,False
2018-10-14,59,False
2018-10-21,70,False
2018-10-28,29,False
2018-11-04,47,False
2018-11-11,28,False
2018-11-18,56,False
2018-11-25,84,False
2018-12-02,75,False
2018-12-09,87,False
2018-12-16,59,False
2018-12-23,87,False
2018-12-30,32,False
2019-01-06,0,False
2019-01-13,82,False
2019-01-20,40,False
2019-01-27,79,False
2019-02-03,28,False
2019-02-10,29,False
2019-02-17,45,False
2019-02-24,28,False
2019-03-03,41,False
2019-03-10,97,False
2019-03-17,28,False
2019-03-24,44,False
2019-03-31,28,False
2019-04-07,55,False
2019-04-14,30,False
2019-04-21,28,False
2019-04-28,24,False
2019-05-05,40,False
2019-05-12,25,False
2019-05-19,50,False
2019-05-26,50,False
2019-06-02,39,False
2019-06-09,64,False
2019-06-16,40,False
2019-06-23,52,False
2019-06-30,52,False
2019-07-07,27,False
2019-07-14,0,False
2019-07-21,28,False
2019-07-28,28,False
2019-08-04,0,False
2019-08-11,93,False
2019-08-18,32,False
2019-08-25,57,False
2019-09-01,54,False
2019-09-08,28,False
2019-09-15,42,False
2019-09-22,25,False
2019-09-29,23,False
2019-10-06,23,False
2019-10-13,69,False
2019-10-20,47,False
2019-10-27,23,False
2019-11-03,68,False
2019-11-10,45,False
2019-11-17,45,False
2019-11-24,73,False
2019-12-01,73,False
2019-12-08,100,False
2019-12-15,68,False
2019-12-22,82,False
2019-12-29,65,False
2020-01-05,53,False
2020-01-12,54,False
2020-01-19,44,False
2020-01-26,22,False
2020-02-02,33,False
2020-02-09,22,False
2020-02-16,68,False
2020-02-23,45,False
2020-03-01,23,False
2020-03-08,21,False
2020-03-15,40,False
2020-03-22,20,False
2020-03-29,40,False
2020-04-05,20,False
2020-04-12,20,False
2020-04-19,20,False
2020-04-26,0,False
2020-05-03,19,False
2020-05-10,20,False
2020-05-17,21,False
2020-05-24,61,False
2020-05-31,39,False
2020-06-07,39,False
2020-06-14,21,False
2020-06-21,76,True
