date,Cours de cuisine,isPartial
2018-01-07,19,False
2018-01-14,27,False
2018-01-21,18,False
2018-01-28,24,False
2018-02-04,19,False
2018-02-11,38,False
2018-02-18,45,False
2018-02-25,74,False
2018-03-04,0,False
2018-03-11,19,False
2018-03-18,38,False
2018-03-25,25,False
2018-04-01,59,False
2018-04-08,19,False
2018-04-15,20,False
2018-04-22,43,False
2018-04-29,36,False
2018-05-06,18,False
2018-05-13,28,False
2018-05-20,37,False
2018-05-27,27,False
2018-06-03,18,False
2018-06-10,17,False
2018-06-17,37,False
2018-06-24,0,False
2018-07-01,26,False
2018-07-08,18,False
2018-07-15,27,False
2018-07-22,18,False
2018-07-29,47,False
2018-08-05,28,False
2018-08-12,23,False
2018-08-19,26,False
2018-08-26,30,False
2018-09-02,24,False
2018-09-09,18,False
2018-09-16,18,False
2018-09-23,28,False
2018-09-30,46,False
2018-10-07,39,False
2018-10-14,25,False
2018-10-21,39,False
2018-10-28,31,False
2018-11-04,30,False
2018-11-11,28,False
2018-11-18,54,False
2018-11-25,100,False
2018-12-02,28,False
2018-12-09,68,False
2018-12-16,63,False
2018-12-23,42,False
2018-12-30,40,False
2019-01-06,25,False
2019-01-13,24,False
2019-01-20,30,False
2019-01-27,26,False
2019-02-03,45,False
2019-02-10,19,False
2019-02-17,0,False
2019-02-24,31,False
2019-03-03,47,False
2019-03-10,25,False
2019-03-17,38,False
2019-03-24,0,False
2019-03-31,33,False
2019-04-07,16,False
2019-04-14,50,False
2019-04-21,16,False
2019-04-28,23,False
2019-05-05,23,False
2019-05-12,39,False
2019-05-19,23,False
2019-05-26,24,False
2019-06-02,14,False
2019-06-09,15,False
2019-06-16,46,False
2019-06-23,15,False
2019-06-30,15,False
2019-07-07,24,False
2019-07-14,15,False
2019-07-21,26,False
2019-07-28,32,False
2019-08-04,15,False
2019-08-11,15,False
2019-08-18,24,False
2019-08-25,23,False
2019-09-01,15,False
2019-09-08,35,False
2019-09-15,33,False
2019-09-22,19,False
2019-09-29,14,False
2019-10-06,15,False
2019-10-13,15,False
2019-10-20,46,False
2019-10-27,58,False
2019-11-03,28,False
2019-11-10,43,False
2019-11-17,45,False
2019-11-24,58,False
2019-12-01,55,False
2019-12-08,93,False
2019-12-15,74,False
2019-12-22,43,False
2019-12-29,38,False
2020-01-05,21,False
2020-01-12,18,False
2020-01-19,38,False
2020-01-26,23,False
2020-02-02,29,False
2020-02-09,21,False
2020-02-16,24,False
2020-02-23,19,False
2020-03-01,0,False
2020-03-08,27,False
2020-03-15,13,False
2020-03-22,32,False
2020-03-29,51,False
2020-04-05,21,False
2020-04-12,0,False
2020-04-19,25,False
2020-04-26,24,False
2020-05-03,16,False
2020-05-10,13,False
2020-05-17,20,False
2020-05-24,26,False
2020-05-31,21,False
2020-06-07,25,False
2020-06-14,26,False
2020-06-21,0,True
