date,Cours de cuisine,isPartial
2018-01-07,30,False
2018-01-14,39,False
2018-01-21,29,False
2018-01-28,35,False
2018-02-04,35,False
2018-02-11,20,False
2018-02-18,25,False
2018-02-25,19,False
2018-03-04,34,False
2018-03-11,19,False
2018-03-18,35,False
2018-03-25,25,False
2018-04-01,37,False
2018-04-08,26,False
2018-04-15,23,False
2018-04-22,16,False
2018-04-29,21,False
2018-05-06,22,False
2018-05-13,36,False
2018-05-20,37,False
2018-05-27,20,False
2018-06-03,52,False
2018-06-10,20,False
2018-06-17,11,False
2018-06-24,43,False
2018-07-01,15,False
2018-07-08,26,False
2018-07-15,27,False
2018-07-22,0,False
2018-07-29,34,False
2018-08-05,17,False
2018-08-12,12,False
2018-08-19,51,False
2018-08-26,32,False
2018-09-02,53,False
2018-09-09,32,False
2018-09-16,32,False
2018-09-23,43,False
2018-09-30,21,False
2018-10-07,21,False
2018-10-14,32,False
2018-10-21,32,False
2018-10-28,21,False
2018-11-04,41,False
2018-11-11,73,False
2018-11-18,15,False
2018-11-25,36,False
2018-12-02,66,False
2018-12-09,36,False
2018-12-16,95,False
2018-12-23,29,False
2018-12-30,53,False
2019-01-06,50,False
2019-01-13,45,False
2019-01-20,34,False
2019-01-27,38,False
2019-02-03,29,False
2019-02-10,25,False
2019-02-17,15,False
2019-02-24,41,False
2019-03-03,43,False
2019-03-10,49,False
2019-03-17,31,False
2019-03-24,20,False
2019-03-31,14,False
2019-04-07,33,False
2019-04-14,44,False
2019-04-21,29,False
2019-04-28,24,False
2019-05-05,46,False
2019-05-12,38,False
2019-05-19,24,False
2019-05-26,35,False
2019-06-02,38,False
2019-06-09,23,False
2019-06-16,10,False
2019-06-23,24,False
2019-06-30,10,False
2019-07-07,14,False
2019-07-14,19,False
2019-07-21,20,False
2019-07-28,10,False
2019-08-04,10,False
2019-08-11,38,False
2019-08-18,55,False
2019-08-25,20,False
2019-09-01,37,False
2019-09-08,33,False
2019-09-15,28,False
2019-09-22,46,False
2019-09-29,33,False
2019-10-06,28,False
2019-10-13,28,False
2019-10-20,28,False
2019-10-27,36,False
2019-11-03,52,False
2019-11-10,62,False
2019-11-17,52,False
2019-11-24,93,False
2019-12-01,64,False
2019-12-08,89,False
2019-12-15,100,False
2019-12-22,66,False
2019-12-29,27,False
2020-01-05,26,False
2020-01-12,17,False
2020-01-19,21,False
2020-01-26,45,False
2020-02-02,17,False
2020-02-09,45,False
2020-02-16,32,False
2020-02-23,24,False
2020-03-01,28,False
2020-03-08,24,False
2020-03-15,8,False
2020-03-22,15,False
2020-03-29,11,False
2020-04-05,27,False
2020-04-12,11,False
2020-04-19,15,False
2020-04-26,11,False
2020-05-03,15,False
2020-05-10,15,False
2020-05-17,25,False
2020-05-24,12,False
2020-05-31,11,False
2020-06-07,27,False
2020-06-14,28,False
