date,Cours de cuisine,isPartial
2018-01-07,25,False
2018-01-14,33,False
2018-01-21,33,False
2018-01-28,25,False
2018-02-04,33,False
2018-02-11,42,False
2018-02-18,26,False
2018-02-25,26,False
2018-03-04,34,False
2018-03-11,17,False
2018-03-18,17,False
2018-03-25,17,False
2018-04-01,0,False
2018-04-08,34,False
2018-04-15,0,False
2018-04-22,17,False
2018-04-29,36,False
2018-05-06,37,False
2018-05-13,26,False
2018-05-20,35,False
2018-05-27,34,False
2018-06-03,17,False
2018-06-10,40,False
2018-06-17,44,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,0,False
2018-07-15,19,False
2018-07-22,37,False
2018-07-29,74,False
2018-08-05,28,False
2018-08-12,19,False
2018-08-19,37,False
2018-08-26,18,False
2018-09-02,18,False
2018-09-09,18,False
2018-09-16,18,False
2018-09-23,36,False
2018-09-30,44,False
2018-10-07,54,False
2018-10-14,18,False
2018-10-21,36,False
2018-10-28,53,False
2018-11-04,42,False
2018-11-11,24,False
2018-11-18,32,False
2018-11-25,71,False
2018-12-02,96,False
2018-12-09,57,False
2018-12-16,100,False
2018-12-23,56,False
2018-12-30,35,False
2019-01-06,24,False
2019-01-13,32,False
2019-01-20,24,False
2019-01-27,32,False
2019-02-03,48,False
2019-02-10,51,False
2019-02-17,26,False
2019-02-24,33,False
2019-03-03,0,False
2019-03-10,25,False
2019-03-17,17,False
2019-03-24,34,False
2019-03-31,34,False
2019-04-07,36,False
2019-04-14,18,False
2019-04-21,26,False
2019-04-28,50,False
2019-05-05,50,False
2019-05-12,52,False
2019-05-19,34,False
2019-05-26,17,False
2019-06-02,24,False
2019-06-09,33,False
2019-06-16,34,False
2019-06-23,0,False
2019-06-30,17,False
2019-07-07,33,False
2019-07-14,17,False
2019-07-21,17,False
2019-07-28,18,False
2019-08-04,35,False
2019-08-11,25,False
2019-08-18,35,False
2019-08-25,16,False
2019-09-01,24,False
2019-09-08,16,False
2019-09-15,24,False
2019-09-22,16,False
2019-09-29,46,False
2019-10-06,15,False
2019-10-13,46,False
2019-10-20,16,False
2019-10-27,30,False
2019-11-03,81,False
2019-11-10,60,False
2019-11-17,22,False
2019-11-24,65,False
2019-12-01,96,False
2019-12-08,81,False
2019-12-15,74,False
2019-12-22,58,False
2019-12-29,24,False
2020-01-05,44,False
2020-01-12,28,False
2020-01-19,45,False
2020-01-26,57,False
2020-02-02,22,False
2020-02-09,43,False
2020-02-16,0,False
2020-02-23,21,False
2020-03-01,27,False
2020-03-08,14,False
2020-03-15,12,False
2020-03-22,18,False
2020-03-29,36,False
2020-04-05,36,False
2020-04-12,37,False
2020-04-19,18,False
2020-04-26,17,False
2020-05-03,11,False
2020-05-10,25,False
2020-05-17,27,False
2020-05-24,20,False
2020-05-31,26,False
2020-06-07,12,False
2020-06-14,19,False
