date,Cours de cuisine,isPartial
2018-01-07,31,False
2018-01-14,20,False
2018-01-21,20,False
2018-01-28,21,False
2018-02-04,51,False
2018-02-11,30,False
2018-02-18,40,False
2018-02-25,80,False
2018-03-04,52,False
2018-03-11,31,False
2018-03-18,41,False
2018-03-25,32,False
2018-04-01,0,False
2018-04-08,50,False
2018-04-15,43,False
2018-04-22,33,False
2018-04-29,41,False
2018-05-06,21,False
2018-05-13,0,False
2018-05-20,21,False
2018-05-27,51,False
2018-06-03,40,False
2018-06-10,0,False
2018-06-17,0,False
2018-06-24,20,False
2018-07-01,41,False
2018-07-08,40,False
2018-07-15,0,False
2018-07-22,41,False
2018-07-29,20,False
2018-08-05,0,False
2018-08-12,40,False
2018-08-19,61,False
2018-08-26,41,False
2018-09-02,21,False
2018-09-09,31,False
2018-09-16,21,False
2018-09-23,21,False
2018-09-30,53,False
2018-10-07,64,False
2018-10-14,66,False
2018-10-21,67,False
2018-10-28,53,False
2018-11-04,31,False
2018-11-11,43,False
2018-11-18,94,False
2018-11-25,97,False
2018-12-02,33,False
2018-12-09,98,False
2018-12-16,79,False
2018-12-23,38,False
2018-12-30,24,False
2019-01-06,22,False
2019-01-13,21,False
2019-01-20,83,False
2019-01-27,31,False
2019-02-03,32,False
2019-02-10,33,False
2019-02-17,33,False
2019-02-24,64,False
2019-03-03,52,False
2019-03-10,21,False
2019-03-17,43,False
2019-03-24,44,False
2019-03-31,32,False
2019-04-07,32,False
2019-04-14,22,False
2019-04-21,20,False
2019-04-28,31,False
2019-05-05,41,False
2019-05-12,41,False
2019-05-19,81,False
2019-05-26,40,False
2019-06-02,19,False
2019-06-09,57,False
2019-06-16,39,False
2019-06-23,29,False
2019-06-30,39,False
2019-07-07,39,False
2019-07-14,0,False
2019-07-21,20,False
2019-07-28,20,False
2019-08-04,50,False
2019-08-11,45,False
2019-08-18,25,False
2019-08-25,35,False
2019-09-01,67,False
2019-09-08,39,False
2019-09-15,0,False
2019-09-22,19,False
2019-09-29,58,False
2019-10-06,29,False
2019-10-13,19,False
2019-10-20,57,False
2019-10-27,48,False
2019-11-03,38,False
2019-11-10,56,False
2019-11-17,55,False
2019-11-24,100,False
2019-12-01,55,False
2019-12-08,84,False
2019-12-15,37,False
2019-12-22,42,False
2019-12-29,39,False
2020-01-05,35,False
2020-01-12,78,False
2020-01-19,18,False
2020-01-26,35,False
2020-02-02,45,False
2020-02-09,53,False
2020-02-16,35,False
2020-02-23,34,False
2020-03-01,33,False
2020-03-08,17,False
2020-03-15,15,False
2020-03-22,22,False
2020-03-29,60,False
2020-04-05,30,False
2020-04-12,15,False
2020-04-19,22,False
2020-04-26,0,False
2020-05-03,0,False
2020-05-10,15,False
2020-05-17,48,False
2020-05-24,16,False
2020-05-31,23,False
2020-06-07,45,False
2020-06-14,33,False
2020-06-21,60,True
