date,Solar,isPartial
2018-01-07,42,False
2018-01-14,62,False
2018-01-21,62,False
2018-01-28,52,False
2018-02-04,30,False
2018-02-11,20,False
2018-02-18,29,False
2018-02-25,59,False
2018-03-04,31,False
2018-03-11,63,False
2018-03-18,22,False
2018-03-25,22,False
2018-04-01,49,False
2018-04-08,51,False
2018-04-15,39,False
2018-04-22,64,False
2018-04-29,52,False
2018-05-06,26,False
2018-05-13,98,False
2018-05-20,51,False
2018-05-27,100,False
2018-06-03,49,False
2018-06-10,46,False
2018-06-17,57,False
2018-06-24,44,False
2018-07-01,55,False
2018-07-08,33,False
2018-07-15,67,False
2018-07-22,88,False
2018-07-29,67,False
2018-08-05,21,False
2018-08-12,22,False
2018-08-19,66,False
2018-08-26,90,False
2018-09-02,60,False
2018-09-09,72,False
2018-09-16,24,False
2018-09-23,36,False
2018-09-30,60,False
2018-10-07,25,False
2018-10-14,51,False
2018-10-21,51,False
2018-10-28,63,False
2018-11-04,38,False
2018-11-11,50,False
2018-11-18,50,False
2018-11-25,25,False
2018-12-02,48,False
2018-12-09,24,False
2018-12-16,36,False
2018-12-23,23,False
2018-12-30,39,False
2019-01-06,0,False
2019-01-13,21,False
2019-01-20,81,False
2019-01-27,60,False
2019-02-03,50,False
2019-02-10,31,False
2019-02-17,68,False
2019-02-24,59,False
2019-03-03,58,False
2019-03-10,49,False
2019-03-17,33,False
2019-03-24,79,False
2019-03-31,24,False
2019-04-07,0,False
2019-04-14,38,False
2019-04-21,50,False
2019-04-28,95,False
2019-05-05,35,False
2019-05-12,47,False
2019-05-19,23,False
2019-05-26,45,False
2019-06-02,81,False
2019-06-09,46,False
2019-06-16,88,False
2019-06-23,23,False
2019-06-30,44,False
2019-07-07,42,False
2019-07-14,55,False
2019-07-21,43,False
2019-07-28,60,False
2019-08-04,95,False
2019-08-11,41,False
2019-08-18,72,False
2019-08-25,33,False
2019-09-01,54,False
2019-09-08,44,False
2019-09-15,45,False
2019-09-22,43,False
2019-09-29,31,False
2019-10-06,74,False
2019-10-13,0,False
2019-10-20,55,False
2019-10-27,54,False
2019-11-03,44,False
2019-11-10,22,False
2019-11-17,43,False
2019-11-24,43,False
2019-12-01,43,False
2019-12-08,0,False
2019-12-15,31,False
2019-12-22,78,False
2019-12-29,71,False
2020-01-05,36,False
2020-01-12,52,False
2020-01-19,26,False
2020-01-26,17,False
2020-02-02,40,False
2020-02-09,25,False
2020-02-16,33,False
2020-02-23,61,False
2020-03-01,33,False
2020-03-08,16,False
2020-03-15,75,False
2020-03-22,63,False
2020-03-29,27,False
2020-04-05,73,False
2020-04-12,29,False
2020-04-19,29,False
2020-04-26,95,False
2020-05-03,59,False
2020-05-10,98,False
2020-05-17,63,False
2020-05-24,39,False
2020-05-31,79,False
2020-06-07,49,False
2020-06-14,27,False
2020-06-21,76,False
2020-06-28,46,False
2020-07-05,74,False
