date,Solar,isPartial
2018-01-07,13,False
2018-01-14,34,False
2018-01-21,60,False
2018-01-28,35,False
2018-02-04,28,False
2018-02-11,21,False
2018-02-18,41,False
2018-02-25,12,False
2018-03-04,59,False
2018-03-11,50,False
2018-03-18,33,False
2018-03-25,22,False
2018-04-01,58,False
2018-04-08,62,False
2018-04-15,27,False
2018-04-22,69,False
2018-04-29,49,False
2018-05-06,84,False
2018-05-13,38,False
2018-05-20,70,False
2018-05-27,61,False
2018-06-03,76,False
2018-06-10,24,False
2018-06-17,58,False
2018-06-24,50,False
2018-07-01,26,False
2018-07-08,51,False
2018-07-15,48,False
2018-07-22,47,False
2018-07-29,57,False
2018-08-05,38,False
2018-08-12,65,False
2018-08-19,38,False
2018-08-26,41,False
2018-09-02,40,False
2018-09-09,38,False
2018-09-16,29,False
2018-09-23,37,False
2018-09-30,33,False
2018-10-07,42,False
2018-10-14,17,False
2018-10-21,54,False
2018-10-28,25,False
2018-11-04,20,False
2018-11-11,52,False
2018-11-18,16,False
2018-11-25,24,False
2018-12-02,16,False
2018-12-09,36,False
2018-12-16,16,False
2018-12-23,46,False
2018-12-30,20,False
2019-01-06,47,False
2019-01-13,37,False
2019-01-20,30,False
2019-01-27,30,False
2019-02-03,16,False
2019-02-10,41,False
2019-02-17,45,False
2019-02-24,26,False
2019-03-03,35,False
2019-03-10,34,False
2019-03-17,50,False
2019-03-24,58,False
2019-03-31,66,False
2019-04-07,46,False
2019-04-14,42,False
2019-04-21,96,False
2019-04-28,41,False
2019-05-05,51,False
2019-05-12,37,False
2019-05-19,40,False
2019-05-26,51,False
2019-06-02,73,False
2019-06-09,60,False
2019-06-16,43,False
2019-06-23,93,False
2019-06-30,51,False
2019-07-07,23,False
2019-07-14,32,False
2019-07-21,52,False
2019-07-28,43,False
2019-08-04,36,False
2019-08-11,27,False
2019-08-18,51,False
2019-08-25,39,False
2019-09-01,38,False
2019-09-08,51,False
2019-09-15,45,False
2019-09-22,25,False
2019-09-29,35,False
2019-10-06,32,False
2019-10-13,11,False
2019-10-20,57,False
2019-10-27,46,False
2019-11-03,31,False
2019-11-10,38,False
2019-11-17,14,False
2019-11-24,45,False
2019-12-01,28,False
2019-12-08,14,False
2019-12-15,18,False
2019-12-22,19,False
2019-12-29,45,False
2020-01-05,35,False
2020-01-12,25,False
2020-01-19,36,False
2020-01-26,26,False
2020-02-02,41,False
2020-02-09,36,False
2020-02-16,50,False
2020-02-23,48,False
2020-03-01,32,False
2020-03-08,46,False
2020-03-15,23,False
2020-03-22,55,False
2020-03-29,33,False
2020-04-05,79,False
2020-04-12,87,False
2020-04-19,43,False
2020-04-26,69,False
2020-05-03,100,False
2020-05-10,67,False
2020-05-17,92,False
2020-05-24,61,False
2020-05-31,62,False
2020-06-07,76,False
2020-06-14,56,False
2020-06-21,63,False
2020-06-28,38,False
2020-07-05,99,False
