date,sartoria,isPartial
2018-01-07,69,False
2018-01-14,27,False
2018-01-21,56,False
2018-01-28,42,False
2018-02-04,42,False
2018-02-11,29,False
2018-02-18,0,False
2018-02-25,51,False
2018-03-04,28,False
2018-03-11,27,False
2018-03-18,54,False
2018-03-25,59,False
2018-04-01,44,False
2018-04-08,58,False
2018-04-15,45,False
2018-04-22,0,False
2018-04-29,28,False
2018-05-06,28,False
2018-05-13,30,False
2018-05-20,29,False
2018-05-27,100,False
2018-06-03,69,False
2018-06-10,26,False
2018-06-17,85,False
2018-06-24,0,False
2018-07-01,85,False
2018-07-08,57,False
2018-07-15,57,False
2018-07-22,42,False
2018-07-29,28,False
2018-08-05,27,False
2018-08-12,49,False
2018-08-19,40,False
2018-08-26,27,False
2018-09-02,28,False
2018-09-09,59,False
2018-09-16,57,False
2018-09-23,29,False
2018-09-30,70,False
2018-10-07,60,False
2018-10-14,62,False
2018-10-21,62,False
2018-10-28,0,False
2018-11-04,44,False
2018-11-11,61,False
2018-11-18,30,False
2018-11-25,30,False
2018-12-02,31,False
2018-12-09,31,False
2018-12-16,32,False
2018-12-23,0,False
2018-12-30,89,False
2019-01-06,29,False
2019-01-13,45,False
2019-01-20,28,False
2019-01-27,57,False
2019-02-03,0,False
2019-02-10,43,False
2019-02-17,29,False
2019-02-24,29,False
2019-03-03,0,False
2019-03-10,31,False
2019-03-17,31,False
2019-03-24,31,False
2019-03-31,31,False
2019-04-07,31,False
2019-04-14,32,False
2019-04-21,48,False
2019-04-28,60,False
2019-05-05,90,False
2019-05-12,59,False
2019-05-19,30,False
2019-05-26,41,False
2019-06-02,62,False
2019-06-09,78,False
2019-06-16,46,False
2019-06-23,31,False
2019-06-30,31,False
2019-07-07,28,False
2019-07-14,29,False
2019-07-21,30,False
2019-07-28,29,False
2019-08-04,0,False
2019-08-11,80,False
2019-08-18,85,False
2019-08-25,36,False
2019-09-01,0,False
2019-09-08,42,False
2019-09-15,0,False
2019-09-22,27,False
2019-09-29,40,False
2019-10-06,41,False
2019-10-13,83,False
2019-10-20,27,False
2019-10-27,27,False
2019-11-03,50,False
2019-11-10,25,False
2019-11-17,26,False
2019-11-24,38,False
2019-12-01,26,False
2019-12-08,66,False
2019-12-15,27,False
2019-12-22,29,False
2019-12-29,54,False
2020-01-05,64,False
2020-01-12,24,False
2020-01-19,49,False
2020-01-26,24,False
2020-02-02,58,False
2020-02-09,25,False
2020-02-16,0,False
2020-02-23,92,False
2020-03-01,23,False
2020-03-08,21,False
2020-03-15,22,False
2020-03-22,30,False
2020-03-29,21,False
2020-04-05,23,False
2020-04-12,34,False
2020-04-19,0,False
2020-04-26,57,True
