date,sartoria,isPartial
2018-01-07,17,False
2018-01-14,17,False
2018-01-21,25,False
2018-01-28,33,False
2018-02-04,24,False
2018-02-11,16,False
2018-02-18,23,False
2018-02-25,32,False
2018-03-04,32,False
2018-03-11,25,False
2018-03-18,16,False
2018-03-25,34,False
2018-04-01,27,False
2018-04-08,34,False
2018-04-15,0,False
2018-04-22,26,False
2018-04-29,0,False
2018-05-06,67,False
2018-05-13,34,False
2018-05-20,67,False
2018-05-27,36,False
2018-06-03,17,False
2018-06-10,16,False
2018-06-17,24,False
2018-06-24,49,False
2018-07-01,26,False
2018-07-08,48,False
2018-07-15,17,False
2018-07-22,38,False
2018-07-29,44,False
2018-08-05,28,False
2018-08-12,29,False
2018-08-19,18,False
2018-08-26,28,False
2018-09-02,16,False
2018-09-09,27,False
2018-09-16,0,False
2018-09-23,17,False
2018-09-30,17,False
2018-10-07,18,False
2018-10-14,17,False
2018-10-21,17,False
2018-10-28,17,False
2018-11-04,17,False
2018-11-11,27,False
2018-11-18,17,False
2018-11-25,17,False
2018-12-02,18,False
2018-12-09,35,False
2018-12-16,28,False
2018-12-23,19,False
2018-12-30,35,False
2019-01-06,52,False
2019-01-13,26,False
2019-01-20,32,False
2019-01-27,25,False
2019-02-03,33,False
2019-02-10,49,False
2019-02-17,17,False
2019-02-24,17,False
2019-03-03,18,False
2019-03-10,17,False
2019-03-17,17,False
2019-03-24,17,False
2019-03-31,26,False
2019-04-07,17,False
2019-04-14,18,False
2019-04-21,36,False
2019-04-28,17,False
2019-05-05,17,False
2019-05-12,42,False
2019-05-19,52,False
2019-05-26,24,False
2019-06-02,35,False
2019-06-09,100,False
2019-06-16,26,False
2019-06-23,43,False
2019-06-30,18,False
2019-07-07,25,False
2019-07-14,16,False
2019-07-21,17,False
2019-07-28,15,False
2019-08-04,43,False
2019-08-11,49,False
2019-08-18,27,False
2019-08-25,34,False
2019-09-01,53,False
2019-09-08,35,False
2019-09-15,17,False
2019-09-22,52,False
2019-09-29,53,False
2019-10-06,17,False
2019-10-13,0,False
2019-10-20,44,False
2019-10-27,26,False
2019-11-03,25,False
2019-11-10,35,False
2019-11-17,35,False
2019-11-24,33,False
2019-12-01,18,False
2019-12-08,18,False
2019-12-15,18,False
2019-12-22,36,False
2019-12-29,0,False
2020-01-05,33,False
2020-01-12,16,False
2020-01-19,32,False
2020-01-26,31,False
2020-02-02,31,False
2020-02-09,16,False
2020-02-16,16,False
2020-02-23,30,False
2020-03-01,15,False
2020-03-08,13,False
2020-03-15,13,False
2020-03-22,23,False
2020-03-29,31,False
2020-04-05,39,False
2020-04-12,34,False
2020-04-19,19,False
2020-04-26,44,True
